dates,incrementalcount_vaccine_covid_19_administered
2021-01-14,279452
2021-01-15,337200
2021-01-16,60251
2021-01-17,29548
2021-01-18,125961
2021-01-19,118223
2021-01-20,101858
2021-01-21,67765
2021-01-22,81954
2021-01-23,24671
2021-01-24,17770
2021-01-25,58100
2021-01-26,107520
2021-01-27,112307
2021-01-28,174995
2021-01-29,230776
2021-01-30,32509
2021-01-31,25377
2021-02-01,150062
2021-02-02,92934
2021-02-03,114047
2021-02-04,157526
2021-02-05,58996
2021-02-06,41915
2021-02-07,8779
2021-02-08,53707
2021-02-09,68506
2021-02-10,62407
2021-02-11,51009
2021-02-12,558229
2021-02-13,305542
2021-02-14,115205
2021-02-15,356926
2021-02-16,448757
2021-02-17,592818
2021-02-18,671693
2021-02-19,466404
2021-02-20,171811
2021-02-21,38320
2021-02-22,265472
2021-02-23,452196
2021-02-24,330197
2021-02-25,360031
2021-02-26,319079
2021-02-27,215970
2021-02-28,33100
2021-03-01,226843
2021-03-02,298922
2021-03-03,243906
2021-03-04,242492
2021-03-05,196251
2021-03-06,127318
2021-03-07,33741
2021-03-08,84632
2021-03-09,221014
2021-03-10,137289
2021-03-11,142211
2021-03-12,239783
2021-03-13,181007
2021-03-14,68811
2021-03-15,269517
2021-03-16,434684
2021-03-17,445949
2021-03-18,289237
2021-03-19,413095
2021-03-20,185177
2021-03-21,27968
2021-03-22,208230
2021-03-23,323215
2021-03-24,380700
2021-03-25,257543
2021-03-26,263837
2021-03-27,161412
2021-03-30,352202
2021-03-31,533325
2021-04-01,313896
2021-04-02,168487
2021-04-03,285749
2021-04-04,80148
2021-04-05,310507
2021-04-06,374301
2021-04-07,337013
2021-04-08,384895
2021-04-09,230601
2021-04-10,124970
2021-04-11,49442
2021-04-12,234182
2021-04-13,333780
2021-04-14,209917
2021-04-15,172594
2021-04-16,366505
2021-04-17,125585
2021-04-18,32856
2021-04-19,105289
2021-04-20,207723
2021-04-21,194458
2021-04-22,251290
2021-04-23,158452
2021-04-24,180976
2021-04-25,62560
2021-04-26,263822
2021-04-27,283676
2021-04-28,454342
2021-04-29,435369
2021-04-30,248719
2021-05-01,82155
2021-05-02,107688
2021-05-03,287743
2021-05-04,434636
2021-05-05,374770
2021-05-06,363836
2021-05-07,223325
2021-05-08,162309
2021-05-09,65420
2021-05-10,99305
2021-05-11,160596
2021-05-12,170201
2021-05-13,53402
2021-05-14,159721
2021-05-15,125429
2021-05-16,85316
2021-05-17,178191
2021-05-18,586229
2021-05-19,284297
2021-05-20,261914
2021-05-21,662026
2021-05-22,73547
2021-05-23,229780
2021-05-24,112508
2021-05-25,236612
2021-05-26,113486
2021-05-27,94120
2021-05-28,124724
2021-05-29,72504
2021-05-30,158280
2021-05-31,210582
2021-06-01,204142
2021-06-02,281374
2021-06-03,472200
2021-06-04,189251
2021-06-05,257552
2021-06-06,281258
2021-06-07,389003
2021-06-08,343515
2021-06-09,397503
2021-06-10,520231
2021-06-11,445419
2021-06-12,475171
2021-06-13,624527
2021-06-14,725476
2021-06-15,1463060
2021-06-16,1497874
2021-06-17,1707102
2021-06-18,1172951
2021-06-19,575638
2021-06-20,1418588
2021-06-21,1015801
2021-06-22,450944
2021-06-23,871045
2021-06-24,880570
2021-06-25,802238
2021-06-26,445652
2021-06-27,693474
2021-06-28,1165615
2021-06-29,462728
2021-06-30,1206697
2021-07-01,604046
2021-07-02,892530
2021-07-03,375206
2021-07-04,746386
