dates,incrementalcount_medicalconditionincident_covid_19_patientdeceased
2020-01-03,0
2020-01-04,0
2020-01-05,0
2020-01-06,0
2020-01-07,0
2020-01-08,0
2020-01-09,0
2020-01-10,0
2020-01-11,0
2020-01-12,0
2020-01-13,0
2020-01-14,0
2020-01-15,0
2020-01-16,0
2020-01-17,0
2020-01-18,0
2020-01-19,0
2020-01-20,0
2020-01-21,0
2020-01-22,0
2020-01-23,0
2020-01-24,0
2020-01-25,0
2020-01-26,0
2020-01-27,0
2020-01-28,0
2020-01-29,0
2020-01-30,0
2020-01-31,0
2020-02-01,0
2020-02-02,0
2020-02-03,0
2020-02-04,0
2020-02-05,0
2020-02-06,0
2020-02-07,0
2020-02-08,0
2020-02-09,0
2020-02-10,0
2020-02-11,0
2020-02-12,0
2020-02-13,0
2020-02-14,0
2020-02-15,0
2020-02-16,0
2020-02-17,0
2020-02-18,0
2020-02-19,0
2020-02-20,0
2020-02-21,0
2020-02-22,0
2020-02-23,0
2020-02-24,0
2020-02-25,0
2020-02-26,0
2020-02-27,0
2020-02-28,0
2020-02-29,0
2020-03-01,0
2020-03-02,0
2020-03-03,0
2020-03-04,0
2020-03-05,0
2020-03-06,0
2020-03-07,0
2020-03-08,0
2020-03-09,0
2020-03-10,0
2020-03-11,0
2020-03-12,0
2020-03-13,0
2020-03-14,0
2020-03-15,0
2020-03-16,0
2020-03-17,0
2020-03-18,1
2020-03-19,1
2020-03-20,2
2020-03-21,5
2020-03-22,12
2020-03-23,9
2020-03-24,7
2020-03-25,7
2020-03-26,15
2020-03-27,16
2020-03-28,17
2020-03-29,16
2020-03-30,23
2020-03-31,37
2020-04-01,46
2020-04-02,63
2020-04-03,79
2020-04-04,69
2020-04-05,76
2020-04-06,73
2020-04-07,75
2020-04-08,76
2020-04-09,87
2020-04-10,96
2020-04-11,98
2020-04-12,95
2020-04-13,97
2020-04-14,98
2020-04-15,107
2020-04-16,115
2020-04-17,125
2020-04-18,126
2020-04-19,121
2020-04-20,127
2020-04-21,123
2020-04-22,119
2020-04-23,117
2020-04-24,115
2020-04-25,109
2020-04-26,106
2020-04-27,99
2020-04-28,95
2020-04-29,92
2020-04-30,89
2020-05-01,93
2020-05-02,84
2020-05-03,78
2020-05-04,61
2020-05-05,64
2020-05-06,59
2020-05-07,64
2020-05-08,57
2020-05-09,48
2020-05-10,50
2020-05-11,47
2020-05-12,55
2020-05-13,53
2020-05-14,58
2020-05-15,55
2020-05-16,48
2020-05-17,41
2020-05-18,44
2020-05-19,31
2020-05-20,28
2020-05-21,23
2020-05-22,27
2020-05-23,27
2020-05-24,32
2020-05-25,32
2020-05-26,29
2020-05-27,28
2020-05-28,34
2020-05-29,30
2020-05-30,28
2020-05-31,26
2020-06-01,25
2020-06-02,23
2020-06-03,22
2020-06-04,24
2020-06-05,21
2020-06-06,18
2020-06-07,21
2020-06-08,23
2020-06-09,19
2020-06-10,18
2020-06-11,17
2020-06-12,17
2020-06-13,15
2020-06-14,14
2020-06-15,15
2020-06-16,18
2020-06-17,17
2020-06-18,19
2020-06-19,21
2020-06-20,23
2020-06-21,22
2020-06-22,23
2020-06-23,24
2020-06-24,27
2020-06-25,24
2020-06-26,21
2020-06-27,19
2020-06-28,17
2020-06-29,15
2020-06-30,18
2020-07-01,16
2020-07-02,19
2020-07-03,17
2020-07-04,19
2020-07-05,20
2020-07-06,19
2020-07-07,16
2020-07-08,19
2020-07-09,22
2020-07-10,18
2020-07-11,23
2020-07-12,21
2020-07-13,19
2020-07-14,19
2020-07-15,20
2020-07-16,17
2020-07-17,21
2020-07-18,18
2020-07-19,17
2020-07-20,16
2020-07-21,17
2020-07-22,18
2020-07-23,19
2020-07-24,18
2020-07-25,17
2020-07-26,16
2020-07-27,17
2020-07-28,17
2020-07-29,15
2020-07-30,14
2020-07-31,15
2020-08-01,17
2020-08-02,19
2020-08-03,18
2020-08-04,19
2020-08-05,18
2020-08-06,19
2020-08-07,14
2020-08-08,15
2020-08-09,16
2020-08-10,15
2020-08-11,14
2020-08-12,15
2020-08-13,18
2020-08-14,21
2020-08-15,22
2020-08-16,21
2020-08-17,19
2020-08-18,22
2020-08-19,20
2020-08-20,23
2020-08-21,19
2020-08-22,22
2020-08-23,22
2020-08-24,19
2020-08-25,18
2020-08-26,24
2020-08-27,20
2020-08-28,26
2020-08-29,36
2020-08-30,39
2020-08-31,42
2020-09-01,44
2020-09-02,47
2020-09-03,45
2020-09-04,49
2020-09-05,53
2020-09-06,56
2020-09-07,53
2020-09-08,57
2020-09-09,52
2020-09-10,55
2020-09-11,58
2020-09-12,56
2020-09-13,48
2020-09-14,57
2020-09-15,63
2020-09-16,67
2020-09-17,63
2020-09-18,66
2020-09-19,62
2020-09-20,68
2020-09-21,61
2020-09-22,68
2020-09-23,65
2020-09-24,72
2020-09-25,74
2020-09-26,73
2020-09-27,71
2020-09-28,68
2020-09-29,65
2020-09-30,68
2020-10-01,65
2020-10-02,67
2020-10-03,63
2020-10-04,59
2020-10-05,57
2020-10-06,57
2020-10-07,55
2020-10-08,56
2020-10-09,58
2020-10-10,55
2020-10-11,56
2020-10-12,59
2020-10-13,58
2020-10-14,62
2020-10-15,57
2020-10-16,66
2020-10-17,73
2020-10-18,71
2020-10-19,72
2020-10-20,75
2020-10-21,74
2020-10-22,68
2020-10-23,71
2020-10-24,74
2020-10-25,69
2020-10-26,72
2020-10-27,75
2020-10-28,76
2020-10-29,77
2020-10-30,72
2020-10-31,78
2020-11-01,75
2020-11-02,74
2020-11-03,76
2020-11-04,79
2020-11-05,77
2020-11-06,81
2020-11-07,83
2020-11-08,81
2020-11-09,84
2020-11-10,85
2020-11-11,87
2020-11-12,86
2020-11-13,88
2020-11-14,93
2020-11-15,92
2020-11-16,89
2020-11-17,94
2020-11-18,103
2020-11-19,116
2020-11-20,123
2020-11-21,141
2020-11-22,135
2020-11-23,139
2020-11-24,153
2020-11-25,161
2020-11-26,168
2020-11-27,174
2020-11-28,177
2020-11-29,182
2020-11-30,185
2020-12-01,188
2020-12-02,190
2020-12-03,193
2020-12-04,187
2020-12-05,193
2020-12-06,196
2020-12-07,195
2020-12-08,203
2020-12-09,211
2020-12-10,217
2020-12-11,220
2020-12-12,226
2020-12-13,222
2020-12-14,218
2020-12-15,229
2020-12-16,235
2020-12-17,240
2020-12-18,243
2020-12-19,246
2020-12-20,241
2020-12-21,246
2020-12-22,254
2020-12-23,251
2020-12-24,259
2020-12-25,254
2020-12-26,256
2020-12-27,253
2020-12-28,254
2020-12-29,257
2020-12-30,253
2020-12-31,254
2021-01-01,239
2021-01-02,212
2021-01-03,202
2021-01-04,193
2021-01-05,197
2021-01-06,194
2021-01-07,191
2021-01-08,194
2021-01-09,186
2021-01-10,181
2021-01-11,176
2021-01-12,174
2021-01-13,171
2021-01-14,173
2021-01-15,170
2021-01-16,169
2021-01-17,168
2021-01-18,165
2021-01-19,164
2021-01-20,167
2021-01-21,159
2021-01-22,153
2021-01-23,149
2021-01-24,144
2021-01-25,140
2021-01-26,137
2021-01-27,134
2021-01-28,132
2021-01-29,129
2021-01-30,131
2021-01-31,129
2021-02-01,128
2021-02-02,124
2021-02-03,120
2021-02-04,117
2021-02-05,113
2021-02-06,110
2021-02-07,108
2021-02-08,112
2021-02-09,103
2021-02-10,98
2021-02-11,95
2021-02-12,94
2021-02-13,97
2021-02-14,93
2021-02-15,94
2021-02-16,91
2021-02-17,90
2021-02-18,86
2021-02-19,83
2021-02-20,82
2021-02-21,80
2021-02-22,77
2021-02-23,78
2021-02-24,75
2021-02-25,72
2021-02-26,73
2021-02-27,74
2021-02-28,71
2021-03-01,66
2021-03-02,69
2021-03-03,68
2021-03-04,65
2021-03-05,68
2021-03-06,62
2021-03-07,64
2021-03-08,65
2021-03-09,64
2021-03-10,66
2021-03-11,67
2021-03-12,63
2021-03-13,66
2021-03-14,65
2021-03-15,68
2021-03-16,63
2021-03-17,71
2021-03-18,73
2021-03-19,81
2021-03-20,87
2021-03-21,95
2021-03-22,102
2021-03-23,117
2021-03-24,138
2021-03-25,146
2021-03-26,157
2021-03-27,153
2021-03-28,151
2021-03-29,153
2021-03-30,154
2021-03-31,155
2021-04-01,152
2021-04-02,176
2021-04-03,179
2021-04-04,186
2021-04-05,185
2021-04-06,193
2021-04-07,211
2021-04-08,276
2021-04-09,258
2021-04-10,253
2021-04-11,248
2021-04-12,237
2021-04-13,243
2021-04-14,273
2021-04-15,279
2021-04-16,297
2021-04-17,289
2021-04-18,288
2021-04-19,318
2021-04-20,341
2021-04-21,346
2021-04-22,362
2021-04-23,354
2021-04-24,343
2021-04-25,339
2021-04-26,347
2021-04-27,353
2021-04-28,346
2021-04-29,341
2021-04-30,339
2021-05-01,394
2021-05-02,373
2021-05-03,340
2021-05-04,347
2021-05-05,336
2021-05-06,356
2021-05-07,304
2021-05-08,278
2021-05-09,281
2021-05-10,283
2021-05-11,282
2021-05-12,278
2021-05-13,232
2021-05-14,238
2021-05-15,242
2021-05-16,236
2021-05-17,223
2021-05-18,223
2021-05-19,203
2021-05-20,233
2021-05-21,207
2021-05-22,214
2021-05-23,231
2021-05-24,197
2021-05-25,178
2021-05-26,175
2021-05-27,166
2021-05-28,183
2021-05-29,164
2021-05-30,137
2021-05-31,134
2021-06-01,122
2021-06-02,129
2021-06-03,112
2021-06-04,114
2021-06-05,94
2021-06-06,92
2021-06-07,96
2021-06-08,91
2021-06-09,86
2021-06-10,87
2021-06-11,96
2021-06-12,69
2021-06-13,75
2021-06-14,53
2021-06-15,74
2021-06-16,84
2021-06-17,71
2021-06-18,62
2021-06-19,59
2021-06-20,51
2021-06-21,63
2021-06-22,51
2021-06-23,57
2021-06-24,65
2021-06-25,59
2021-06-26,56
2021-06-27,51
2021-06-28,52
2021-06-29,58
2021-06-30,53
2021-07-01,45
2021-07-02,42
2021-07-03,55
2021-07-04,45
2021-07-05,45
2021-07-06,50
2021-07-07,35
2021-07-08,37
2021-07-09,52
2021-07-10,48
2021-07-11,59
2021-07-12,37
2021-07-13,37
2021-07-14,49
2021-07-15,46
2021-07-16,43
2021-07-17,48
2021-07-18,35
2021-07-19,38
2021-07-20,66
2021-07-21,50
2021-07-22,46
2021-07-23,59
2021-07-24,52
2021-07-25,60
2021-07-26,58
2021-07-27,55
2021-07-28,63
2021-07-29,51
2021-07-30,76
2021-07-31,60
2021-08-01,69
2021-08-02,79
2021-08-03,96
2021-08-04,91
2021-08-05,126
2021-08-06,122
2021-08-07,108
2021-08-08,101
2021-08-09,112
2021-08-10,108
2021-08-11,117
2021-08-12,124
2021-08-13,128
2021-08-14,138
2021-08-15,157
2021-08-16,145
