dates,count_medicalconditionincident_covid_19_patientinicu
2020-03-20,200
2020-03-21,308
2020-03-22,364
2020-03-23,451
2020-03-24,616
2020-03-25,789
2020-03-26,824
2020-03-27,905
2020-03-28,1001
2020-03-29,1063
2020-03-30,1203
2020-03-31,1551
2020-04-01,1785
2020-04-02,2103
2020-04-03,2364
2020-04-04,2474
2020-04-05,2531
2020-04-06,2554
2020-04-07,2644
2020-04-08,2661
2020-04-09,2718
2020-04-10,2704
2020-04-11,2657
2020-04-12,2657
2020-04-13,2722
2020-04-14,2725
2020-04-15,2739
2020-04-16,2817
2020-04-17,2883
2020-04-18,2933
2020-04-19,2875
2020-04-20,2905
2020-04-21,2860
2020-04-22,2744
2020-04-23,2728
2020-04-24,2650
2020-04-25,2543
2020-04-26,2529
2020-04-27,2471
2020-04-28,2394
2020-04-29,2313
2020-04-30,2241
2020-05-01,2124
2020-05-02,2052
2020-05-03,2018
2020-05-04,1980
2020-05-05,1906
2020-05-06,1825
2020-05-07,1769
2020-05-08,1662
2020-05-09,1596
2020-05-10,1605
2020-05-11,1590
2020-05-12,1499
2020-05-13,1386
2020-05-14,1318
2020-05-15,1235
2020-05-16,1176
2020-05-17,1128
2020-05-18,1126
2020-05-19,1088
2020-05-20,1021
2020-05-21,1000
2020-05-22,975
2020-05-23,931
2020-05-24,900
2020-05-25,885
2020-05-26,816
2020-05-27,751
2020-05-28,726
2020-05-29,725
2020-05-30,716
2020-05-31,699
2020-06-01,698
2020-06-02,694
2020-06-03,635
2020-06-04,600
2020-06-05,588
2020-06-06,562
2020-06-07,567
2020-06-08,546
2020-06-09,522
2020-06-10,488
2020-06-11,453
2020-06-12,453
2020-06-13,442
2020-06-14,438
2020-06-15,434
2020-06-16,422
2020-06-17,409
2020-06-18,398
2020-06-19,377
2020-06-20,362
2020-06-21,353
2020-06-22,368
2020-06-23,362
2020-06-24,356
2020-06-25,361
2020-06-26,363
2020-06-27,345
2020-06-28,338
2020-06-29,332
2020-06-30,334
2020-07-01,327
2020-07-02,326
2020-07-03,319
2020-07-04,323
2020-07-05,301
2020-07-06,312
2020-07-07,297
2020-07-08,291
2020-07-09,278
2020-07-10,279
2020-07-11,254
2020-07-12,255
2020-07-13,264
2020-07-14,261
2020-07-15,247
2020-07-16,254
2020-07-17,248
2020-07-18,246
2020-07-19,253
2020-07-20,246
2020-07-21,253
2020-07-22,249
2020-07-23,238
2020-07-24,236
2020-07-25,248
2020-07-26,267
2020-07-27,258
2020-07-28,255
2020-07-29,257
2020-07-30,262
2020-07-31,261
2020-08-01,257
2020-08-02,269
2020-08-03,267
2020-08-04,260
2020-08-05,240
2020-08-06,237
2020-08-07,227
2020-08-08,229
2020-08-09,234
2020-08-10,228
2020-08-11,231
2020-08-12,221
2020-08-13,224
2020-08-14,230
2020-08-15,228
2020-08-16,225
2020-08-17,227
2020-08-18,220
2020-08-19,227
2020-08-20,230
2020-08-21,237
2020-08-22,232
2020-08-23,245
2020-08-24,245
2020-08-25,225
2020-08-26,227
2020-08-27,240
2020-08-28,236
2020-08-29,241
2020-08-30,244
2020-08-31,245
2020-09-01,234
2020-09-02,227
2020-09-03,222
2020-09-04,224
2020-09-05,222
2020-09-06,218
2020-09-07,228
2020-09-08,230
2020-09-09,227
2020-09-10,233
2020-09-11,220
2020-09-12,233
2020-09-13,236
2020-09-14,237
2020-09-15,236
2020-09-16,233
2020-09-17,238
2020-09-18,246
2020-09-19,257
2020-09-20,268
2020-09-21,267
2020-09-22,278
2020-09-23,293
2020-09-24,296
2020-09-25,301
2020-09-26,312
2020-09-27,325
2020-09-28,353
2020-09-29,352
2020-09-30,355
2020-10-01,362
2020-10-02,373
2020-10-03,403
2020-10-04,424
2020-10-05,446
2020-10-06,449
2020-10-07,470
2020-10-08,487
2020-10-09,510
2020-10-10,531
2020-10-11,545
2020-10-12,590
2020-10-13,618
2020-10-14,602
2020-10-15,655
2020-10-16,690
2020-10-17,731
2020-10-18,769
2020-10-19,851
2020-10-20,879
2020-10-21,943
2020-10-22,1030
2020-10-23,1121
2020-10-24,1200
2020-10-25,1294
2020-10-26,1360
2020-10-27,1468
2020-10-28,1569
2020-10-29,1696
2020-10-30,1839
2020-10-31,1944
2020-11-01,2061
2020-11-02,2243
2020-11-03,2380
2020-11-04,2546
2020-11-05,2653
2020-11-06,2753
2020-11-07,2839
2020-11-08,2905
2020-11-09,3007
2020-11-10,3058
2020-11-11,3124
2020-11-12,3185
2020-11-13,3298
2020-11-14,3324
2020-11-15,3385
2020-11-16,3435
2020-11-17,3517
2020-11-18,3561
2020-11-19,3593
2020-11-20,3615
2020-11-21,3632
2020-11-22,3709
2020-11-23,3740
2020-11-24,3767
