dates,covid19mobilitytrend_residence
2020-02-15,-2
2020-02-16,0
2020-02-17,1
2020-02-18,1
2020-02-19,1
2020-02-20,-1
2020-02-21,-3
2020-02-22,0
2020-02-23,3
2020-02-24,1
2020-02-25,-1
2020-02-26,-1
2020-02-27,-1
2020-02-28,-2
2020-02-29,-2
2020-03-01,-1
2020-03-02,1
2020-03-03,-1
2020-03-04,0
2020-03-05,0
2020-03-06,-1
2020-03-07,0
2020-03-08,2
2020-03-09,1
2020-03-10,-1
2020-03-11,-2
2020-03-12,-2
2020-03-13,-4
2020-03-14,-1
2020-03-15,2
2020-03-16,3
2020-03-17,5
2020-03-18,7
2020-03-19,9
2020-03-20,9
2020-03-21,8
2020-03-22,9
2020-03-23,11
2020-03-24,9
2020-03-25,7
2020-03-26,6
2020-03-27,40
2020-03-28,28
2020-03-29,24
2020-03-30,36
2020-03-31,35
2020-04-01,35
2020-04-02,37
2020-04-03,38
2020-04-04,27
2020-04-05,22
2020-04-06,37
2020-04-07,36
2020-04-08,36
2020-04-09,36
2020-04-10,44
2020-04-11,27
2020-04-12,23
2020-04-13,42
2020-04-14,36
2020-04-15,36
2020-04-16,36
2020-04-17,38
2020-04-18,26
2020-04-19,23
2020-04-20,35
2020-04-21,35
2020-04-22,35
2020-04-23,35
2020-04-24,36
2020-04-25,23
2020-04-26,22
2020-04-27,40
2020-04-28,32
2020-04-29,33
2020-04-30,31
2020-05-01,35
2020-05-02,20
2020-05-03,18
2020-05-04,26
2020-05-05,26
2020-05-06,26
2020-05-07,26
2020-05-08,29
2020-05-09,19
2020-05-10,17
2020-05-11,27
2020-05-12,26
2020-05-13,26
2020-05-14,26
2020-05-15,27
2020-05-16,18
2020-05-17,18
2020-05-18,26
2020-05-19,25
2020-05-20,26
2020-05-21,26
2020-05-22,27
2020-05-23,17
2020-05-24,17
2020-05-25,25
2020-05-26,24
2020-05-27,24
2020-05-28,24
2020-05-29,24
2020-05-30,15
2020-05-31,14
2020-06-01,19
2020-06-02,20
2020-06-03,20
2020-06-04,20
2020-06-05,21
2020-06-06,13
2020-06-07,13
2020-06-08,19
2020-06-09,19
2020-06-10,21
2020-06-11,21
2020-06-12,21
2020-06-13,14
2020-06-14,14
2020-06-15,19
2020-06-16,31
2020-06-17,19
2020-06-18,20
2020-06-19,20
2020-06-20,13
2020-06-21,13
2020-06-22,20
2020-06-23,19
2020-06-24,19
2020-06-25,18
2020-06-26,18
2020-06-27,12
2020-06-28,12
2020-06-29,18
2020-06-30,17
2020-07-01,17
2020-07-02,18
2020-07-03,18
2020-07-04,12
2020-07-05,12
2020-07-06,18
2020-07-07,18
2020-07-08,18
2020-07-09,20
2020-07-10,20
2020-07-11,14
2020-07-12,12
2020-07-13,19
2020-07-14,19
2020-07-15,19
2020-07-16,19
2020-07-17,20
2020-07-18,14
2020-07-19,14
2020-07-20,19
2020-07-21,19
2020-07-22,20
2020-07-23,20
2020-07-24,19
2020-07-25,12
2020-07-26,12
2020-07-27,20
2020-07-28,19
2020-07-29,19
2020-07-30,19
2020-07-31,18
2020-08-01,10
2020-08-02,10
2020-08-03,18
2020-08-04,18
2020-08-05,18
2020-08-06,18
2020-08-07,17
2020-08-08,10
2020-08-09,11
2020-08-10,26
2020-08-11,16
2020-08-12,17
2020-08-13,16
2020-08-14,15
2020-08-15,11
2020-08-16,11
2020-08-17,17
2020-08-18,15
2020-08-19,15
2020-08-20,14
2020-08-21,15
2020-08-22,9
2020-08-23,9
2020-08-24,15
2020-08-25,14
2020-08-26,13
2020-08-27,13
2020-08-28,13
2020-08-29,7
2020-08-30,7
2020-08-31,13
2020-09-01,13
2020-09-02,13
2020-09-03,11
2020-09-04,10
2020-09-05,6
2020-09-06,7
2020-09-07,12
2020-09-08,13
2020-09-09,13
2020-09-10,13
2020-09-11,12
2020-09-12,6
2020-09-13,8
2020-09-14,14
2020-09-15,13
2020-09-16,14
2020-09-17,13
2020-09-18,13
2020-09-19,8
2020-09-20,9
2020-09-21,14
2020-09-22,14
2020-09-23,11
2020-09-24,22
2020-09-25,15
2020-09-26,8
2020-09-27,6
2020-09-28,14
2020-09-29,14
2020-09-30,12
2020-10-01,12
2020-10-02,11
2020-10-03,6
2020-10-04,6
2020-10-05,12
2020-10-06,11
2020-10-07,12
2020-10-08,12
2020-10-09,11
2020-10-10,8
2020-10-11,10
2020-10-12,14
2020-10-13,14
2020-10-14,13
2020-10-15,13
2020-10-16,11
2020-10-17,8
