dates,incrementalcount_medicalconditionincident_covid_19_patientdeceased
2020-01-03,0
2020-01-04,0
2020-01-05,0
2020-01-06,0
2020-01-07,0
2020-01-08,0
2020-01-09,0
2020-01-10,0
2020-01-11,0
2020-01-12,0
2020-01-13,0
2020-01-14,0
2020-01-15,0
2020-01-16,0
2020-01-17,0
2020-01-18,0
2020-01-19,0
2020-01-20,0
2020-01-21,0
2020-01-22,0
2020-01-23,0
2020-01-24,0
2020-01-25,0
2020-01-26,0
2020-01-27,0
2020-01-28,0
2020-01-29,0
2020-01-30,0
2020-01-31,0
2020-02-01,0
2020-02-02,0
2020-02-03,0
2020-02-04,0
2020-02-05,0
2020-02-06,0
2020-02-07,0
2020-02-08,0
2020-02-09,0
2020-02-10,0
2020-02-11,0
2020-02-12,0
2020-02-13,0
2020-02-14,0
2020-02-15,0
2020-02-16,0
2020-02-17,0
2020-02-18,0
2020-02-19,0
2020-02-20,0
2020-02-21,0
2020-02-22,0
2020-02-23,0
2020-02-24,0
2020-02-25,0
2020-02-26,0
2020-02-27,0
2020-02-28,0
2020-02-29,0
2020-03-01,0
2020-03-02,0
2020-03-03,0
2020-03-04,0
2020-03-05,0
2020-03-06,0
2020-03-07,0
2020-03-08,0
2020-03-09,0
2020-03-10,0
2020-03-11,0
2020-03-12,0
2020-03-13,0
2020-03-14,0
2020-03-15,0
2020-03-16,0
2020-03-17,0
2020-03-18,0
2020-03-19,0
2020-03-20,0
2020-03-21,0
2020-03-22,0
2020-03-23,0
2020-03-24,0
2020-03-25,0
2020-03-26,0
2020-03-27,0
2020-03-28,1
2020-03-29,0
2020-03-30,1
2020-03-31,0
2020-04-01,3
2020-04-02,0
2020-04-03,0
2020-04-04,2
2020-04-05,2
2020-04-06,2
2020-04-07,1
2020-04-08,1
2020-04-09,5
2020-04-10,1
2020-04-11,8
2020-04-12,1
2020-04-13,1
2020-04-14,5
2020-04-15,0
2020-04-16,0
2020-04-17,14
2020-04-18,2
2020-04-19,2
2020-04-20,2
2020-04-21,4
2020-04-22,0
2020-04-23,7
2020-04-24,10
2020-04-25,4
2020-04-26,7
2020-04-27,1
2020-04-28,3
2020-04-29,3
2020-04-30,10
2020-05-01,0
2020-05-02,13
2020-05-03,7
2020-05-04,8
2020-05-05,7
2020-05-06,10
2020-05-07,5
2020-05-08,8
2020-05-09,17
2020-05-10,8
2020-05-11,8
2020-05-12,12
2020-05-13,0
2020-05-14,13
2020-05-15,19
2020-05-16,9
2020-05-17,14
2020-05-18,3
2020-05-19,22
2020-05-20,26
2020-05-21,27
2020-05-22,30
2020-05-23,28
2020-05-24,10
2020-05-25,22
2020-05-26,52
2020-05-27,43
2020-05-28,28
2020-05-29,25
2020-05-30,34
2020-05-31,32
2020-06-01,40
2020-06-02,137
2020-06-03,153
2020-06-04,112
2020-06-05,203
2020-06-06,173
2020-06-07,194
2020-06-08,102
2020-06-09,115
2020-06-10,145
2020-06-11,58
2020-06-12,151
2020-06-13,152
2020-06-14,69
2020-06-15,57
2020-06-16,129
2020-06-17,156
2020-06-18,91
2020-06-19,193
2020-06-20,221
2020-06-21,160
2020-06-22,224
2020-06-23,109
2020-06-24,134
2020-06-25,242
2020-06-26,149
2020-06-27,141
2020-06-28,185
2020-06-29,149
2020-06-30,164
2020-07-01,192
2020-07-02,92
2020-07-03,95
2020-07-04,108
2020-07-05,74
2020-07-06,173
2020-07-07,111
2020-07-08,192
2020-07-09,89
2020-07-10,129
2020-07-11,140
2020-07-12,111
2020-07-13,108
2020-07-14,93
2020-07-15,174
2020-07-16,107
2020-07-17,216
2020-07-18,135
2020-07-19,144
2020-07-20,85
2020-07-21,140
2020-07-22,195
2020-07-23,572
2020-07-24,153
2020-07-25,250
2020-07-26,312
2020-07-27,114
2020-07-28,298
2020-07-29,190
2020-07-30,240
2020-07-31,315
2020-08-01,193
2020-08-02,148
2020-08-03,213
2020-08-04,173
2020-08-05,345
2020-08-06,414
2020-08-07,306
2020-08-08,305
2020-08-09,301
2020-08-10,198
2020-08-11,213
2020-08-12,130
2020-08-13,259
2020-08-14,260
2020-08-15,286
2020-08-16,121
2020-08-17,162
2020-08-18,143
2020-08-19,282
2020-08-20,159
2020-08-21,195
2020-08-22,225
2020-08-23,144
2020-08-24,72
2020-08-25,100
2020-08-26,149
2020-08-27,194
2020-08-28,126
2020-08-29,115
2020-08-30,238
2020-08-31,47
2020-09-01,121
2020-09-02,114
2020-09-03,126
2020-09-04,174
2020-09-05,115
2020-09-06,101
2020-09-07,110
2020-09-08,115
2020-09-09,82
2020-09-10,82
2020-09-11,97
2020-09-12,113
2020-09-13,49
2020-09-14,20
2020-09-15,52
2020-09-16,142
2020-09-17,64
2020-09-18,67
2020-09-19,85
2020-09-20,83
2020-09-21,13
2020-09-22,39
2020-09-23,126
2020-09-24,88
2020-09-25,77
2020-09-26,29
2020-09-27,64
2020-09-28,22
2020-09-29,188
2020-09-30,81
2020-10-01,67
2020-10-02,132
2020-10-03,43
2020-10-04,29
2020-10-05,38
2020-10-06,40
2020-10-07,87
2020-10-08,145
2020-10-09,160
2020-10-10,139
2020-10-11,11
2020-10-12,4
2020-10-13,8
2020-10-14,18
2020-10-15,10
2020-10-16,8
2020-10-17,24
2020-10-18,5
2020-10-19,0
2020-10-20,11
2020-10-21,164
2020-10-22,8
2020-10-23,20
2020-10-24,7
2020-10-25,10
2020-10-26,5
2020-10-27,10
2020-10-28,19
2020-10-29,16
2020-10-30,15
2020-10-31,10
2020-11-01,10
2020-11-02,8
2020-11-03,4
2020-11-04,10
2020-11-05,9
2020-11-06,23
2020-11-07,7
2020-11-08,11
2020-11-09,1
2020-11-10,13
2020-11-11,15
2020-11-12,60
2020-11-13,17
2020-11-14,15
2020-11-15,19
2020-11-16,35
2020-11-17,14
2020-11-18,7
2020-11-19,17
2020-11-20,24
2020-11-21,88
2020-11-22,22
2020-11-23,58
2020-11-24,65
2020-11-25,115
2020-11-26,118
2020-11-27,88
2020-11-28,89
2020-11-29,61
2020-11-30,38
2020-12-01,58
2020-12-02,109
2020-12-03,65
2020-12-04,94
2020-12-05,160
2020-12-06,104
2020-12-07,139
2020-12-08,43
2020-12-09,183
2020-12-10,142
2020-12-11,173
2020-12-12,205
2020-12-13,154
2020-12-14,170
2020-12-15,175
2020-12-16,210
2020-12-17,166
2020-12-18,184
2020-12-19,274
2020-12-20,254
2020-12-21,152
2020-12-22,216
2020-12-23,339
2020-12-24,411
2020-12-25,326
2020-12-26,293
2020-12-27,245
2020-12-28,214
2020-12-29,336
2020-12-30,497
2020-12-31,465
2021-01-01,436
2021-01-02,418
2021-01-03,288
2021-01-04,402
2021-01-05,434
2021-01-06,513
2021-01-07,844
2021-01-08,441
2021-01-09,616
2021-01-10,399
2021-01-11,339
2021-01-12,416
2021-01-13,755
2021-01-14,806
2021-01-15,712
2021-01-16,615
2021-01-17,384
2021-01-18,254
2021-01-19,344
2021-01-20,839
2021-01-21,566
2021-01-22,647
2021-01-23,575
2021-01-24,498
2021-01-25,300
2021-01-26,243
2021-01-27,680
2021-01-28,753
2021-01-29,555
2021-01-30,528
2021-01-31,318
2021-02-01,213
2021-02-02,235
2021-02-03,547
2021-02-04,398
2021-02-05,261
2021-02-06,297
2021-02-07,278
2021-02-08,110
2021-02-09,183
2021-02-10,396
2021-02-11,276
2021-02-12,237
2021-02-13,288
2021-02-14,151
2021-02-15,78
2021-02-16,195
2021-02-17,219
2021-02-18,165
2021-02-19,230
2021-02-20,151
2021-02-21,81
2021-02-22,113
2021-02-23,97
2021-02-24,263
2021-02-25,110
2021-02-26,144
2021-02-27,117
2021-02-28,157
2021-03-01,52
2021-03-02,84
2021-03-03,194
2021-03-04,95
2021-03-05,96
2021-03-06,104
2021-03-07,81
2021-03-08,31
2021-03-09,125
2021-03-10,103
2021-03-11,109
2021-03-12,95
2021-03-13,69
2021-03-14,82
2021-03-15,65
2021-03-16,95
2021-03-17,139
2021-03-18,74
2021-03-19,90
2021-03-20,311
2021-03-21,47
2021-03-22,29
2021-03-23,85
2021-03-24,55
2021-03-25,121
2021-03-26,163
2021-03-27,67
2021-03-28,46
2021-03-29,15
2021-03-30,47
2021-03-31,78
2021-04-01,58
2021-04-02,51
2021-04-03,49
2021-04-04,8
2021-04-05,33
2021-04-06,8
2021-04-07,37
2021-04-08,79
2021-04-09,62
2021-04-10,53
2021-04-11,30
2021-04-12,66
2021-04-13,34
2021-04-14,67
2021-04-15,75
2021-04-16,73
2021-04-17,92
2021-04-18,48
2021-04-19,25
2021-04-20,21
2021-04-21,130
2021-04-22,53
2021-04-23,55
2021-04-24,71
2021-04-25,59
2021-04-26,23
2021-04-27,38
2021-04-28,51
2021-04-29,48
2021-04-30,46
2021-05-01,19
2021-05-02,56
2021-05-03,11
2021-05-04,35
2021-05-05,59
2021-05-06,46
2021-05-07,63
2021-05-08,67
2021-05-09,37
2021-05-10,11
2021-05-11,90
2021-05-12,71
2021-05-13,72
2021-05-14,44
2021-05-15,112
2021-05-16,59
2021-05-17,27
2021-05-18,50
2021-05-19,80
2021-05-20,167
2021-05-21,61
2021-05-22,151
2021-05-23,53
2021-05-24,30
2021-05-25,72
2021-05-26,102
2021-05-27,101
2021-05-28,93
2021-05-29,123
2021-05-30,70
2021-05-31,76
2021-06-01,67
2021-06-02,95
2021-06-03,110
2021-06-04,54
2021-06-05,67
2021-06-06,97
2021-06-07,45
2021-06-08,89
2021-06-09,120
2021-06-10,127
2021-06-11,100
2021-06-12,181
2021-06-13,62
2021-06-14,78
2021-06-15,153
2021-06-16,157
2021-06-17,77
2021-06-18,205
2021-06-19,118
2021-06-20,149
2021-06-21,112
2021-06-22,93
2021-06-23,297
2021-06-24,166
2021-06-25,148
2021-06-26,215
2021-06-27,157
2021-06-28,122
2021-06-29,138
2021-06-30,226
2021-07-01,383
2021-07-02,382
2021-07-03,303
2021-07-04,175
2021-07-05,333
2021-07-06,331
2021-07-07,457
2021-07-08,411
2021-07-09,460
2021-07-10,374
2021-07-11,265
2021-07-12,151
2021-07-13,220
2021-07-14,633
2021-07-15,453
2021-07-16,377
2021-07-17,413
2021-07-18,291
2021-07-19,183
2021-07-20,221
2021-07-21,596
2021-07-22,516
2021-07-23,433
2021-07-24,450
2021-07-25,413
2021-07-26,287
2021-07-27,243
2021-07-28,370
2021-07-29,520
2021-07-30,523
2021-07-31,248
2021-08-01,334
2021-08-02,178
2021-08-03,246
2021-08-04,555
2021-08-05,423
2021-08-06,458
2021-08-07,479
2021-08-08,271
2021-08-09,190
2021-08-10,199
2021-08-11,189
2021-08-12,573
2021-08-13,473
2021-08-14,384
2021-08-15,238
2021-08-16,272
