dates,incrementalcount_medicaltest_conditioncovid_19
2020-02-14,4
2020-02-20,11
2020-03-03,4
2020-03-07,41
2020-03-12,203
2020-03-13,76
2020-03-14,93
2020-03-15,459
2020-03-16,929
2020-03-17,506
2020-03-18,159
2020-03-19,1762
2020-03-20,1606
2020-03-21,987
2020-03-22,1890
2020-03-23,3500
2020-03-24,2714
2020-03-27,8066
2020-03-28,3426
2020-03-29,3630
2020-03-30,2816
2020-03-31,2663
2020-04-01,3220
2020-04-02,3673
2020-04-03,2396
2020-04-04,3576
2020-04-05,2936
2020-04-06,1225
2020-04-09,5098
2020-04-10,4154
2020-04-11,2025
2020-04-12,5032
2020-04-13,3578
2020-04-14,3359
2020-04-15,3493
2020-04-16,4545
2020-04-17,5767
2020-04-18,7194
2020-04-19,6690
2020-04-20,6799
2020-04-21,5427
2020-04-22,6837
2020-04-23,9796
2020-04-24,8820
2020-04-25,8614
2020-04-26,7639
2020-04-27,9827
2020-04-28,7027
2020-04-29,11630
2020-04-30,10403
2020-05-01,9992
2020-05-02,13164
2020-05-03,15061
2020-05-04,11794
2020-05-05,10523
2020-05-06,11315
2020-05-07,12774
2020-05-08,15599
2020-05-09,16327
2020-05-10,17257
2020-05-11,14731
2020-05-12,13630
2020-05-13,16655
2020-05-14,16666
2020-05-15,18537
2020-05-16,18004
2020-05-17,21314
2020-05-18,14198
2020-05-19,13538
2020-05-20,17252
2020-05-21,19572
2020-05-22,17599
2020-05-23,21338
2020-05-24,19485
2020-05-25,12922
2020-05-26,9214
2020-05-27,29005
2020-05-28,20727
2020-05-29,24452
2020-05-30,21708
2020-05-31,23242
2020-06-01,17617
2020-06-02,18792
2020-06-03,24445
2020-06-04,34696
2020-06-05,30196
2020-06-06,40797
2020-06-07,28396
2020-06-08,22995
2020-06-09,25011
2020-06-10,30330
2020-06-11,29999
2020-06-12,32026
2020-06-13,27462
2020-06-14,34071
2020-06-15,26975
2020-06-16,23580
2020-06-17,34847
2020-06-18,20738
2020-06-19,32336
2020-06-20,33174
2020-06-21,34452
2020-06-22,25116
2020-06-23,29596
2020-06-24,34122
2020-06-25,43118
2020-06-26,33092
2020-06-27,35905
2020-06-28,38075
2020-06-29,29911
2020-06-30,33013
2020-07-01,36931
2020-07-02,39188
2020-07-03,39026
2020-07-04,46925
2020-07-05,38083
2020-07-06,33950
2020-07-07,43421
2020-07-08,36867
2020-07-09,56170
2020-07-10,56663
2020-07-11,51338
2020-07-12,45821
2020-07-13,40233
2020-07-14,38114
2020-07-15,45389
2020-07-16,46796
2020-07-17,48130
2020-07-18,49688
2020-07-19,49006
2020-07-20,33899
2020-07-21,31275
2020-07-22,48553
2020-07-23,46632
2020-07-24,52382
2020-07-25,46324
2020-07-26,42966
2020-07-27,28433
2020-07-28,28424
2020-07-29,42528
2020-07-30,44886
2020-07-31,41486
2020-08-01,42450
2020-08-02,34794
2020-08-03,21916
2020-08-04,19507
2020-08-05,34989
2020-08-06,36616
2020-08-07,33851
2020-08-08,36607
2020-08-09,30318
2020-08-10,16911
2020-08-11,11483
2020-08-12,16457
2020-08-13,20063
2020-08-14,35614
2020-08-15,26918
2020-08-16,22609
2020-08-17,15032
2020-08-18,14677
2020-08-19,25324
2020-08-20,24612
2020-08-21,24224
2020-08-22,30560
2020-08-23,18358
2020-08-24,10640
2020-08-25,14771
2020-08-26,20137
2020-08-27,19009
2020-08-28,14329
2020-08-29,20659
2020-08-30,21902
2020-08-31,18849
2020-09-01,11687
2020-09-02,21313
2020-09-03,20380
2020-09-04,18599
2020-09-05,18123
2020-09-06,16367
2020-09-07,8759
2020-09-08,12213
2020-09-09,21736
2020-09-10,20555
2020-09-11,20713
2020-09-12,18620
2020-09-13,15692
2020-09-14,10136
2020-09-15,11603
2020-09-16,20962
2020-09-17,22354
2020-09-18,20057
2020-09-19,21069
2020-09-20,16884
2020-09-21,6180
2020-09-22,16394
2020-09-23,19640
2020-09-24,18405
2020-09-25,14917
2020-09-26,11359
2020-09-27,15028
2020-09-28,9014
2020-09-29,12011
2020-09-30,23426
2020-10-01,21132
2020-10-02,20660
2020-10-03,21804
2020-10-04,18113
2020-10-05,10714
2020-10-06,14591
2020-10-07,23583
2020-10-08,21172
2020-10-09,20419
2020-10-10,28066
2020-10-11,19270
2020-10-12,10977
2020-10-13,15534
2020-10-14,24793
2020-10-15,22609
2020-10-16,24179
2020-10-17,22608
2020-10-18,21337
2020-10-19,16502
2020-10-20,15366
2020-10-21,26537
2020-10-22,25788
2020-10-23,23445
2020-10-24,20826
2020-10-25,19997
2020-10-26,11464
2020-10-27,17472
2020-10-28,25721
2020-10-29,25013
2020-10-30,23214
2020-10-31,22150
2020-11-01,19543
2020-11-02,10402
2020-11-03,15692
2020-11-04,25073
2020-11-05,23942
2020-11-06,23094
2020-11-07,22455
2020-11-08,17266
2020-11-09,12641
2020-11-10,17269
2020-11-11,27432
2020-11-12,25675
2020-11-13,23430
2020-11-14,23497
2020-11-15,19808
2020-11-16,12755
2020-11-17,17930
2020-11-18,28703
2020-11-19,24456
2020-11-20,29019
2020-11-21,26007
2020-11-22,21904
2020-11-23,14377
2020-11-24,20288
2020-11-25,29437
2020-11-26,28010
2020-12-04,33415
2020-12-05,31844
2020-12-06,26735
2020-12-07,19252
2020-12-08,28127
2020-12-09,50221
2020-12-10,45207
2020-12-11,44074
2020-12-12,40211
2020-12-13,39423
2020-12-14,25049
2020-12-15,36347
2020-12-16,48118
2020-12-17,42543
2020-12-18,40751
2020-12-19,48387
2020-12-20,40466
2020-12-21,35844
2020-12-22,39045
2020-12-23,54048
2020-12-24,56008
2020-12-25,52223
2020-12-26,37817
2020-12-27,29494
2020-12-28,23707
2020-12-29,31457
2020-12-30,53279
2020-12-31,55447
2021-01-01,50110
2021-01-02,46913
2021-01-03,36622
2021-01-04,37419
2021-01-05,47875
2021-01-06,70060
2021-01-07,69271
2021-01-08,76202
2021-01-09,77167
2021-01-10,63046
2021-01-11,52496
2021-01-12,50671
2021-01-13,71681
2021-01-14,74830
2021-01-15,65209
2021-01-16,59994
2021-01-17,54696
2021-01-18,39901
2021-01-19,46648
2021-01-20,62054
2021-01-21,58540
2021-01-22,62251
2021-01-23,64143
2021-01-24,46119
2021-01-25,26113
2021-01-26,39529
2021-01-27,49065
2021-01-28,48406
2021-01-29,47345
2021-01-30,41540
2021-01-31,34076
2021-02-01,21549
2021-02-02,28942
2021-02-03,39596
2021-02-04,31032
2021-02-05,36250
2021-02-06,33187
2021-02-07,26055
2021-02-08,15599
2021-02-09,26859
2021-02-10,35195
2021-02-11,32265
2021-02-12,35718
2021-02-13,31149
2021-02-14,24470
2021-02-15,15778
2021-02-16,24486
2021-02-17,35413
2021-02-18,34556
2021-02-19,31638
2021-02-20,28722
2021-02-21,24856
2021-02-22,15342
2021-02-23,25093
2021-02-24,34510
2021-02-25,31862
2021-02-26,28752
2021-02-27,26569
2021-02-28,22836
2021-03-01,12794
2021-03-02,23753
2021-03-03,33498
2021-03-04,30799
2021-03-05,29024
2021-03-06,29156
2021-03-07,18989
