dates,incrementalcount_medicalconditionincident_covid_19_patientdeceased
2020-01-03,0
2020-01-04,0
2020-01-05,0
2020-01-06,0
2020-01-07,0
2020-01-08,0
2020-01-09,0
2020-01-10,0
2020-01-11,0
2020-01-12,0
2020-01-13,0
2020-01-14,0
2020-01-15,0
2020-01-16,0
2020-01-17,0
2020-01-18,0
2020-01-19,0
2020-01-20,0
2020-01-21,0
2020-01-22,0
2020-01-23,0
2020-01-24,0
2020-01-25,0
2020-01-26,0
2020-01-27,0
2020-01-28,0
2020-01-29,0
2020-01-30,0
2020-01-31,0
2020-02-01,0
2020-02-02,0
2020-02-03,0
2020-02-04,0
2020-02-05,0
2020-02-06,0
2020-02-07,0
2020-02-08,0
2020-02-09,0
2020-02-10,0
2020-02-11,0
2020-02-12,0
2020-02-13,0
2020-02-14,0
2020-02-15,0
2020-02-16,0
2020-02-17,0
2020-02-18,0
2020-02-19,0
2020-02-20,0
2020-02-21,0
2020-02-22,0
2020-02-23,0
2020-02-24,0
2020-02-25,0
2020-02-26,0
2020-02-27,0
2020-02-28,0
2020-02-29,0
2020-03-01,0
2020-03-02,0
2020-03-03,0
2020-03-04,0
2020-03-05,1
2020-03-06,0
2020-03-07,0
2020-03-08,0
2020-03-09,0
2020-03-10,2
2020-03-11,0
2020-03-12,1
2020-03-13,4
2020-03-14,1
2020-03-15,0
2020-03-16,3
2020-03-17,2
2020-03-18,0
2020-03-19,1
2020-03-20,2
2020-03-21,0
2020-03-22,3
2020-03-23,5
2020-03-24,5
2020-03-25,11
2020-03-26,10
2020-03-27,6
2020-03-28,9
2020-03-29,4
2020-03-30,11
2020-03-31,10
2020-04-01,10
2020-04-02,9
2020-04-03,7
2020-04-04,6
2020-04-05,8
2020-04-06,20
2020-04-07,5
2020-04-08,12
2020-04-09,6
2020-04-10,5
2020-04-11,18
2020-04-12,8
2020-04-13,12
2020-04-14,11
2020-04-15,8
2020-04-16,6
2020-04-17,12
2020-04-18,16
2020-04-19,9
2020-04-20,15
2020-04-21,29
2020-04-22,17
2020-04-23,29
2020-04-24,24
2020-04-25,8
2020-04-26,10
2020-04-27,22
2020-04-28,21
2020-04-29,17
2020-04-30,17
2020-05-01,17
2020-05-02,12
2020-05-03,9
2020-05-04,21
2020-05-05,21
2020-05-06,15
2020-05-07,24
2020-05-08,15
2020-05-09,12
2020-05-10,12
2020-05-11,16
2020-05-12,25
2020-05-13,19
2020-05-14,23
2020-05-15,18
2020-05-16,17
2020-05-17,26
2020-05-18,40
2020-05-19,33
2020-05-20,26
2020-05-21,42
2020-05-22,34
2020-05-23,22
2020-05-24,22
2020-05-25,24
2020-05-26,34
2020-05-27,43
2020-05-28,51
2020-05-29,69
2020-05-30,41
2020-05-31,35
2020-06-01,43
2020-06-02,48
2020-06-03,55
2020-06-04,48
2020-06-05,64
2020-06-06,52
2020-06-07,48
2020-06-08,69
2020-06-09,62
2020-06-10,72
2020-06-11,69
2020-06-12,62
2020-06-13,72
2020-06-14,52
2020-06-15,60
2020-06-16,71
2020-06-17,79
2020-06-18,85
2020-06-19,110
2020-06-20,117
2020-06-21,80
2020-06-22,111
2020-06-23,128
2020-06-24,120
2020-06-25,124
2020-06-26,127
2020-06-27,98
2020-06-28,68
2020-06-29,117
2020-06-30,153
2020-07-01,123
2020-07-02,136
2020-07-03,138
2020-07-04,127
2020-07-05,109
2020-07-06,181
2020-07-07,175
2020-07-08,197
2020-07-09,144
2020-07-10,148
2020-07-11,173
2020-07-12,135
2020-07-13,228
2020-07-14,215
2020-07-15,194
2020-07-16,237
2020-07-17,209
2020-07-18,125
2020-07-19,166
2020-07-20,233
2020-07-21,266
2020-07-22,246
2020-07-23,267
2020-07-24,202
2020-07-25,145
2020-07-26,185
2020-07-27,231
2020-07-28,217
2020-07-29,214
2020-07-30,214
2020-07-31,231
2020-08-01,156
2020-08-02,193
2020-08-03,290
2020-08-04,301
2020-08-05,309
2020-08-06,306
2020-08-07,225
2020-08-08,148
2020-08-09,183
2020-08-10,236
2020-08-11,274
2020-08-12,251
2020-08-13,266
2020-08-14,260
2020-08-15,184
2020-08-16,191
2020-08-17,209
2020-08-18,320
2020-08-19,318
2020-08-20,327
2020-08-21,272
2020-08-22,249
2020-08-23,182
2020-08-24,374
2020-08-25,340
2020-08-26,374
2020-08-27,365
2020-08-28,349
2020-08-29,230
2020-08-30,228
2020-08-31,402
2020-09-01,394
2020-09-02,365
2020-09-03,350
2020-09-04,349
2020-09-05,258
2020-09-06,206
2020-09-07,419
2020-09-08,398
2020-09-09,372
2020-09-10,410
2020-09-11,351
2020-09-12,296
2020-09-13,200
2020-09-14,394
2020-09-15,350
2020-09-16,352
2020-09-17,365
2020-09-18,399
2020-09-19,265
2020-09-20,215
2020-09-21,361
2020-09-22,415
2020-09-23,389
2020-09-24,387
2020-09-25,394
2020-09-26,290
2020-09-27,220
2020-09-28,440
2020-09-29,417
2020-09-30,394
2020-10-01,383
2020-10-02,403
2020-10-03,256
2020-10-04,230
2020-10-05,431
2020-10-06,411
2020-10-07,375
2020-10-08,471
2020-10-09,349
2020-10-10,308
2020-10-11,257
2020-10-12,240
2020-10-13,487
2020-10-14,458
2020-10-15,413
2020-10-16,358
2020-10-17,319
2020-10-18,174
2020-10-19,430
2020-10-20,431
2020-10-21,368
2020-10-22,321
2020-10-23,336
2020-10-24,229
2020-10-25,233
2020-10-26,402
2020-10-27,304
2020-10-28,290
2020-10-29,257
2020-10-30,282
2020-10-31,188
2020-11-01,131
2020-11-02,283
2020-11-03,285
2020-11-04,219
2020-11-05,306
2020-11-06,283
2020-11-07,180
2020-11-08,127
2020-11-09,247
2020-11-10,278
2020-11-11,253
2020-11-12,194
2020-11-13,226
2020-11-14,141
2020-11-15,113
2020-11-16,229
2020-11-17,206
2020-11-18,207
2020-11-19,184
2020-11-20,163
2020-11-21,107
2020-11-22,74
2020-11-23,117
2020-11-24,202
2020-11-25,137
2020-11-26,162
2020-11-27,151
2020-11-28,106
2020-11-29,68
2020-11-30,151
2020-12-01,147
2020-12-02,125
2020-12-03,164
2020-12-04,120
2020-12-05,83
2020-12-06,72
2020-12-07,92
2020-12-08,74
2020-12-09,175
2020-12-10,151
2020-12-11,155
2020-12-12,76
2020-12-13,72
2020-12-14,183
2020-12-15,144
2020-12-16,129
2020-12-17,150
2020-12-18,140
2020-12-19,102
2020-12-20,62
2020-12-21,191
2020-12-22,160
2020-12-23,142
2020-12-24,80
2020-12-25,51
2020-12-26,145
2020-12-27,90
2020-12-28,248
2020-12-29,191
2020-12-30,212
2020-12-31,113
2021-01-01,66
2021-01-02,148
2021-01-03,125
2021-01-04,261
2021-01-05,248
2021-01-06,233
2021-01-07,245
2021-01-08,203
2021-01-09,113
2021-01-10,112
2021-01-11,251
2021-01-12,227
2021-01-13,211
2021-01-14,228
2021-01-15,175
2021-01-16,124
2021-01-17,84
2021-01-18,229
2021-01-19,227
2021-01-20,167
2021-01-21,221
2021-01-22,202
2021-01-23,128
2021-01-24,86
2021-01-25,241
2021-01-26,188
2021-01-27,181
2021-01-28,179
2021-01-29,168
2021-01-30,103
2021-01-31,71
2021-02-01,180
2021-02-02,167
2021-02-03,131
2021-02-04,172
2021-02-05,147
2021-02-06,84
2021-02-07,67
2021-02-08,181
2021-02-09,135
2021-02-10,145
2021-02-11,139
2021-02-12,149
2021-02-13,123
2021-02-14,63
2021-02-15,87
2021-02-16,96
2021-02-17,175
2021-02-18,141
2021-02-19,147
2021-02-20,80
2021-02-21,71
2021-02-22,165
2021-02-23,137
2021-02-24,135
2021-02-25,130
2021-02-26,130
2021-02-27,81
2021-02-28,53
2021-03-01,206
2021-03-02,162
2021-03-03,142
2021-03-04,125
2021-03-05,120
2021-03-06,85
2021-03-07,44
2021-03-08,166
2021-03-09,173
2021-03-10,157
2021-03-11,162
2021-03-12,149
2021-03-13,93
2021-03-14,77
2021-03-15,197
2021-03-16,152
2021-03-17,169
2021-03-18,162
2021-03-19,151
2021-03-20,90
2021-03-21,73
2021-03-22,187
2021-03-23,220
2021-03-24,137
2021-03-25,232
2021-03-26,207
2021-03-27,173
2021-03-28,103
2021-03-29,286
2021-03-30,281
2021-03-31,260
2021-04-01,234
2021-04-02,153
2021-04-03,261
2021-04-04,179
2021-04-05,430
2021-04-06,433
2021-04-07,408
2021-04-08,397
2021-04-09,378
2021-04-10,320
2021-04-11,253
2021-04-12,526
2021-04-13,589
2021-04-14,519
2021-04-15,507
2021-04-16,497
2021-04-17,369
2021-04-18,286
2021-04-19,609
2021-04-20,617
2021-04-21,542
2021-04-22,584
2021-04-23,501
2021-04-24,359
2021-04-25,258
2021-04-26,584
2021-04-27,591
2021-04-28,479
2021-04-29,507
2021-04-30,462
2021-05-01,259
2021-05-02,233
2021-05-03,606
2021-05-04,510
2021-05-05,549
2021-05-06,500
2021-05-07,477
2021-05-08,294
2021-05-09,253
2021-05-10,669
2021-05-11,597
2021-05-12,520
2021-05-13,605
2021-05-14,570
2021-05-15,334
2021-05-16,346
2021-05-17,878
2021-05-18,738
2021-05-19,756
2021-05-20,697
2021-05-21,640
2021-05-22,475
2021-05-23,332
2021-05-24,603
2021-05-25,498
2021-05-26,926
2021-05-27,774
2021-05-28,743
2021-05-29,437
2021-05-30,358
2021-05-31,820
2021-06-01,663
2021-06-02,674
2021-06-03,600
2021-06-04,570
2021-06-05,363
2021-06-06,288
2021-06-07,619
2021-06-08,610
2021-06-09,546
2021-06-10,487
2021-06-11,488
2021-06-12,305
2021-06-13,262
2021-06-14,550
2021-06-15,519
2021-06-16,468
2021-06-17,363
2021-06-18,379
2021-06-19,250
2021-06-20,165
2021-06-21,303
2021-06-22,535
2021-06-23,488
2021-06-24,448
2021-06-25,347
2021-06-26,223
2021-06-27,188
2021-06-28,411
2021-06-29,362
2021-06-30,347
2021-07-01,340
2021-07-02,364
2021-07-03,196
2021-07-04,149
2021-07-05,426
2021-07-06,352
2021-07-07,317
2021-07-08,307
2021-07-09,167
2021-07-10,193
2021-07-11,127
2021-07-12,407
2021-07-13,322
2021-07-14,306
2021-07-15,263
2021-07-16,224
2021-07-17,152
2021-07-18,108
2021-07-19,281
2021-07-20,231
2021-07-21,213
2021-07-22,251
2021-07-23,181
2021-07-24,128
2021-07-25,82
2021-07-26,248
2021-07-27,231
2021-07-28,185
2021-07-29,160
2021-07-30,179
2021-07-31,122
2021-08-01,80
2021-08-02,229
2021-08-03,223
2021-08-04,191
2021-08-05,176
2021-08-06,146
2021-08-07,113
2021-08-08,79
2021-08-09,181
2021-08-10,176
2021-08-11,148
2021-08-12,147
2021-08-13,137
2021-08-14,55
2021-08-15,49
2021-08-16,67
