dates,covid19mobilitytrend_grocerystoreandpharmacy
2020-02-15,0
2020-02-16,0
2020-02-17,-6
2020-02-18,-3
2020-02-19,-1
2020-02-20,-3
2020-02-21,-4
2020-02-22,-6
2020-02-23,-18
2020-02-24,6
2020-02-25,-13
2020-02-26,-7
2020-02-27,-10
2020-02-28,-17
2020-02-29,-10
2020-03-01,-8
2020-03-02,-1
2020-03-03,-7
2020-03-04,-10
2020-03-05,-11
2020-03-06,-8
2020-03-07,-7
2020-03-08,-14
2020-03-09,1
2020-03-10,-11
2020-03-11,-3
2020-03-12,-5
2020-03-13,-5
2020-03-14,1
2020-03-15,1
2020-03-16,1
2020-03-17,-5
2020-03-18,-1
2020-03-19,-13
2020-03-20,-2
2020-03-21,4
2020-03-22,-8
2020-03-23,6
2020-03-24,0
2020-03-25,1
2020-03-26,-8
2020-03-27,-4
2020-03-28,2
2020-03-29,11
2020-03-30,4
2020-03-31,2
2020-04-01,0
2020-04-02,-2
2020-04-03,1
2020-04-04,5
2020-04-05,14
2020-04-06,6
2020-04-07,2
2020-04-08,0
2020-04-09,-2
2020-04-10,2
2020-04-11,10
2020-04-12,-10
2020-04-13,10
2020-04-14,9
2020-04-15,23
2020-04-16,-2
2020-04-17,-7
2020-04-18,8
2020-04-19,1
2020-04-20,5
2020-04-21,-1
2020-04-22,-3
2020-04-23,-2
2020-04-24,2
2020-04-25,9
2020-04-26,1
2020-04-27,11
2020-04-28,8
2020-04-29,17
2020-04-30,29
2020-05-01,22
2020-05-02,10
2020-05-03,19
2020-05-04,30
2020-05-05,23
2020-05-06,9
2020-05-07,7
2020-05-08,8
2020-05-09,-2
2020-05-10,1
2020-05-11,14
2020-05-12,7
2020-05-13,8
2020-05-14,7
2020-05-15,-3
2020-05-16,12
2020-05-17,25
2020-05-18,4
2020-05-19,7
2020-05-20,12
2020-05-21,7
2020-05-22,8
2020-05-23,14
2020-05-24,4
2020-05-25,18
2020-05-26,8
2020-05-27,11
2020-05-28,7
2020-05-29,9
2020-05-30,11
2020-05-31,21
2020-06-01,16
2020-06-02,7
2020-06-03,11
2020-06-04,6
2020-06-05,10
2020-06-06,13
2020-06-07,24
2020-06-08,15
