dates,count_medicalconditionincident_covid_19_patientinicu
2020-03-28,79
2020-03-29,78
2020-03-30,74
2020-03-31,74
2020-04-01,76
2020-04-02,78
2020-04-03,80
2020-04-04,80
2020-04-05,81
2020-04-06,80
2020-04-07,77
2020-04-08,80
2020-04-09,80
2020-04-10,71
2020-04-11,67
2020-04-12,67
2020-04-13,66
2020-04-14,66
2020-04-15,65
2020-04-16,61
2020-04-17,61
2020-04-18,61
2020-04-19,57
2020-04-20,56
2020-04-21,56
2020-04-22,52
2020-04-23,49
2020-04-24,42
2020-04-25,46
2020-04-26,42
2020-04-27,42
2020-04-28,38
2020-04-29,37
2020-04-30,36
2020-05-01,33
2020-05-02,29
2020-05-03,29
2020-05-04,27
2020-05-05,27
2020-05-06,27
2020-05-07,25
2020-05-08,24
2020-05-09,23
2020-05-10,23
2020-05-11,23
2020-05-12,22
2020-05-13,20
2020-05-14,22
2020-05-15,22
2020-05-16,18
2020-05-17,18
2020-05-18,16
2020-05-19,15
2020-05-20,15
2020-05-21,16
2020-05-22,16
2020-05-23,14
2020-05-24,13
2020-05-25,13
2020-05-26,12
2020-05-27,12
2020-05-28,11
2020-05-29,10
2020-05-30,10
2020-05-31,11
2020-06-01,12
2020-06-02,11
2020-06-03,8
2020-06-04,9
2020-06-05,11
2020-06-06,14
2020-06-07,14
2020-06-08,14
2020-06-09,18
2020-06-10,20
2020-06-11,20
2020-06-12,18
2020-06-13,22
2020-06-14,22
2020-06-15,20
2020-06-16,24
2020-06-17,25
2020-06-18,27
2020-06-19,33
2020-06-20,33
2020-06-21,34
2020-06-22,34
2020-06-23,37
2020-06-24,38
2020-06-25,37
2020-06-26,35
2020-06-27,30
2020-06-28,32
2020-06-29,32
2020-06-30,32
2020-07-01,33
2020-07-02,34
2020-07-03,34
2020-07-04,30
2020-07-05,32
2020-07-06,32
2020-07-07,36
2020-07-08,31
2020-07-09,26
2020-07-10,22
2020-07-11,20
2020-07-12,19
2020-07-13,20
2020-07-14,17
2020-07-15,17
2020-07-16,16
2020-07-17,16
2020-07-18,19
2020-07-19,19
2020-07-20,19
2020-07-21,21
2020-07-22,21
2020-07-23,18
2020-07-24,16
2020-07-25,15
2020-07-26,15
2020-07-27,14
2020-07-28,12
2020-07-29,12
2020-07-30,13
2020-07-31,12
2020-08-01,13
2020-08-02,13
2020-08-03,13
2020-08-04,13
2020-08-05,14
2020-08-06,18
2020-08-07,18
2020-08-08,17
2020-08-09,16
2020-08-10,16
2020-08-11,15
2020-08-12,15
2020-08-13,15
2020-08-14,14
2020-08-15,14
2020-08-16,13
2020-08-17,13
2020-08-18,9
2020-08-19,12
2020-08-20,12
2020-08-21,18
2020-08-22,24
2020-08-23,29
2020-08-24,31
2020-08-25,37
2020-08-26,42
2020-08-27,46
2020-08-28,58
2020-08-29,64
2020-08-30,70
2020-08-31,79
2020-09-01,104
2020-09-02,123
2020-09-03,154
2020-09-04,157
2020-09-05,159
2020-09-06,163
2020-09-07,162
2020-09-08,150
2020-09-09,154
2020-09-10,169
2020-09-11,175
2020-09-12,164
2020-09-13,157
2020-09-14,157
2020-09-15,158
2020-09-16,160
2020-09-17,160
2020-09-18,150
2020-09-19,152
2020-09-20,146
2020-09-21,141
2020-09-22,146
2020-09-23,139
2020-09-24,126
2020-09-25,128
2020-09-26,122
2020-09-27,124
2020-09-28,120
2020-09-29,115
2020-09-30,109
2020-10-01,107
2020-10-02,107
2020-10-03,104
2020-10-04,105
2020-10-05,107
2020-10-06,105
2020-10-07,102
2020-10-08,97
2020-10-09,94
2020-10-10,89
2020-10-11,89
2020-10-12,87
2020-10-13,91
2020-10-14,85
2020-10-15,82
2020-10-16,78
2020-10-17,78
2020-10-18,77
2020-10-19,78
2020-10-20,71
2020-10-21,70
2020-10-22,62
2020-10-23,62
2020-10-24,60
2020-10-25,53
2020-10-26,53
2020-10-27,52
2020-10-28,52
2020-10-29,53
2020-10-30,51
2020-10-31,54
2020-11-01,51
2020-11-02,49
2020-11-03,52
2020-11-04,53
2020-11-05,51
2020-11-06,50
2020-11-07,53
2020-11-08,58
2020-11-09,57
