dates,count_medicalconditionincident_covid_19_patienthospitalized
2022-02-28,19693
2022-03-05,18249
2022-03-08,19200
2022-03-14,22810
2022-03-15,22405
2022-03-21,22715
2022-03-28,21977
2022-04-01,20326
2022-04-07,17576
2022-04-14,15351
2022-04-21,8856
2022-05-01,5531
2022-05-07,3675
2022-05-16,3267
2022-05-20,2179
2022-05-27,1495
2022-06-07,615
2022-06-14,488
2022-06-21,394
2022-06-30,393
2022-07-07,639
2022-07-13,983
2022-07-21,1516
2022-07-25,1926
2022-07-26,2016
2022-07-27,2068
2022-07-28,2200
2022-07-29,2269
2022-07-30,2453
2022-07-31,2565
2022-08-01,2426
2022-08-02,2533
2022-08-03,2634
2022-08-04,2757
2022-08-05,2903
2022-08-11,3357
2022-08-13,3618
2022-08-14,3690
2022-08-15,3876
2022-08-16,3861
2022-08-17,3712
2022-08-18,3722
2022-08-19,3758
2022-08-20,3709
2022-08-21,3715
2022-08-22,3841
2022-08-23,3803
2022-08-24,3831
2022-08-25,3734
2022-08-26,3737
2022-08-27,3618
2022-08-28,3653
2022-08-29,3683
2022-08-30,3424
2022-08-31,3264
2022-09-01,3206
2022-09-02,3095
2022-09-03,3003
2022-09-04,3019
2022-09-05,3104
2022-09-06,2861
2022-09-07,2812
2022-09-08,2793
2022-09-09,2734
2022-09-10,2646
2022-09-11,2612
2022-09-12,2665
2022-09-13,2562
2022-09-14,2400
2022-09-15,2375
2022-09-16,2289
2022-09-17,2334
2022-09-18,2349
2022-09-19,2342
2022-09-20,2210
2022-09-21,2068
2022-09-22,1924
2022-09-23,1824
2022-09-24,1715
2022-09-25,1672
2022-09-26,1683
2022-09-27,1565
2022-09-28,1496
2022-09-29,1434
2022-09-30,1454
2022-10-01,1383
2022-10-02,1381
2022-10-03,1425
2022-10-04,1384
2022-10-05,1319
2022-10-06,1271
2022-10-07,1264
2022-10-08,1178
2022-10-09,1167
2022-10-10,1165
2022-10-11,1164
2022-10-12,1069
2022-10-13,1043
2022-10-14,1025
2022-10-15,1044
2022-10-16,1092
2022-10-17,1173
2022-10-18,1206
2022-10-19,1197
2022-10-20,1200
2022-10-21,1222
2022-10-22,1239
2022-10-23,1314
2022-10-24,1395
2022-10-25,1369
2022-10-26,1432
2022-10-27,1462
2022-10-28,1499
2022-10-29,1535
2022-10-30,1593
2022-11-01,1712
2022-11-08,1869
2022-11-15,2297
2022-11-22,2130
2022-11-29,2046
2022-12-06,1970
2022-12-13,2177
2022-12-20,2122
2022-12-27,2166
2023-01-03,2114
2023-01-10,1927
2023-01-17,1615
2023-01-24,1312
2023-01-31,1135
2023-02-07,510
2023-02-14,667
2023-02-21,566
2023-02-27,527
2023-03-07,340
