dates,covid19mobilitytrend_localbusiness
2020-02-15,8
2020-02-16,12
2020-02-17,4
2020-02-18,3
2020-02-19,3
2020-02-20,1
2020-02-21,5
2020-02-22,2
2020-02-23,7
2020-02-24,-1
2020-02-25,2
2020-02-26,3
2020-02-27,-3
2020-02-28,3
2020-02-29,4
2020-03-01,11
2020-03-02,-3
2020-03-03,-1
2020-03-04,1
2020-03-05,0
2020-03-06,9
2020-03-07,11
2020-03-08,14
2020-03-09,-4
2020-03-10,-2
2020-03-11,-6
2020-03-12,-9
2020-03-13,-15
2020-03-14,-29
2020-03-15,-38
2020-03-16,-31
2020-03-17,-35
2020-03-18,-40
2020-03-19,-44
2020-03-20,-46
2020-03-21,-56
2020-03-22,-62
2020-03-23,-63
2020-03-24,-62
2020-03-25,-71
2020-03-26,-73
2020-03-27,-71
2020-03-28,-77
2020-03-29,-81
2020-03-30,-67
2020-03-31,-69
2020-04-01,-68
2020-04-02,-67
2020-04-03,-67
2020-04-04,-74
2020-04-05,-79
2020-04-06,-64
2020-04-07,-63
2020-04-08,-62
2020-04-09,-62
2020-04-10,-60
2020-04-11,-67
2020-04-12,-76
2020-04-13,-61
2020-04-14,-59
2020-04-15,-54
2020-04-16,-53
2020-04-17,-64
2020-04-18,-76
2020-04-19,-93
2020-04-20,-90
2020-04-21,-67
2020-04-22,-61
2020-04-23,-59
2020-04-24,-58
2020-04-25,-67
2020-04-26,-71
2020-04-27,-56
2020-04-28,-56
2020-04-29,-56
2020-04-30,-53
2020-05-01,-69
2020-05-02,-67
2020-05-03,-72
2020-05-04,-56
2020-05-05,-54
2020-05-06,-55
2020-05-07,-54
2020-05-08,-52
2020-05-09,-59
2020-05-10,-63
2020-05-11,-49
2020-05-12,-50
2020-05-13,-47
2020-05-14,-48
2020-05-15,-32
2020-05-16,-38
2020-05-17,-42
2020-05-18,-27
2020-05-19,-29
2020-05-20,-33
2020-05-21,-29
2020-05-22,-33
2020-05-23,-38
2020-05-24,-46
2020-05-25,-31
2020-05-26,-33
2020-05-27,-32
2020-05-28,-30
2020-05-29,-34
2020-05-30,-38
2020-05-31,-37
2020-06-01,-21
2020-06-02,-27
2020-06-03,-21
2020-06-04,-21
2020-06-05,-19
2020-06-06,-28
2020-06-07,-25
2020-06-08,-24
2020-06-09,-21
2020-06-10,-18
2020-06-11,-19
2020-06-12,-17
2020-06-13,-22
2020-06-14,-22
2020-06-15,-12
2020-06-16,-10
2020-06-17,-10
2020-06-18,-12
2020-06-19,-12
2020-06-20,-16
2020-06-21,-15
2020-06-22,-13
2020-06-23,-14
2020-06-24,-2
2020-06-25,-10
2020-06-26,-11
2020-06-27,-16
2020-06-28,-11
2020-06-29,-6
2020-06-30,-11
2020-07-01,-8
2020-07-02,-10
2020-07-03,-11
2020-07-04,-17
2020-07-05,-7
2020-07-06,-9
2020-07-07,-14
2020-07-08,-4
2020-07-09,-7
2020-07-10,-6
2020-07-11,-14
2020-07-12,-12
2020-07-13,-6
2020-07-14,-3
2020-07-15,-1
2020-07-16,-4
2020-07-17,-6
2020-07-18,-15
2020-07-19,-12
2020-07-20,-1
2020-07-21,-7
2020-07-22,-6
2020-07-23,-8
2020-07-24,-9
2020-07-25,-16
2020-07-26,-8
2020-07-27,-8
2020-07-28,-8
2020-07-29,-8
2020-07-30,-10
2020-07-31,-11
2020-08-01,-16
2020-08-02,-9
2020-08-03,-8
2020-08-04,-8
2020-08-05,-6
2020-08-06,-1
2020-08-07,-10
2020-08-08,-16
