dates,count_medicalconditionincident_covid_19_patientinicu
2021-01-10,1106
2021-01-17,1101
2021-01-24,1005
2021-01-31,989
2021-02-07,984
2021-02-14,958
2021-02-21,936
2021-02-28,985
2021-03-07,1070
2021-03-14,1171
2021-03-21,1286
2021-03-28,1348
2021-04-04,1434
2021-04-11,1495
2021-04-18,1518
2021-04-25,1405
2021-05-02,1295
2021-05-09,1100
2021-05-16,829
2021-05-23,663
2021-05-30,485
2021-06-06,391
2021-06-13,265
2021-06-20,265
2021-06-27,125
2021-07-04,67
2021-07-11,57
2021-07-18,54
2021-07-25,33
2021-08-01,49
2021-08-08,72
2021-08-15,98
2021-08-22,153
2021-08-29,228
2021-09-05,322
2021-09-12,523
2021-09-19,741
2021-09-26,1067
2021-10-03,1364
2021-10-10,1556
2021-10-17,1727
2021-10-24,1815
2021-10-31,1881
2021-11-07,1902
2021-11-14,1772
2021-11-21,1632
2021-11-28,1341
2021-12-05,1076
2021-12-12,754
2021-12-19,600
2021-12-26,453
2022-01-02,402
2022-01-09,400
2022-01-16,441
2022-01-23,547
2022-01-30,731
2022-02-06,993
2022-02-13,1146
2022-02-20,1119
2022-02-27,1002
2022-03-06,848
2022-03-13,630
2022-03-20,502
2022-03-27,428
2022-04-03,403
2022-04-10,280
2022-04-17,251
2022-04-24,229
2022-05-01,193
2022-05-08,167
2022-05-15,151
2022-05-22,125
2022-05-29,83
2022-06-05,79
2022-06-12,48
2022-06-19,43
2022-06-26,53
2022-07-03,49
2022-07-10,53
2022-07-17,99
2022-07-24,155
2022-07-31,253
2022-08-07,283
2022-08-14,297
2022-08-21,269
2022-08-28,251
2022-09-04,185
2022-09-11,160
2022-09-18,141
2022-09-25,123
2022-10-02,123
2022-10-09,112
2022-10-16,100
2022-10-23,95
2022-10-30,95
2022-11-06,84
2022-11-13,104
2022-11-20,91
2022-11-27,89
2022-12-04,88
2022-12-11,86
2022-12-18,96
2022-12-25,105
2023-01-01,110
2023-01-08,115
2023-01-15,113
2023-01-22,103
2023-01-29,104
2023-02-05,99
2023-02-12,91
2023-02-19,102
2023-02-26,126
2023-03-05,127
2023-03-12,136
2023-03-19,134
2023-03-26,145
2023-04-02,161
