dates,covid19mobilitytrend_transporthub
2020-02-15,3
2020-02-16,3
2020-02-17,7
2020-02-18,7
2020-02-19,8
2020-02-20,9
2020-02-21,12
2020-02-22,8
2020-02-23,4
2020-02-24,8
2020-02-25,10
2020-02-26,10
2020-02-27,10
2020-02-28,14
2020-02-29,11
2020-03-01,6
2020-03-02,6
2020-03-03,9
2020-03-04,7
2020-03-05,6
2020-03-06,9
2020-03-07,3
2020-03-08,0
2020-03-09,-9
2020-03-10,6
2020-03-11,6
2020-03-12,6
2020-03-13,5
2020-03-14,-10
2020-03-15,-13
2020-03-16,-7
2020-03-17,-14
2020-03-18,-18
2020-03-19,-22
2020-03-20,-22
2020-03-21,-28
2020-03-22,-34
2020-03-23,-36
2020-03-24,-45
2020-03-25,-50
2020-03-26,-53
2020-03-27,-53
2020-03-28,-53
2020-03-29,-58
2020-03-30,-59
2020-03-31,-59
2020-04-01,-60
2020-04-02,-63
2020-04-03,-61
2020-04-04,-61
2020-04-05,-62
2020-04-06,-61
2020-04-07,-61
2020-04-08,-61
2020-04-09,-59
2020-04-10,-77
2020-04-11,-63
2020-04-12,-64
2020-04-13,-73
2020-04-14,-61
2020-04-15,-60
2020-04-16,-60
2020-04-17,-59
2020-04-18,-55
2020-04-19,-58
2020-04-20,-60
2020-04-21,-58
2020-04-22,-58
2020-04-23,-58
2020-04-24,-56
2020-04-25,-56
2020-04-26,-55
2020-04-27,-60
2020-04-28,-57
2020-04-29,-58
2020-04-30,-60
2020-05-01,-56
2020-05-02,-51
2020-05-03,-52
2020-05-04,-58
2020-05-05,-55
2020-05-06,-55
2020-05-07,-54
2020-05-08,-51
2020-05-09,-46
2020-05-10,-46
2020-05-11,-53
2020-05-12,-52
2020-05-13,-52
2020-05-14,-52
2020-05-15,-50
2020-05-16,-41
2020-05-17,-45
2020-05-18,-51
2020-05-19,-51
2020-05-20,-51
2020-05-21,-52
2020-05-22,-49
2020-05-23,-42
2020-05-24,-47
2020-05-25,-50
2020-05-26,-47
2020-05-27,-46
2020-05-28,-45
2020-05-29,-44
2020-05-30,-35
2020-05-31,-42
2020-06-01,-48
2020-06-02,-46
2020-06-03,-44
2020-06-04,-44
2020-06-05,-40
2020-06-06,-31
2020-06-07,-40
2020-06-08,-55
2020-06-09,-44
2020-06-10,-45
2020-06-11,-42
2020-06-12,-40
2020-06-13,-33
2020-06-14,-40
2020-06-15,-42
2020-06-16,-41
2020-06-17,-41
2020-06-18,-40
2020-06-19,-36
2020-06-20,-30
2020-06-21,-40
2020-06-22,-43
2020-06-23,-41
2020-06-24,-40
2020-06-25,-39
2020-06-26,-36
2020-06-27,-30
2020-06-28,-37
2020-06-29,-42
2020-06-30,-41
2020-07-01,-41
2020-07-02,-41
2020-07-03,-38
2020-07-04,-32
2020-07-05,-36
2020-07-06,-45
2020-07-07,-42
2020-07-08,-41
2020-07-09,-43
2020-07-10,-41
2020-07-11,-38
2020-07-12,-40
2020-07-13,-45
2020-07-14,-46
2020-07-15,-44
2020-07-16,-43
2020-07-17,-41
2020-07-18,-35
2020-07-19,-39
2020-07-20,-45
