dates,covid19mobilitytrend_residence
2020-02-15,0
2020-02-16,0
2020-02-17,-2
2020-02-18,-1
2020-02-19,-1
2020-02-20,-2
2020-02-21,-3
2020-02-22,-1
2020-02-23,0
2020-02-24,-1
2020-02-25,-1
2020-02-26,-1
2020-02-27,-1
2020-02-28,-3
2020-02-29,-1
2020-03-01,0
2020-03-02,0
2020-03-03,-1
2020-03-04,-1
2020-03-05,0
2020-03-06,-2
2020-03-07,0
2020-03-08,0
2020-03-09,4
2020-03-10,-1
2020-03-11,-1
2020-03-12,-1
2020-03-13,-1
2020-03-14,2
2020-03-15,2
2020-03-16,1
2020-03-17,3
2020-03-18,5
2020-03-19,5
2020-03-20,6
2020-03-21,7
2020-03-22,6
2020-03-23,8
2020-03-24,12
2020-03-25,14
2020-03-26,16
2020-03-27,17
2020-03-28,15
2020-03-29,13
2020-03-30,16
2020-03-31,18
2020-04-01,19
2020-04-02,20
2020-04-03,20
2020-04-04,17
2020-04-05,14
2020-04-06,17
2020-04-07,19
2020-04-08,19
2020-04-09,18
2020-04-10,33
2020-04-11,18
2020-04-12,15
2020-04-13,27
2020-04-14,19
2020-04-15,20
2020-04-16,20
2020-04-17,20
2020-04-18,16
2020-04-19,14
2020-04-20,17
2020-04-21,18
2020-04-22,18
2020-04-23,19
2020-04-24,18
2020-04-25,17
2020-04-26,13
2020-04-27,17
2020-04-28,16
2020-04-29,11
2020-04-30,18
2020-05-01,18
2020-05-02,13
2020-05-03,11
2020-05-04,17
2020-05-05,16
2020-05-06,16
2020-05-07,16
2020-05-08,16
2020-05-09,12
2020-05-10,9
2020-05-11,14
2020-05-12,15
2020-05-13,15
2020-05-14,15
2020-05-15,15
2020-05-16,9
2020-05-17,8
2020-05-18,13
2020-05-19,14
2020-05-20,15
2020-05-21,15
2020-05-22,14
2020-05-23,10
2020-05-24,9
2020-05-25,12
2020-05-26,12
2020-05-27,13
2020-05-28,13
2020-05-29,12
2020-05-30,8
2020-05-31,8
2020-06-01,12
2020-06-02,12
2020-06-03,12
2020-06-04,11
2020-06-05,10
2020-06-06,6
2020-06-07,5
2020-06-08,14
2020-06-09,10
2020-06-10,11
2020-06-11,11
