dates,covid19mobilitytrend_residence
2020-02-15,3
2020-02-16,1
2020-02-17,3
2020-02-18,3
2020-02-19,3
2020-02-20,3
2020-02-21,4
2020-02-22,2
2020-02-23,5
2020-02-24,15
2020-02-25,22
2020-02-26,23
2020-02-27,13
2020-02-28,14
2020-02-29,9
2020-03-01,8
2020-03-02,9
2020-03-03,3
2020-03-04,5
2020-03-05,5
2020-03-06,6
2020-03-07,3
2020-03-08,2
2020-03-09,5
2020-03-10,10
2020-03-11,18
2020-03-12,18
2020-03-13,18
2020-03-14,12
2020-03-15,9
2020-03-16,6
2020-03-17,7
2020-03-18,7
2020-03-19,9
2020-03-20,9
2020-03-21,5
2020-03-22,1
2020-03-23,4
2020-03-24,6
2020-03-25,8
2020-03-26,8
2020-03-27,8
2020-03-28,4
2020-03-29,2
2020-03-30,6
2020-03-31,5
2020-04-01,4
2020-04-02,4
2020-04-03,5
2020-04-04,0
2020-04-05,-1
2020-04-06,4
2020-04-07,4
2020-04-08,3
2020-04-09,4
2020-04-10,4
2020-04-11,0
2020-04-12,0
2020-04-13,4
2020-04-14,4
2020-04-15,6
2020-04-16,4
2020-04-17,4
2020-04-18,1
2020-04-19,2
2020-04-20,3
2020-04-21,3
2020-04-22,4
2020-04-23,5
2020-04-24,5
2020-04-25,-1
2020-04-26,-4
2020-04-27,1
2020-04-28,0
2020-04-29,0
2020-04-30,-1
2020-05-01,-1
2020-05-02,-2
2020-05-03,-5
2020-05-04,-1
2020-05-05,-1
2020-05-06,0
2020-05-07,2
2020-05-08,1
2020-05-09,0
2020-05-10,-3
2020-05-11,-1
2020-05-12,-2
2020-05-13,-2
2020-05-14,-2
2020-05-15,3
2020-05-16,3
2020-05-17,-2
2020-05-18,-3
2020-05-19,-2
2020-05-20,-1
2020-05-21,-1
2020-05-22,-1
2020-05-23,-5
2020-05-24,-7
2020-05-25,-4
2020-05-26,-3
2020-05-27,-3
2020-05-28,-2
2020-05-29,0
2020-05-30,-4
2020-05-31,-10
2020-06-01,1
2020-06-02,-5
2020-06-03,-4
2020-06-04,-6
2020-06-05,1
2020-06-06,-8
2020-06-07,-10
2020-06-08,-4
2020-06-09,-5
2020-06-10,-5
2020-06-11,-5
2020-06-12,-4
2020-06-13,-9
2020-06-14,-11
2020-06-15,-7
2020-06-16,-7
2020-06-17,-7
2020-06-18,-7
2020-06-19,-7
2020-06-20,-11
2020-06-21,-10
2020-06-22,-7
2020-06-23,-7
2020-06-24,2
2020-06-25,-4
2020-06-26,-6
2020-06-27,-10
2020-06-28,-12
2020-06-29,-7
2020-06-30,-8
2020-07-01,-8
2020-07-02,-7
2020-07-03,-7
2020-07-04,-11
2020-07-05,-13
2020-07-06,-9
2020-07-07,-9
2020-07-08,-9
2020-07-09,-9
2020-07-10,-9
2020-07-11,-14
2020-07-12,-16
2020-07-13,-6
2020-07-14,-4
2020-07-15,-1
2020-07-16,-4
2020-07-17,-3
2020-07-18,-7
2020-07-19,-10
2020-07-20,-7
2020-07-21,-8
2020-07-22,-7
2020-07-23,-6
2020-07-24,-6
2020-07-25,-7
2020-07-26,-10
2020-07-27,-5
2020-07-28,-5
2020-07-29,-5
2020-07-30,-6
2020-07-31,-5
2020-08-01,-7
2020-08-02,-9
2020-08-03,-6
2020-08-04,-6
2020-08-05,-6
2020-08-06,-6
2020-08-07,-7
2020-08-08,-10
2020-08-09,-11
2020-08-10,-7
2020-08-11,-7
2020-08-12,-6
2020-08-13,-6
2020-08-14,-6
2020-08-15,-11
2020-08-16,-11
2020-08-17,-6
2020-08-18,-7
2020-08-19,-6
2020-08-20,-8
2020-08-21,-8
2020-08-22,-10
2020-08-23,-12
2020-08-24,-7
2020-08-25,-6
2020-08-26,-6
2020-08-27,-5
2020-08-28,-5
2020-08-29,-7
2020-08-30,-7
2020-08-31,-4
2020-09-01,-6
2020-09-02,-6
2020-09-03,-6
2020-09-04,-7
2020-09-05,-7
2020-09-06,-9
2020-09-07,-6
2020-09-08,-7
2020-09-09,-6
2020-09-10,-6
2020-09-11,-5
2020-09-12,-4
2020-09-13,-4
2020-09-14,-4
2020-09-15,-4
2020-09-16,-5
2020-09-17,-5
2020-09-18,-5
2020-09-19,-8
2020-09-20,-8
2020-09-21,-7
2020-09-22,-8
2020-09-23,-7
2020-09-24,-6
2020-09-25,-7
2020-09-26,-6
2020-09-27,-5
2020-09-28,-6
2020-09-29,-7
2020-09-30,-8
2020-10-01,-7
2020-10-02,-7
2020-10-03,-4
2020-10-04,-5
2020-10-05,-8
2020-10-06,-8
2020-10-07,-8
2020-10-08,-6
2020-10-09,-7
2020-10-10,-3
2020-10-11,-4
2020-10-12,-5
2020-10-13,-6
2020-10-14,-6
2020-10-15,10
2020-10-16,-4
2020-10-17,-3
2020-10-18,-5
2020-10-19,-7
2020-10-20,-5
2020-10-21,-5
2020-10-22,-6
2020-10-23,-7
2020-10-24,-5
2020-10-25,-4
2020-10-26,-5
2020-10-27,-5
2020-10-28,-5
2020-10-29,-5
2020-10-30,-5
2020-10-31,-3
2020-11-01,-1
2020-11-02,-5
2020-11-03,-5
2020-11-04,-4
2020-11-05,-4
2020-11-06,-5
2020-11-07,-2
2020-11-08,-2
2020-11-09,-4
2020-11-10,-4
2020-11-11,12
2020-11-12,25
2020-11-13,38
2020-11-14,29
2020-11-15,23
2020-11-16,38
2020-11-17,32
2020-11-18,36
2020-11-19,37
2020-11-20,39
2020-11-21,29
2020-11-22,23
2020-11-23,33
2020-11-24,33
2020-11-25,33
2020-11-26,37
2020-11-27,35
2020-11-28,27
2020-11-29,22
2020-11-30,31
2020-12-01,27
2020-12-02,28
2020-12-03,28
2020-12-04,30
2020-12-05,21
2020-12-06,17
2020-12-07,26
2020-12-08,26
2020-12-09,26
2020-12-10,27
2020-12-11,29
2020-12-12,22
2020-12-13,18
2020-12-14,17
2020-12-15,17
2020-12-16,18
2020-12-17,18
2020-12-18,21
2020-12-19,15
2020-12-20,12
2020-12-21,16
2020-12-22,11
2020-12-23,29
2020-12-24,30
2020-12-25,31
2020-12-26,22
2020-12-27,18
2020-12-28,26
2020-12-29,30
2020-12-30,25
2020-12-31,27
2021-01-01,39
2021-01-02,25
2021-01-03,20
2021-01-04,28
2021-01-05,28
2021-01-06,29
2021-01-07,28
2021-01-08,32
2021-01-09,24
2021-01-10,19
2021-01-11,19
2021-01-12,18
2021-01-13,17
2021-01-14,16
2021-01-15,18
2021-01-16,13
2021-01-17,9
2021-01-18,14
2021-01-19,14
2021-01-20,14
2021-01-21,15
2021-01-22,15
2021-01-23,8
2021-01-24,8
2021-01-25,13
2021-01-26,13
2021-01-27,14
2021-01-28,14
2021-01-29,14
2021-01-30,8
2021-01-31,7
2021-02-01,12
2021-02-02,11
2021-02-03,11
2021-02-04,12
2021-02-05,14
2021-02-06,8
2021-02-07,6
2021-02-08,11
2021-02-09,9
2021-02-10,6
2021-02-11,37
2021-02-12,43
2021-02-13,30
2021-02-14,23
2021-02-15,34
2021-02-16,31
2021-02-17,31
2021-02-18,30
2021-02-19,32
2021-02-20,21
2021-02-21,18
2021-02-22,28
2021-02-23,5
2021-02-24,8
2021-02-25,8
2021-02-26,9
2021-02-27,4
2021-02-28,3
2021-03-01,7
2021-03-02,6
2021-03-03,7
2021-03-04,7
2021-03-05,6
2021-03-06,2
2021-03-07,-2
2021-03-08,15
2021-03-09,6
2021-03-10,7
2021-03-11,7
2021-03-12,8
2021-03-13,3
2021-03-14,6
2021-03-15,9
2021-03-16,8
2021-03-17,10
2021-03-18,10
2021-03-19,14
2021-03-20,7
2021-03-21,4
2021-03-22,7
2021-03-23,7
2021-03-24,9
2021-03-25,10
2021-03-26,11
2021-03-27,10
2021-03-28,6
2021-03-29,10
2021-03-30,8
2021-03-31,9
2021-04-01,11
2021-04-02,11
2021-04-03,9
2021-04-04,4
2021-04-05,10
2021-04-06,10
2021-04-07,10
2021-04-08,8
2021-04-09,2
2021-04-10,21
2021-04-11,21
2021-04-12,28
2021-04-13,26
2021-04-14,29
2021-04-15,31
2021-04-16,32
2021-04-17,22
2021-04-18,18
2021-04-19,23
2021-04-20,27
2021-04-21,27
2021-04-22,28
2021-04-23,31
2021-04-24,23
2021-04-25,18
2021-04-26,32
2021-04-27,31
2021-04-28,31
2021-04-29,31
2021-04-30,32
2021-05-01,21
2021-05-02,17
2021-05-03,28
2021-05-04,27
2021-05-05,28
2021-05-06,28
2021-05-07,29
2021-05-08,7
2021-05-09,3
2021-05-10,8
2021-05-11,8
2021-05-12,8
2021-05-13,8
2021-05-14,8
2021-05-15,0
2021-05-16,-2
2021-05-17,4
2021-05-18,3
2021-05-19,4
2021-05-20,3
2021-05-21,4
2021-05-22,4
2021-05-23,0
2021-05-24,2
2021-05-25,0
2021-05-26,10
2021-05-27,1
2021-05-28,0
2021-05-29,-2
2021-05-30,-2
2021-05-31,-2
2021-06-01,7
2021-06-02,0
2021-06-03,-1
2021-06-04,-1
2021-06-05,-7
2021-06-06,-6
2021-06-07,1
2021-06-08,1
2021-06-09,5
2021-06-10,0
2021-06-11,0
2021-06-12,-5
2021-06-13,-6
2021-06-14,0
2021-06-15,2
2021-06-16,2
2021-06-17,4
2021-06-18,3
2021-06-19,-4
2021-06-20,-7
2021-06-21,0
2021-06-22,2
2021-06-23,1
2021-06-24,2
2021-06-25,2
2021-06-26,-5
2021-06-27,-8
2021-06-28,0
2021-06-29,3
2021-06-30,3
2021-07-01,4
2021-07-02,4
2021-07-03,-3
2021-07-04,-7
2021-07-05,-1
2021-07-06,-2
2021-07-07,-5
2021-07-08,-6
2021-07-09,-5
2021-07-10,-13
2021-07-11,-15
2021-07-12,-3
2021-07-13,-1
2021-07-14,1
2021-07-15,0
2021-07-16,4
2021-07-17,-6
2021-07-18,-9
2021-07-19,-2
2021-07-20,-2
2021-07-21,-2
2021-07-22,-4
2021-07-23,-2
2021-07-24,-10
2021-07-25,-9
2021-07-26,-3
2021-07-27,-3
2021-07-28,-3
2021-07-29,-3
2021-07-30,-2
2021-07-31,-7
2021-08-01,-11
2021-08-02,-3
2021-08-03,-2
2021-08-04,-2
2021-08-05,-4
2021-08-06,-4
2021-08-07,-8
2021-08-08,-9
2021-08-09,-4
2021-08-10,-4
2021-08-11,-5
2021-08-12,-4
2021-08-13,-3
2021-08-14,-7
2021-08-15,-10
2021-08-16,-4
2021-08-17,-3
2021-08-18,-2
2021-08-19,-3
2021-08-20,-3
2021-08-21,-5
2021-08-22,-6
2021-08-23,-1
2021-08-24,-1
2021-08-25,-1
2021-08-26,-1
2021-08-27,-1
2021-08-28,-4
2021-08-29,-7
2021-08-30,-3
2021-08-31,-3
2021-09-01,-1
2021-09-02,-1
2021-09-03,0
2021-09-04,0
2021-09-05,-3
2021-09-06,0
2021-09-07,1
2021-09-08,2
2021-09-09,2
2021-09-10,1
2021-09-11,-1
2021-09-12,-3
2021-09-13,0
2021-09-14,2
2021-09-15,1
2021-09-16,1
2021-09-17,0
2021-09-18,-2
2021-09-19,-1
2021-09-20,2
2021-09-21,1
2021-09-22,2
2021-09-23,4
2021-09-24,3
2021-09-25,3
2021-09-26,2
2021-09-27,3
2021-09-28,3
2021-09-29,3
2021-09-30,2
2021-10-01,3
2021-10-02,2
2021-10-03,1
2021-10-04,2
2021-10-05,1
2021-10-06,2
2021-10-07,3
2021-10-08,3
2021-10-09,3
2021-10-10,1
2021-10-11,1
2021-10-12,2
2021-10-13,2
2021-10-14,3
2021-10-15,2
