dates,covid19mobilitytrend_residence
2020-02-15,1
2020-02-16,0
2020-02-17,0
2020-02-18,0
2020-02-19,0
2020-02-20,0
2020-02-21,0
2020-02-22,1
2020-02-23,0
2020-02-24,0
2020-02-25,0
2020-02-26,0
2020-02-27,0
2020-02-28,0
2020-02-29,0
2020-03-01,-1
2020-03-02,-1
2020-03-03,0
2020-03-04,0
2020-03-05,0
2020-03-06,0
2020-03-07,1
2020-03-08,1
2020-03-09,0
2020-03-10,0
2020-03-11,0
2020-03-12,0
2020-03-13,0
2020-03-14,2
2020-03-15,5
2020-03-16,6
2020-03-17,12
2020-03-18,16
2020-03-19,18
2020-03-20,18
2020-03-21,25
2020-03-22,23
2020-03-23,26
2020-03-24,27
2020-03-25,27
2020-03-26,27
2020-03-27,28
2020-03-28,28
2020-03-29,25
2020-03-30,27
2020-03-31,28
2020-04-01,28
2020-04-02,29
2020-04-03,30
2020-04-04,28
2020-04-05,25
2020-04-06,28
2020-04-07,29
2020-04-08,29
2020-04-09,29
2020-04-10,30
2020-04-11,29
2020-04-12,25
2020-04-13,29
2020-04-14,29
2020-04-15,29
2020-04-16,30
2020-04-17,31
2020-04-18,27
2020-04-19,24
2020-04-20,27
2020-04-21,28
2020-04-22,28
2020-04-23,27
2020-04-24,29
2020-04-25,30
2020-04-26,27
2020-04-27,30
2020-04-28,28
2020-04-29,30
2020-04-30,29
2020-05-01,33
2020-05-02,29
2020-05-03,24
2020-05-04,28
2020-05-05,29
2020-05-06,29
2020-05-07,29
2020-05-08,30
2020-05-09,28
2020-05-10,25
2020-05-11,28
2020-05-12,28
2020-05-13,28
2020-05-14,27
2020-05-15,30
2020-05-16,27
2020-05-17,24
2020-05-18,27
2020-05-19,28
2020-05-20,27
2020-05-21,27
2020-05-22,26
2020-05-23,22
2020-05-24,22
2020-05-25,29
2020-05-26,22
2020-05-27,22
2020-05-28,22
2020-05-29,23
2020-05-30,21
2020-05-31,20
2020-06-01,21
2020-06-02,22
2020-06-03,23
2020-06-04,23
2020-06-05,23
2020-06-06,22
2020-06-07,20
2020-06-08,21
2020-06-09,22
2020-06-10,22
2020-06-11,19
2020-06-12,20
2020-06-13,18
2020-06-14,16
2020-06-15,17
2020-06-16,17
2020-06-17,17
2020-06-18,17
2020-06-19,18
2020-06-20,17
2020-06-21,16
2020-06-22,16
2020-06-23,16
2020-06-24,16
2020-06-25,13
2020-06-26,13
