dates,incrementalcount_vaccine_covid_19_administered
2021-01-31,36000
2021-02-01,74081
2021-02-02,57210
2021-02-03,51107
2021-02-04,43325
2021-02-05,56512
2021-02-06,55731
2021-02-09,65032
2021-02-10,130935
2021-02-11,109202
2021-02-12,256785
2021-02-13,276436
2021-02-16,197078
2021-02-17,176844
2021-02-18,152110
2021-02-19,129027
2021-02-20,99042
2021-02-23,91407
2021-02-24,281854
2021-02-25,255160
2021-02-26,220190
2021-02-27,173608
2021-03-02,149675
2021-03-03,154537
2021-03-04,127267
2021-03-05,144500
2021-03-06,114928
2021-03-09,120908
2021-03-10,200083
2021-03-11,168402
2021-03-12,291407
2021-03-13,288416
2021-03-16,204599
2021-03-17,163350
2021-03-20,76387
2021-03-23,76897
2021-03-24,270576
2021-03-25,231422
2021-03-26,164888
2021-03-27,109189
2021-03-30,123800
2021-03-31,112300
2021-04-01,101854
2021-04-02,75197
2021-04-03,69219
2021-04-06,72185
2021-04-07,72865
2021-04-08,61123
2021-04-09,43075
2021-04-10,54267
2021-04-11,28667
2021-04-14,45228
2021-04-15,32349
2021-04-16,35370
2021-04-17,77637
2021-04-20,17783
2021-04-21,23207
2021-04-22,13304
2021-04-23,26164
2021-04-27,90669
2021-04-28,197988
2021-05-01,790
2021-05-04,169242
2021-05-05,122315
2021-05-08,71422
2021-05-11,185854
2021-05-12,118397
2021-05-15,180980
2021-05-18,348173
2021-05-19,354039
2021-05-20,312135
2021-05-21,269578
2021-05-22,181773
2021-05-25,457717
2021-06-01,270573
2021-06-02,200469
2021-06-03,298719
2021-06-08,418481
2021-06-09,243996
2021-06-10,195003
2021-06-11,172031
2021-06-12,48207
2021-06-15,198580
2021-06-16,164990
2021-06-17,208539
2021-06-18,169963
2021-06-19,62212
2021-06-24,180465
2021-06-25,173125
2021-06-26,39707
2021-07-01,59771
2021-07-02,49856
2021-07-03,6811
2021-07-04,3790
2021-07-05,70955
2021-07-06,54361
2021-07-07,116074
2021-07-08,59919
2021-07-09,38811
2021-07-10,8217
2021-07-11,1505
2021-07-12,283006
2021-07-13,260065
2021-07-14,220923
2021-07-15,450979
2021-07-18,6772
2021-07-19,452271
2021-07-25,23702
2021-07-26,379934
2021-07-27,518335
2021-07-28,542519
2021-07-29,495960
2021-07-30,166592
2021-07-31,106032
2021-08-01,46678
2021-08-02,455122
2021-08-03,898916
2021-08-06,309266
2021-08-07,82038
2021-08-08,34895
2021-08-09,443423
2021-08-10,125370
2021-08-11,415358
2021-08-12,381214
2021-08-13,227111
2021-08-14,68788
2021-08-15,34285
2021-08-16,469896
2021-08-17,586920
2021-08-18,582260
2021-08-19,552593
2021-08-20,174527
2021-08-21,106015
2021-08-22,63221
2021-08-23,480626
2021-08-24,567887
2021-08-28,104794
2021-08-29,467103
2021-09-01,439239
2021-09-04,122876
2021-09-05,48280
2021-09-06,833257
2021-09-09,280760
2021-09-10,267550
2021-11-29,68921
2022-01-26,51870
2022-11-02,1417
2022-12-12,686
2023-02-14,1204
