dates,covid19mobilitytrend_residence
2020-02-15,1
2020-02-16,1
2020-02-17,1
2020-02-18,1
2020-02-19,2
2020-02-20,1
2020-02-21,4
2020-02-22,3
2020-02-23,2
2020-02-24,2
2020-02-25,1
2020-02-26,4
2020-02-27,0
2020-02-28,0
2020-02-29,0
2020-03-01,-1
2020-03-02,0
2020-03-03,1
2020-03-04,1
2020-03-05,-1
2020-03-06,-1
2020-03-07,5
2020-03-08,-1
2020-03-09,-2
2020-03-10,-3
2020-03-11,-1
2020-03-12,-4
2020-03-13,0
2020-03-14,1
2020-03-15,4
2020-03-16,6
2020-03-17,6
2020-03-18,8
2020-03-19,9
2020-03-20,11
2020-03-21,13
2020-03-22,15
2020-03-23,17
2020-03-24,17
2020-03-25,15
2020-03-26,16
2020-03-27,18
2020-03-28,15
2020-03-29,15
2020-03-30,16
2020-03-31,17
2020-04-01,18
2020-04-02,17
2020-04-03,19
2020-04-04,15
2020-04-05,13
2020-04-06,18
2020-04-07,18
2020-04-08,18
2020-04-09,20
2020-04-10,19
2020-04-11,18
2020-04-12,11
2020-04-13,36
2020-04-14,31
2020-04-15,32
2020-04-16,28
2020-04-17,34
2020-04-18,25
2020-04-19,22
2020-04-20,28
2020-04-21,27
2020-04-22,27
2020-04-23,27
2020-04-24,28
2020-04-25,25
2020-04-26,20
2020-04-27,26
2020-04-28,22
2020-04-29,22
2020-04-30,20
2020-05-01,27
2020-05-02,18
2020-05-03,16
2020-05-04,19
2020-05-05,20
2020-05-06,22
2020-05-07,20
2020-05-08,23
2020-05-09,17
2020-05-10,17
2020-05-11,19
2020-05-12,20
2020-05-13,21
2020-05-14,19
2020-05-15,22
2020-05-16,17
2020-05-17,15
2020-05-18,19
2020-05-19,21
2020-05-20,22
2020-05-21,26
2020-05-22,21
2020-05-23,18
2020-05-24,16
2020-05-25,19
2020-05-26,20
2020-05-27,20
2020-05-28,19
2020-05-29,20
2020-05-30,15
2020-05-31,14
2020-06-01,25
2020-06-02,19
2020-06-03,20
2020-06-04,20
2020-06-05,20
2020-06-06,15
2020-06-07,14
2020-06-08,18
2020-06-09,20
2020-06-10,20
2020-06-11,20
2020-06-12,21
2020-06-13,16
2020-06-14,15
2020-06-15,19
2020-06-16,19
2020-06-17,20
2020-06-18,19
2020-06-19,21
2020-06-20,16
2020-06-21,15
2020-06-22,19
2020-06-23,20
2020-06-24,21
2020-06-25,19
2020-06-26,19
2020-06-27,14
2020-06-28,13
2020-06-29,17
2020-06-30,18
2020-07-01,16
2020-07-02,16
2020-07-03,18
2020-07-04,13
2020-07-05,12
2020-07-06,15
2020-07-07,16
2020-07-08,16
2020-07-09,16
2020-07-10,17
2020-07-11,13
2020-07-12,12
2020-07-13,15
2020-07-14,16
2020-07-15,16
2020-07-16,15
2020-07-17,16
2020-07-18,12
2020-07-19,12
2020-07-20,14
2020-07-21,15
2020-07-22,15
2020-07-23,14
2020-07-24,12
2020-07-25,11
2020-07-26,11
2020-07-27,13
2020-07-28,14
2020-07-29,14
2020-07-30,12
2020-07-31,23
2020-08-01,11
2020-08-02,11
2020-08-03,12
2020-08-04,13
2020-08-05,13
2020-08-06,12
2020-08-07,11
2020-08-08,8
2020-08-09,9
2020-08-10,11
2020-08-11,13
2020-08-12,13
2020-08-13,12
2020-08-14,12
2020-08-15,10
2020-08-16,9
2020-08-17,23
2020-08-18,12
2020-08-19,13
2020-08-20,13
2020-08-21,14
2020-08-22,9
2020-08-23,10
2020-08-24,13
2020-08-25,13
2020-08-26,12
2020-08-27,12
2020-08-28,12
2020-08-29,9
2020-08-30,8
2020-08-31,12
2020-09-01,13
2020-09-02,12
2020-09-03,12
2020-09-04,13
2020-09-05,9
2020-09-06,9
2020-09-07,11
2020-09-08,12
2020-09-09,12
2020-09-10,11
2020-09-11,11
2020-09-12,7
2020-09-13,7
2020-09-14,11
2020-09-15,12
2020-09-16,12
2020-09-17,12
2020-09-18,13
2020-09-19,11
2020-09-20,10
2020-09-21,12
2020-09-22,13
2020-09-23,11
2020-09-24,11
2020-09-25,11
2020-09-26,9
2020-09-27,9
2020-09-28,10
2020-09-29,10
2020-09-30,5
2020-10-01,0
2020-10-02,0
2020-10-03,-2
2020-10-04,2
2020-10-05,-2
2020-10-06,-1
2020-10-07,3
2020-10-08,3
2020-10-09,9
2020-10-10,7
2020-10-11,7
2020-10-12,8
2020-10-13,9
2020-10-14,9
2020-10-15,10
2020-10-16,10
2020-10-17,8
2020-10-18,9
2020-10-19,9
2020-10-20,11
2020-10-21,12
2020-10-22,10
2020-10-23,12
2020-10-24,8
2020-10-25,8
2020-10-26,12
2020-10-27,9
2020-10-28,10
2020-10-29,7
2020-10-30,6
2020-10-31,5
2020-11-01,7
2020-11-02,6
2020-11-03,6
2020-11-04,6
2020-11-05,5
2020-11-06,5
2020-11-07,4
2020-11-08,5
2020-11-09,4
2020-11-10,6
2020-11-11,6
2020-11-12,8
2020-11-13,7
2020-11-14,5
2020-11-15,6
2020-11-16,5
2020-11-17,5
2020-11-18,6
2020-11-19,5
2020-11-20,5
2020-11-21,7
2020-11-22,8
2020-11-23,5
2020-11-24,5
2020-11-25,5
2020-11-26,5
2020-11-27,5
2020-11-28,4
2020-11-29,5
2020-11-30,5
2020-12-01,4
2020-12-02,3
2020-12-03,4
2020-12-04,4
2020-12-05,2
2020-12-06,4
2020-12-07,3
2020-12-08,4
2020-12-09,4
2020-12-10,4
2020-12-11,6
2020-12-12,4
2020-12-13,5
2020-12-14,5
2020-12-15,5
2020-12-16,5
2020-12-17,4
2020-12-18,4
2020-12-19,3
2020-12-20,5
2020-12-21,7
2020-12-22,4
2020-12-23,3
2020-12-24,4
2020-12-25,17
2020-12-26,6
2020-12-27,5
2020-12-28,8
2020-12-29,7
2020-12-30,7
2020-12-31,7
2021-01-01,18
2021-01-02,10
2021-01-03,7
2021-01-04,6
2021-01-05,5
2021-01-06,6
2021-01-07,5
2021-01-08,4
2021-01-09,2
2021-01-10,4
2021-01-11,2
2021-01-12,2
2021-01-13,2
2021-01-14,0
2021-01-15,1
2021-01-16,1
2021-01-17,3
2021-01-18,1
2021-01-19,1
2021-01-20,2
2021-01-21,2
2021-01-22,3
2021-01-23,2
2021-01-24,3
2021-01-25,3
2021-01-26,3
2021-01-27,5
2021-01-28,2
2021-01-29,1
2021-01-30,-2
2021-01-31,-1
2021-02-01,-2
2021-02-02,-2
2021-02-03,-1
2021-02-04,-1
2021-02-05,0
2021-02-06,-1
2021-02-07,0
2021-02-08,-1
2021-02-09,-1
2021-02-10,-1
2021-02-11,0
2021-02-12,-4
2021-02-13,-3
2021-02-14,-2
2021-02-15,-3
2021-02-16,-3
2021-02-17,-2
2021-02-18,-3
2021-02-19,0
2021-02-20,0
2021-02-21,1
2021-02-22,0
2021-02-23,-1
2021-02-24,1
2021-02-25,-1
2021-02-26,-2
2021-02-27,-4
2021-02-28,-3
2021-03-01,-4
2021-03-02,-3
2021-03-03,-3
2021-03-04,-3
2021-03-05,-2
2021-03-06,-5
2021-03-07,-3
2021-03-08,-4
2021-03-09,-4
2021-03-10,-1
2021-03-11,-3
2021-03-12,0
2021-03-13,-5
2021-03-14,0
2021-03-15,-3
2021-03-16,-3
2021-03-17,-2
2021-03-18,-1
2021-03-19,-2
2021-03-20,-4
2021-03-21,-3
2021-03-22,2
2021-03-23,0
2021-03-24,1
2021-03-25,-1
2021-03-26,-1
2021-03-27,-4
2021-03-28,-4
2021-03-29,-4
2021-03-30,-4
2021-03-31,-4
2021-04-01,-5
2021-04-02,-3
2021-04-03,-5
2021-04-04,-5
2021-04-05,7
2021-04-06,-4
2021-04-07,-5
2021-04-08,-5
2021-04-09,-5
2021-04-10,-5
2021-04-11,-4
2021-04-12,-5
2021-04-13,-3
2021-04-14,-2
2021-04-15,-3
2021-04-16,-3
2021-04-17,-3
2021-04-18,-2
2021-04-19,-2
2021-04-20,-3
2021-04-21,-2
2021-04-22,-2
2021-04-23,-2
2021-04-24,-3
2021-04-25,-2
2021-04-26,-3
2021-04-27,-2
2021-04-28,-2
2021-04-29,-3
2021-04-30,-3
2021-05-01,0
2021-05-02,-3
2021-05-03,-3
2021-05-04,-4
2021-05-05,-2
2021-05-06,-3
2021-05-07,-2
2021-05-08,-5
2021-05-09,-3
2021-05-10,-4
2021-05-11,-4
2021-05-12,-4
2021-05-13,10
2021-05-14,-2
2021-05-15,-4
2021-05-16,0
2021-05-17,-4
2021-05-18,-2
2021-05-19,-3
2021-05-20,-3
2021-05-21,-5
2021-05-22,-6
2021-05-23,-6
2021-05-24,6
2021-05-25,-5
2021-05-26,-5
2021-05-27,-5
2021-05-28,-7
2021-05-29,-11
2021-05-30,-13
2021-05-31,-13
2021-06-01,-12
2021-06-02,-12
2021-06-03,-12
2021-06-04,-12
2021-06-05,-14
2021-06-06,-13
2021-06-07,-13
2021-06-08,-13
2021-06-09,-13
2021-06-10,-13
2021-06-11,-13
2021-06-12,-13
2021-06-13,-11
2021-06-14,-13
2021-06-15,-13
2021-06-16,-12
2021-06-17,-12
2021-06-18,-13
2021-06-19,-13
2021-06-20,-12
2021-06-21,-12
2021-06-22,-11
2021-06-23,-10
2021-06-24,-11
2021-06-25,-12
2021-06-26,-13
2021-06-27,-12
2021-06-28,-12
2021-06-29,-11
2021-06-30,-11
2021-07-01,-11
2021-07-02,-11
2021-07-03,-14
2021-07-04,-12
2021-07-05,-12
2021-07-06,-12
2021-07-07,-12
2021-07-08,-12
2021-07-09,-12
2021-07-10,-14
2021-07-11,-14
2021-07-12,-12
2021-07-13,-12
2021-07-14,-11
2021-07-15,-11
2021-07-16,-11
2021-07-17,-13
2021-07-18,-13
2021-07-19,-13
2021-07-20,-2
2021-07-21,-12
2021-07-22,-12
2021-07-23,-12
2021-07-24,-14
2021-07-25,-14
2021-07-26,-12
2021-07-27,-12
2021-07-28,-12
2021-07-29,-12
2021-07-30,-11
2021-07-31,-15
2021-08-01,-14
2021-08-02,-11
2021-08-03,-12
2021-08-04,-12
2021-08-05,-12
2021-08-06,-12
2021-08-07,-15
2021-08-08,-13
2021-08-09,-12
2021-08-10,-12
2021-08-11,-13
2021-08-12,-13
2021-08-13,-12
2021-08-14,-14
2021-08-15,-14
2021-08-16,-5
2021-08-17,3
2021-08-18,-8
2021-08-19,-9
2021-08-20,-9
2021-08-21,-11
2021-08-22,-11
2021-08-23,-9
2021-08-24,-10
2021-08-25,-11
2021-08-26,-11
2021-08-27,-11
2021-08-28,-14
2021-08-29,-12
2021-08-30,-11
2021-08-31,-10
2021-09-01,-11
2021-09-02,-11
2021-09-03,-11
2021-09-04,-9
2021-09-05,-12
2021-09-06,-11
2021-09-07,-12
2021-09-08,-11
2021-09-09,-11
2021-09-10,-11
2021-09-11,-10
2021-09-12,-11
2021-09-13,-11
2021-09-14,-12
2021-09-15,-10
2021-09-16,-10
2021-09-17,-11
2021-09-18,-11
2021-09-19,-10
2021-09-20,-10
2021-09-21,-10
2021-09-22,-9
2021-09-23,-10
2021-09-24,-9
2021-09-25,-12
2021-09-26,-12
2021-09-27,-13
2021-09-28,-12
2021-09-29,-12
2021-09-30,-13
2021-10-01,-11
2021-10-02,-13
2021-10-03,-12
2021-10-04,-15
2021-10-05,-14
2021-10-06,-14
2021-10-07,-13
2021-10-08,-12
2021-10-09,-8
2021-10-10,-11
2021-10-11,-13
2021-10-12,-13
2021-10-13,-13
2021-10-14,-13
2021-10-15,-14
2021-10-16,-10
2021-10-17,-10
2021-10-18,-12
2021-10-19,-8
2021-10-20,-11
2021-10-21,-11
2021-10-22,-11
2021-10-23,-11
2021-10-24,-12
2021-10-25,-22
2021-10-26,-15
2021-10-27,-12
