dates,count_medicalconditionincident_covid_19_patientinicu
2020-04-01,207
2020-04-02,225
2020-04-03,228
2020-04-04,233
2020-04-05,254
2020-04-06,433
2020-04-07,461
2020-04-08,493
2020-04-09,544
2020-04-10,498
2020-04-11,509
2020-04-12,519
2020-04-13,500
2020-04-14,529
2020-04-15,522
2020-04-16,527
2020-04-17,525
2020-04-18,515
2020-04-19,534
2020-04-20,530
2020-04-21,524
2020-04-22,516
2020-04-23,541
2020-04-24,525
2020-04-25,525
2020-04-26,519
2020-04-27,520
2020-04-28,525
2020-04-29,510
2020-04-30,502
2020-05-01,497
2020-05-02,498
2020-05-03,491
2020-05-04,490
2020-05-05,482
2020-05-06,489
2020-05-07,466
2020-05-08,452
2020-05-09,440
2020-05-10,429
2020-05-11,417
2020-05-12,420
2020-05-13,408
2020-05-14,401
2020-05-15,395
2020-05-16,381
2020-05-17,368
2020-05-18,374
2020-05-19,371
2020-05-20,355
2020-05-21,346
2020-05-22,336
2020-05-23,340
2020-05-24,340
2020-05-25,344
2020-05-26,350
2020-05-27,332
2020-05-28,319
2020-05-29,304
2020-05-30,304
2020-05-31,302
2020-06-01,300
2020-06-02,301
2020-06-03,284
2020-06-04,265
2020-06-05,261
2020-06-06,262
2020-06-07,252
2020-06-08,249
2020-06-09,252
2020-06-10,249
2020-06-11,237
2020-06-12,227
2020-06-13,203
2020-06-14,199
2020-06-15,193
2020-06-16,182
2020-06-17,166
2020-06-18,159
2020-06-19,158
2020-06-20,166
2020-06-21,151
2020-06-22,145
2020-06-23,142
2020-06-24,135
2020-06-25,127
2020-06-26,114
2020-06-27,110
2020-06-28,107
2020-06-29,95
2020-06-30,91
2020-07-01,87
2020-07-02,87
2020-07-03,81
2020-07-04,79
2020-07-05,73
2020-07-06,71
2020-07-07,73
2020-07-08,68
2020-07-09,72
2020-07-10,67
2020-07-11,66
2020-07-12,68
2020-07-13,71
2020-07-14,65
2020-07-15,62
2020-07-16,67
2020-07-17,65
2020-07-18,67
2020-07-19,71
2020-07-20,72
2020-07-21,74
2020-07-22,73
2020-07-23,67
2020-07-24,65
2020-07-25,63
2020-07-26,62
2020-07-27,61
2020-07-28,62
2020-07-29,71
2020-07-30,69
2020-07-31,71
2020-08-01,74
2020-08-02,76
2020-08-03,84
2020-08-04,84
2020-08-05,85
2020-08-06,81
2020-08-07,77
2020-08-08,75
2020-08-09,70
2020-08-10,67
2020-08-11,66
2020-08-12,69
2020-08-13,67
2020-08-14,66
2020-08-15,66
2020-08-16,61
2020-08-17,63
2020-08-18,63
2020-08-19,62
2020-08-20,56
2020-08-21,50
2020-08-22,45
2020-08-23,43
2020-08-24,42
2020-08-25,45
2020-08-26,50
2020-08-27,52
2020-08-28,52
2020-08-29,54
2020-08-30,58
2020-08-31,60
2020-09-01,56
2020-09-02,58
2020-09-03,55
2020-09-04,58
2020-09-05,49
2020-09-06,50
2020-09-07,45
2020-09-08,52
2020-09-09,52
2020-09-10,53
2020-09-11,48
2020-09-12,54
2020-09-13,55
2020-09-14,68
2020-09-15,74
2020-09-16,84
2020-09-17,80
2020-09-18,82
2020-09-19,87
2020-09-20,88
2020-09-21,86
2020-09-22,93
2020-09-23,94
2020-09-24,100
2020-09-25,115
2020-09-26,114
2020-09-27,110
2020-09-28,114
2020-09-29,120
2020-09-30,125
2020-10-01,129
2020-10-02,141
2020-10-03,147
2020-10-04,141
2020-10-05,146
2020-10-06,143
2020-10-07,151
2020-10-08,150
2020-10-09,160
2020-10-10,161
2020-10-11,170
2020-10-12,186
2020-10-13,191
2020-10-14,191
2020-10-15,198
2020-10-16,206
2020-10-17,209
2020-10-18,209
2020-10-19,218
2020-10-20,210
2020-10-21,225
2020-10-22,228
2020-10-23,228
2020-10-24,233
2020-10-25,232
2020-10-26,229
2020-10-27,228
2020-10-28,223
2020-10-29,227
2020-10-30,228
2020-10-31,224
2020-11-01,227
2020-11-02,229
2020-11-03,235
2020-11-04,252
2020-11-05,242
2020-11-06,254
2020-11-07,259
2020-11-08,271
2020-11-09,279
2020-11-10,300
2020-11-11,320
2020-11-12,333
2020-11-13,342
2020-11-14,363
2020-11-15,377
2020-11-16,402
2020-11-17,403
2020-11-18,423
2020-11-19,419
2020-11-20,420
2020-11-21,422
2020-11-22,443
2020-11-23,450
2020-11-24,451
2020-11-25,442
2020-11-26,455
2020-11-27,465
2020-11-28,470
2020-11-29,487
2020-11-30,519
2020-12-01,525
2020-12-02,544
2020-12-03,556
2020-12-04,556
2020-12-05,562
2020-12-06,573
2020-12-07,589
2020-12-08,602
2020-12-09,606
2020-12-10,646
2020-12-11,650
2020-12-12,659
2020-12-13,651
2020-12-14,659
2020-12-15,681
2020-12-16,697
2020-12-17,696
2020-12-18,703
2020-12-19,706
2020-12-20,701
2020-12-21,701
2020-12-22,702
2020-12-23,699
2020-12-24,694
2020-12-25,700
2020-12-26,712
2020-12-27,735
2020-12-28,744
2020-12-29,776
2020-12-30,793
2020-12-31,787
2021-01-01,778
2021-01-02,793
2021-01-03,804
2021-01-04,839
2021-01-05,852
2021-01-06,848
2021-01-07,848
2021-01-08,860
2021-01-09,856
2021-01-10,865
2021-01-11,881
2021-01-12,888
2021-01-13,903
2021-01-14,894
2021-01-15,889
2021-01-16,881
2021-01-17,878
2021-01-18,873
2021-01-19,876
2021-01-20,860
2021-01-21,849
2021-01-22,876
2021-01-23,873
2021-01-24,873
2021-01-25,850
2021-01-26,855
2021-01-27,833
2021-01-28,843
2021-01-29,812
2021-01-30,806
2021-01-31,799
2021-02-01,771
2021-02-02,759
2021-02-03,736
2021-02-04,727
2021-02-05,709
