dates,incrementalcount_medicaltest_conditioncovid_19
2020-02-25,18
2020-02-26,62
2020-02-27,77
2020-03-01,125
2020-03-06,296
2020-03-07,372
2020-03-08,932
2020-03-09,832
2020-03-12,1893
2020-03-13,3150
2020-03-14,3320
2020-03-15,4148
2020-03-16,4519
2020-03-17,5031
2020-03-18,7286
2020-03-19,8608
2020-03-20,7267
2020-03-21,8127
2020-03-22,10535
2020-03-23,11147
2020-03-24,10591
2020-03-25,11070
2020-03-26,10911
2020-03-27,12217
2020-03-28,12487
2020-03-29,15442
2020-03-30,12123
2020-03-31,13600
2020-04-01,14021
2020-04-02,16421
2020-04-03,14858
2020-04-04,15061
2020-04-05,12492
2020-04-06,10808
2020-04-07,7846
2020-04-08,8727
2020-04-09,10827
2020-04-10,10632
2020-04-11,12410
2020-04-12,12065
2020-04-13,11429
2020-04-14,11169
2020-04-15,12607
2020-04-16,12531
2020-04-17,13897
2020-04-18,13643
2020-04-19,15916
2020-04-20,23005
2020-04-21,21372
2020-04-22,21125
2020-04-23,24192
2020-04-24,24979
2020-04-25,28763
2020-04-26,26967
2020-04-27,27518
2020-04-28,26977
2020-04-29,23754
2020-04-30,27778
2020-05-01,30676
2020-05-02,34244
2020-05-03,32322
2020-05-04,34119
2020-05-05,28573
2020-05-06,22013
2020-05-07,27953
2020-05-08,31518
2020-05-09,33547
2020-05-10,36299
2020-05-11,34030
2020-05-12,27720
2020-05-13,24113
2020-05-14,31373
2020-05-15,35209
2020-05-16,37572
2020-05-17,37854
2020-05-18,35079
2020-05-19,23938
2020-05-20,18688
2020-05-21,21531
2020-05-22,28043
2020-05-23,31011
2020-05-24,31265
2020-05-25,31498
2020-05-26,25700
2020-05-27,23090
2020-05-28,32776
2020-05-29,38885
2020-05-30,40316
2020-05-31,42054
2020-06-01,38455
2020-06-02,31463
2020-06-03,29526
2020-06-04,35691
2020-06-05,41195
2020-06-06,42422
2020-06-07,44243
2020-06-08,38124
2020-06-09,29988
2020-06-10,27409
2020-06-11,39165
2020-06-12,44128
2020-06-13,49817
2020-06-14,47498
2020-06-15,42478
2020-06-16,37620
2020-06-17,36663
2020-06-18,43975
2020-06-19,47073
2020-06-20,50329
2020-06-21,48129
2020-06-22,43795
2020-06-23,37206
2020-06-24,31248
2020-06-25,41658
2020-06-26,47174
2020-06-27,48785
2020-06-28,53518
2020-06-29,47749
2020-06-30,42926
2020-07-01,39588
2020-07-02,45262
2020-07-03,44515
2020-07-04,41339
2020-07-05,39247
2020-07-06,40586
2020-07-07,32124
2020-07-08,30869
2020-07-09,42052
2020-07-10,48749
2020-07-11,52860
2020-07-12,53483
2020-07-13,51819
2020-07-14,40591
2020-07-15,35044
2020-07-16,47425
2020-07-17,54778
2020-07-18,58464
2020-07-19,60245
2020-07-20,54519
2020-07-21,44000
2020-07-22,46001
2020-07-23,52898
2020-07-24,57147
2020-07-25,61865
2020-07-26,62102
2020-07-27,55876
2020-07-28,49243
2020-07-29,42054
2020-07-30,56435
2020-07-31,62361
2020-08-01,62713
2020-08-02,68348
2020-08-03,61233
2020-08-04,45348
2020-08-05,42199
2020-08-06,45988
2020-08-07,57076
2020-08-08,58787
2020-08-09,58983
2020-08-10,59787
2020-08-11,47111
2020-08-12,44140
2020-08-13,55004
2020-08-14,63054
2020-08-15,64422
2020-08-16,65906
2020-08-17,53727
2020-08-18,50446
2020-08-19,48193
2020-08-20,57174
2020-08-21,60688
2020-08-22,64322
2020-08-23,61588
2020-08-24,54979
2020-08-25,42669
2020-08-26,43271
2020-08-27,54659
2020-08-28,62785
2020-08-29,68569
2020-08-30,67635
2020-08-31,57922
2020-09-01,54958
2020-09-02,48470
2020-09-03,58395
2020-09-04,62390
2020-09-05,69031
2020-09-06,69211
2020-09-07,66111
2020-09-08,57175
2020-09-09,53711
2020-09-10,51341
2020-09-11,65755
2020-09-12,79517
2020-09-13,83265
2020-09-14,82557
2020-09-15,72665
2020-09-16,68225
2020-09-17,76003
2020-09-18,92661
2020-09-19,85660
2020-09-20,96527
2020-09-21,88739
2020-09-22,81977
2020-09-23,78859
2020-09-24,85612
2020-09-25,85540
2020-09-26,104773
2020-09-27,101553
2020-09-28,103095
2020-09-29,89729
2020-09-30,85682
2020-10-01,95567
2020-10-02,101966
2020-10-03,100987
2020-10-04,111354
2020-10-05,98892
2020-10-06,91191
2020-10-07,95781
2020-10-08,97122
2020-10-09,107553
2020-10-10,110973
2020-10-11,106600
2020-10-12,100373
2020-10-13,89413
2020-10-14,70966
2020-10-15,80710
2020-10-16,96832
2020-10-17,98117
2020-10-18,102090
2020-10-19,92542
2020-10-20,76589
2020-10-21,67473
2020-10-22,88971
2020-10-23,96997
2020-10-24,95563
2020-10-25,104065
2020-10-26,94586
2020-10-27,73877
2020-10-28,62730
2020-10-29,83680
2020-10-30,92300
2020-10-31,98112
2020-11-01,96970
2020-11-02,89664
2020-11-03,69538
2020-11-04,63631
2020-11-05,79568
2020-11-06,96894
2020-11-07,102351
2020-11-08,99542
2020-11-09,88359
2020-11-10,76328
2020-11-11,71457
2020-11-12,93945
2020-11-13,102517
2020-11-14,101597
2020-11-15,108328
2020-11-16,102551
2020-11-17,84051
2020-11-18,73940
2020-11-19,94454
2020-11-20,110689
2020-11-21,115675
2020-11-22,121297
2020-11-23,113197
2020-11-24,96924
2020-11-25,81287
2020-11-26,101069
2020-11-27,118072
2020-11-28,132385
2020-11-29,133493
2020-11-30,127926
2020-12-01,103482
2020-12-02,92076
2020-12-03,118075
2020-12-04,127882
2020-12-05,133572
2020-12-06,132644
2020-12-07,136914
2020-12-08,108321
2020-12-09,97655
2020-12-10,120719
2020-12-11,135740
2020-12-12,143466
2020-12-13,149018
2020-12-14,131408
2020-12-15,123736
2020-12-16,96979
2020-12-17,127245
2020-12-18,136648
2020-12-19,147231
2020-12-20,142846
2020-12-21,139628
2020-12-22,114755
2020-12-23,102336
2020-12-24,129086
2020-12-25,135871
2020-12-26,128050
2020-12-27,99801
2020-12-28,75543
2020-12-29,78373
2020-12-30,77400
2020-12-31,100903
2021-01-01,132528
2021-01-02,132347
2021-01-03,112605
2021-01-04,88136
2021-01-05,83429
2021-01-06,83472
2021-01-07,118708
2021-01-08,135490
2021-01-09,146263
2021-01-10,141597
2021-01-11,121039
2021-01-12,95175
2021-01-13,93543
2021-01-14,120037
2021-01-15,144244
2021-01-16,146343
2021-01-17,141710
2021-01-18,120599
2021-01-19,83617
2021-01-20,79456
2021-01-21,122456
2021-01-22,138310
2021-01-23,142228
2021-01-24,129020
2021-01-25,106923
2021-01-26,77462
2021-01-27,76650
2021-01-28,123413
2021-01-29,132951
2021-01-30,136926
2021-01-31,121406
2021-02-01,102060
2021-02-02,70324
2021-02-03,72422
2021-02-04,109852
2021-02-05,124909
2021-02-06,124016
2021-02-07,122198
2021-02-08,99304
2021-02-09,66348
2021-02-10,72486
2021-02-11,114132
2021-02-12,129621
2021-02-13,121554
2021-02-14,117756
2021-02-15,98615
2021-02-16,70447
2021-02-17,68521
2021-02-18,88279
2021-02-19,120726
2021-02-20,129338
2021-02-21,112310
2021-02-22,94745
2021-02-23,69679
2021-02-24,69040
2021-02-25,115846
2021-02-26,127724
2021-02-27,122987
2021-02-28,115600
2021-03-01,101453
2021-03-02,75664
2021-03-03,77132
2021-03-04,115024
2021-03-05,125823
2021-03-06,128656
2021-03-07,112774
2021-03-08,96855
2021-03-09,76059
2021-03-10,76578
2021-03-11,113863
2021-03-12,120366
2021-03-13,123598
2021-03-14,113550
2021-03-15,94826
2021-03-16,72540
2021-03-17,72677
2021-03-18,109185
2021-03-19,121065
2021-03-20,120344
2021-03-21,100779
2021-03-22,111555
2021-03-23,73918
2021-03-24,80180
2021-03-25,119182
2021-03-26,132838
2021-03-27,123165
2021-03-28,124221
2021-03-29,108493
2021-03-30,83928
2021-03-31,94212
2021-04-01,128335
2021-04-02,139412
2021-04-03,134665
2021-04-04,128624
2021-04-05,103282
2021-04-06,85363
2021-04-07,90246
2021-04-08,123638
2021-04-09,147257
2021-04-10,150904
2021-04-11,141637
2021-04-12,129708
2021-04-13,110265
2021-04-14,106751
2021-04-15,133832
2021-04-16,160320
2021-04-17,151379
2021-04-18,140001
2021-04-19,123321
2021-04-20,102172
2021-04-21,105804
2021-04-22,137021
2021-04-23,140849
2021-04-24,145991
2021-04-25,135441
2021-04-26,119641
2021-04-27,104008
2021-04-28,108834
2021-04-29,151954
2021-04-30,154117
2021-05-01,150510
2021-05-02,126896
2021-05-03,141190
2021-05-04,111601
2021-05-05,118179
2021-05-06,138592
2021-05-07,142659
2021-05-08,140834
2021-05-09,107001
2021-05-10,90029
2021-05-11,120569
2021-05-12,133776
2021-05-13,129090
2021-05-14,130406
2021-05-15,123074
2021-05-16,98467
2021-05-17,110108
2021-05-18,76001
2021-05-19,85837
2021-05-20,109518
2021-05-21,115414
2021-05-22,104070
2021-05-23,73772
2021-05-24,61928
2021-05-25,96538
2021-05-26,56992
2021-05-27,77218
2021-05-28,100596
2021-05-29,100197
2021-05-30,66999
2021-05-31,72716
2021-06-01,72790
2021-06-02,65068
2021-06-03,89777
2021-06-04,86977
2021-06-05,58250
2021-06-06,8248
2021-06-07,146126
2021-06-08,47048
2021-06-09,58620
2021-06-10,81056
2021-06-11,77887
2021-06-12,57349
2021-06-13,8252
2021-06-14,137945
2021-06-15,45284
2021-06-16,59171
2021-06-17,84632
2021-06-18,78156
2021-06-19,52142
2021-06-20,6451
2021-06-21,132344
2021-06-22,43848
2021-06-23,57255
2021-06-24,70980
2021-06-25,68938
2021-06-26,42381
2021-06-27,6086
2021-06-28,110856
2021-06-29,61585
2021-06-30,62821
2021-07-01,66167
2021-07-02,63015
2021-07-03,44743
2021-07-04,4093
2021-07-05,97375
2021-07-06,42784
2021-07-07,62189
2021-07-08,66248
2021-07-09,64407
2021-07-10,48663
2021-07-11,4739
2021-07-12,121240
2021-07-13,110421
2021-07-14,49284
2021-07-15,65627
2021-07-16,68160
2021-07-17,46674
2021-07-18,4023
2021-07-19,109242
2021-07-20,40215
2021-07-21,46839
2021-07-22,60025
2021-07-23,56708
2021-07-24,36045
2021-07-25,4094
2021-07-26,115934
2021-07-27,38863
2021-07-28,44907
2021-07-29,58254
2021-07-30,57498
2021-07-31,62250
2021-08-01,48738
2021-08-02,39737
2021-08-03,34695
2021-08-04,61348
2021-08-05,54237
2021-08-06,68031
2021-08-07,52603
2021-08-08,4910
2021-08-09,131017
2021-08-10,45617
2021-08-11,55134
2021-08-12,73972
2021-08-13,72132
2021-08-14,54585
2021-08-15,4774
2021-08-16,122418
2021-08-17,66414
2021-08-18,57964
2021-08-19,76230
2021-08-20,77557
2021-08-21,79411
2021-08-22,64600
2021-08-23,57327
2021-08-24,72324
2021-08-25,62211
2021-08-26,83484
2021-08-27,84945
