dates,count_medicalconditionincident_covid_19_patienthospitalized
2020-04-01,841
2020-04-02,571
2020-04-03,596
2020-04-04,668
2020-04-05,697
2020-04-06,1271
2020-04-07,1354
2020-04-08,1444
2020-04-09,1654
2020-04-10,1716
2020-04-11,1775
2020-04-12,1832
2020-04-13,1911
2020-04-14,1955
2020-04-15,2039
2020-04-16,2074
2020-04-17,2139
2020-04-18,2150
2020-04-19,2271
2020-04-20,2343
2020-04-21,2406
2020-04-22,2560
2020-04-23,2632
2020-04-24,2689
2020-04-25,2708
2020-04-26,2745
2020-04-27,2855
2020-04-28,2899
2020-04-29,2954
2020-04-30,2943
2020-05-01,2978
2020-05-02,2991
2020-05-03,3064
2020-05-04,3101
2020-05-05,3120
2020-05-06,3103
2020-05-07,3087
2020-05-08,3039
2020-05-09,3089
2020-05-10,3089
2020-05-11,3084
2020-05-12,3121
2020-05-13,3036
2020-05-14,3064
2020-05-15,3011
2020-05-16,3002
2020-05-17,2950
2020-05-18,3028
2020-05-19,2776
2020-05-20,2709
2020-05-21,2634
2020-05-22,2567
2020-05-23,2525
2020-05-24,2483
2020-05-25,2524
2020-05-26,2473
2020-05-27,2421
2020-05-28,2323
2020-05-29,2253
2020-05-30,2239
2020-05-31,2244
2020-06-01,2217
2020-06-02,2171
2020-06-03,2088
2020-06-04,1939
2020-06-05,1845
2020-06-06,1803
2020-06-07,1807
2020-06-08,1771
2020-06-09,1672
2020-06-10,1612
2020-06-11,1550
2020-06-12,1447
2020-06-13,1396
2020-06-14,1372
2020-06-15,1313
2020-06-16,1228
2020-06-17,1149
2020-06-18,1069
2020-06-19,981
2020-06-20,960
2020-06-21,957
2020-06-22,941
2020-06-23,923
2020-06-24,885
2020-06-25,871
2020-06-26,828
2020-06-27,825
2020-06-28,805
2020-06-29,783
2020-06-30,713
2020-07-01,704
2020-07-02,678
2020-07-03,657
2020-07-04,645
2020-07-05,645
2020-07-06,601
2020-07-07,581
2020-07-08,544
2020-07-09,564
2020-07-10,536
2020-07-11,544
2020-07-12,551
2020-07-13,523
2020-07-14,511
2020-07-15,507
2020-07-16,496
2020-07-17,492
2020-07-18,508
2020-07-19,513
2020-07-20,527
2020-07-21,546
2020-07-22,524
2020-07-23,465
2020-07-24,442
2020-07-25,426
2020-07-26,438
2020-07-27,423
2020-07-28,403
2020-07-29,415
2020-07-30,382
2020-07-31,367
2020-08-01,364
2020-08-02,363
2020-08-03,347
2020-08-04,347
2020-08-05,330
2020-08-06,299
2020-08-07,304
2020-08-08,299
2020-08-09,304
2020-08-10,281
2020-08-11,270
2020-08-12,267
2020-08-13,299
2020-08-14,267
2020-08-15,263
2020-08-16,263
2020-08-17,259
2020-08-18,256
2020-08-19,255
2020-08-20,246
2020-08-21,240
2020-08-22,230
2020-08-23,226
2020-08-24,238
2020-08-25,242
2020-08-26,261
2020-08-27,252
2020-08-28,249
2020-08-29,244
2020-08-30,261
2020-08-31,268
2020-09-01,269
2020-09-02,264
2020-09-03,263
2020-09-04,248
2020-09-05,226
2020-09-06,227
2020-09-07,226
2020-09-08,262
2020-09-09,269
2020-09-10,270
2020-09-11,277
2020-09-12,283
2020-09-13,280
2020-09-14,299
2020-09-15,307
2020-09-16,320
2020-09-17,328
2020-09-18,331
2020-09-19,341
2020-09-20,369
2020-09-21,399
2020-09-22,420
2020-09-23,434
2020-09-24,462
2020-09-25,497
2020-09-26,510
2020-09-27,515
2020-09-28,562
2020-09-29,584
2020-09-30,610
2020-10-01,608
2020-10-02,637
2020-10-03,655
2020-10-04,698
2020-10-05,735
2020-10-06,764
2020-10-07,821
2020-10-08,820
2020-10-09,824
2020-10-10,812
2020-10-11,863
2020-10-12,874
2020-10-13,931
2020-10-14,947
2020-10-15,979
2020-10-16,960
