dates,covid19mobilitytrend_localbusiness
2020-02-15,4
2020-02-16,3
2020-02-17,1
2020-02-18,2
2020-02-19,1
2020-02-20,2
2020-02-21,2
2020-02-22,2
2020-02-23,4
2020-02-24,1
2020-02-25,-1
2020-02-26,0
2020-02-27,4
2020-02-28,7
2020-02-29,6
2020-03-01,5
2020-03-02,3
2020-03-03,2
2020-03-04,4
2020-03-05,7
2020-03-06,-10
2020-03-07,8
2020-03-08,9
2020-03-09,5
2020-03-10,5
2020-03-11,4
2020-03-12,4
2020-03-13,5
2020-03-14,0
2020-03-15,5
2020-03-16,4
2020-03-17,-6
2020-03-18,-6
2020-03-19,-12
2020-03-20,-24
2020-03-21,-25
2020-03-22,-25
2020-03-23,-31
2020-03-24,-35
2020-03-25,-53
2020-03-26,-73
2020-03-27,-71
2020-03-28,-71
2020-03-29,-68
2020-03-30,-69
2020-03-31,-67
2020-04-01,-67
2020-04-02,-70
2020-04-03,-70
2020-04-04,-69
2020-04-05,-67
2020-04-06,-71
2020-04-07,-72
2020-04-08,-73
2020-04-09,-75
2020-04-10,-77
2020-04-11,-76
2020-04-12,-73
2020-04-13,-74
2020-04-14,-75
2020-04-15,-75
2020-04-16,-74
2020-04-17,-75
2020-04-18,-75
2020-04-19,-72
2020-04-20,-74
2020-04-21,-73
2020-04-22,-73
2020-04-23,-73
2020-04-24,-73
2020-04-25,-75
2020-04-26,-73
2020-04-27,-73
2020-04-28,-72
2020-04-29,-71
2020-04-30,-71
2020-05-01,-74
2020-05-02,-72
2020-05-03,-67
2020-05-04,-68
2020-05-05,-68
2020-05-06,-68
2020-05-07,-66
2020-05-08,-67
2020-05-09,-64
2020-05-10,-57
2020-05-11,-58
2020-05-12,-56
2020-05-13,-59
2020-05-14,-57
2020-05-15,-59
2020-05-16,-55
2020-05-17,-53
2020-05-18,-54
2020-05-19,-53
2020-05-20,-57
2020-05-21,-63
2020-05-22,-52
2020-05-23,-51
2020-05-24,-46
2020-05-25,-62
2020-05-26,-65
2020-05-27,-68
2020-05-28,-59
2020-05-29,-60
2020-05-30,-56
2020-05-31,-47
2020-06-01,-47
2020-06-02,-47
2020-06-03,-47
2020-06-04,-50
2020-06-05,-50
2020-06-06,-46
2020-06-07,-40
2020-06-08,-43
2020-06-09,-44
2020-06-10,-44
2020-06-11,-45
2020-06-12,-52
2020-06-13,-50
2020-06-14,-40
2020-06-15,-43
2020-06-16,-44
2020-06-17,-53
2020-06-18,-49
2020-06-19,-51
2020-06-20,-45
2020-06-21,-43
2020-06-22,-43
2020-06-23,-43
2020-06-24,-43
2020-06-25,-44
2020-06-26,-47
2020-06-27,-45
2020-06-28,-42
2020-06-29,-40
2020-06-30,-40
2020-07-01,-41
2020-07-02,-39
2020-07-03,-41
2020-07-04,-38
2020-07-05,-33
2020-07-06,-34
2020-07-07,-33
2020-07-08,-35
2020-07-09,-36
2020-07-10,-36
2020-07-11,-38
2020-07-12,-34
2020-07-13,-31
2020-07-14,-31
2020-07-15,-31
2020-07-16,-29
2020-07-17,-32
2020-07-18,-29
2020-07-19,-27
2020-07-20,-33
2020-07-21,-37
2020-07-22,-28
2020-07-23,-26
2020-07-24,-24
2020-07-25,-22
2020-07-26,-19
2020-07-27,-22
2020-07-28,-19
2020-07-29,-15
2020-07-30,-12
2020-07-31,-5
2020-08-01,-52
2020-08-02,-42
2020-08-03,-39
2020-08-04,-35
2020-08-05,-30
2020-08-06,-28
2020-08-07,-28
2020-08-08,-22
2020-08-09,-18
2020-08-10,-18
2020-08-11,-23
2020-08-12,-19
