dates,count_medicalconditionincident_covid_19_patientinicu
2020-04-01,215
2020-04-02,219
2020-04-03,245
2020-04-04,245
2020-04-05,244
2020-04-06,250
2020-04-07,243
2020-04-08,267
2020-04-09,266
2020-04-10,261
2020-04-11,245
2020-04-12,243
2020-04-13,239
2020-04-14,243
2020-04-15,232
2020-04-16,238
2020-04-17,227
2020-04-18,208
2020-04-19,204
2020-04-20,194
2020-04-21,196
2020-04-22,176
2020-04-23,169
2020-04-24,156
2020-04-25,148
2020-04-26,145
2020-04-27,140
2020-04-28,136
2020-04-29,131
2020-04-30,128
2020-05-01,124
2020-05-02,114
2020-05-03,114
2020-05-04,111
2020-05-05,104
2020-05-06,97
2020-05-07,92
2020-05-08,81
2020-05-09,79
2020-05-10,72
2020-05-11,68
2020-05-12,59
2020-05-13,55
2020-05-14,54
2020-05-15,47
2020-05-16,50
2020-05-17,48
2020-05-18,45
2020-05-19,39
2020-05-20,37
2020-05-21,32
2020-05-22,31
2020-05-23,28
2020-05-24,29
2020-05-25,31
2020-05-26,32
2020-05-27,32
2020-05-28,30
2020-05-29,25
2020-05-30,23
2020-05-31,27
2020-06-01,29
2020-06-02,26
2020-06-03,21
2020-06-04,22
2020-06-05,20
2020-06-06,17
2020-06-07,17
2020-06-08,17
2020-06-09,19
2020-06-10,17
2020-06-11,14
2020-06-12,9
2020-06-13,10
2020-06-14,12
2020-06-15,15
2020-06-16,12
2020-06-17,11
2020-06-18,8
2020-06-19,7
2020-06-20,8
2020-06-21,8
2020-06-22,10
2020-06-23,11
2020-06-24,11
2020-06-25,11
2020-06-26,10
2020-06-27,10
2020-06-28,9
2020-06-29,8
2020-06-30,6
2020-07-01,9
2020-07-02,7
2020-07-03,7
2020-07-04,8
2020-07-05,10
2020-07-06,11
2020-07-07,10
2020-07-08,11
2020-07-09,12
2020-07-10,9
2020-07-11,9
2020-07-12,10
2020-07-13,8
2020-07-14,9
2020-07-15,10
2020-07-16,11
2020-07-17,11
2020-07-18,11
2020-07-19,14
2020-07-20,16
2020-07-21,18
2020-07-22,18
2020-07-23,15
2020-07-24,17
2020-07-25,16
2020-07-26,15
2020-07-27,16
2020-07-28,15
2020-07-29,20
2020-07-30,18
2020-07-31,16
2020-08-01,19
2020-08-02,20
2020-08-03,21
2020-08-04,23
2020-08-05,25
2020-08-06,25
2020-08-07,25
2020-08-08,24
2020-08-09,22
2020-08-10,24
2020-08-11,25
2020-08-12,25
2020-08-13,22
2020-08-14,19
2020-08-15,21
2020-08-16,19
2020-08-17,23
2020-08-18,19
2020-08-19,20
2020-08-20,21
2020-08-21,22
2020-08-22,22
2020-08-23,23
2020-08-24,23
2020-08-25,23
2020-08-26,23
2020-08-27,24
2020-08-28,27
2020-08-29,30
2020-08-30,30
2020-08-31,31
2020-09-01,30
