dates,count_medicalconditionincident_covid_19_patienthospitalized
2020-04-01,1071
2020-04-02,1042
2020-04-03,1074
2020-04-04,1071
2020-04-05,956
2020-04-06,1074
2020-04-07,1100
2020-04-08,1096
2020-04-09,1086
2020-04-10,1032
2020-04-11,1035
2020-04-12,1035
2020-04-13,981
2020-04-14,1002
2020-04-15,1001
2020-04-16,967
2020-04-17,909
2020-04-18,855
2020-04-19,817
2020-04-20,805
2020-04-21,756
2020-04-22,700
2020-04-23,677
2020-04-24,651
2020-04-25,608
2020-04-26,594
2020-04-27,579
2020-04-28,561
2020-04-29,517
2020-04-30,500
2020-05-01,472
2020-05-02,428
2020-05-03,422
2020-05-04,420
2020-05-05,418
2020-05-06,418
2020-05-07,360
2020-05-08,339
2020-05-09,309
2020-05-10,291
2020-05-11,279
2020-05-12,264
2020-05-13,243
2020-05-14,234
2020-05-15,212
2020-05-16,208
2020-05-17,197
2020-05-18,196
2020-05-19,182
2020-05-20,174
2020-05-21,188
2020-05-22,159
2020-05-23,144
2020-05-24,137
2020-05-25,139
2020-05-26,127
2020-05-27,116
2020-05-28,107
2020-05-29,103
2020-05-30,98
2020-05-31,97
2020-06-01,97
2020-06-02,88
2020-06-03,87
2020-06-04,87
2020-06-05,75
2020-06-06,72
2020-06-07,69
2020-06-08,82
2020-06-09,84
2020-06-10,80
2020-06-11,81
2020-06-12,69
2020-06-13,72
2020-06-14,69
2020-06-15,79
2020-06-16,78
2020-06-17,71
2020-06-18,72
2020-06-19,75
2020-06-20,74
2020-06-21,69
2020-06-22,69
2020-06-23,68
2020-06-24,70
2020-06-25,71
2020-06-26,70
2020-06-27,71
2020-06-28,71
2020-06-29,74
2020-06-30,64
2020-07-01,74
2020-07-02,69
2020-07-03,72
2020-07-04,68
2020-07-05,72
2020-07-06,78
2020-07-07,91
2020-07-08,77
2020-07-09,78
2020-07-10,80
2020-07-11,77
2020-07-12,83
2020-07-13,82
2020-07-14,83
2020-07-15,96
2020-07-16,94
2020-07-17,99
2020-07-18,98
2020-07-19,99
2020-07-20,112
2020-07-21,114
2020-07-22,111
2020-07-23,102
2020-07-24,103
2020-07-25,101
