dates,incrementalcount_medicaltest_conditioncovid_19
2021-03-16,47064
2021-03-17,58752
2021-03-18,35943
2021-03-19,45963
2021-03-20,43807
2021-03-21,26304
2021-03-22,37582
2021-03-23,50125
2021-03-24,49788
2021-03-25,53162
2021-03-26,51619
2021-03-27,45881
2021-03-28,30638
2021-03-29,39042
2021-03-30,48287
2021-03-31,45714
2021-04-01,54766
2021-04-02,41406
2021-04-03,36045
2021-04-04,33881
2021-04-05,38347
2021-04-06,49759
2021-04-07,53457
2021-04-08,54253
2021-04-09,48180
2021-04-10,43707
2021-04-11,30918
2021-04-12,34434
2021-04-13,50641
2021-04-14,44286
2021-04-15,48728
2021-04-16,50098
2021-04-17,44955
2021-04-18,31280
2021-04-19,37267
2021-04-20,48107
2021-04-21,47048
2021-04-22,55681
2021-04-23,41559
2021-04-24,42263
2021-04-25,32525
2021-04-26,36867
2021-04-27,51895
2021-04-28,41057
2021-04-29,55483
2021-04-30,51664
2021-05-01,41722
2021-05-02,32389
2021-05-03,35713
2021-05-04,51536
2021-05-05,51176
2021-05-06,50122
2021-05-07,46635
2021-05-08,44705
2021-05-09,30249
2021-05-10,31963
2021-05-11,45090
2021-05-12,38640
2021-05-13,21713
2021-05-14,15945
2021-05-15,22519
2021-05-16,27640
2021-05-17,36988
2021-05-18,43504
2021-05-19,53158
2021-05-20,55741
2021-05-21,71775
2021-05-22,41765
2021-05-23,53679
2021-05-24,54406
2021-05-25,61861
2021-05-26,56318
2021-05-27,62386
2021-05-28,73092
2021-05-29,71834
2021-05-30,52132
2021-05-31,53491
2021-06-01,51600
2021-06-02,49731
2021-06-03,58367
2021-06-04,65207
2021-06-05,56772
2021-06-06,49240
2021-06-07,51495
2021-06-08,69184
2021-06-09,70533
2021-06-10,69037
2021-06-11,74144
2021-06-12,63164
2021-06-13,48350
2021-06-14,52713
2021-06-15,59153
2021-06-16,42072
2021-06-17,79322
2021-06-18,73805
2021-06-19,75605
2021-06-20,60229
2021-06-21,62361
2021-06-22,70742
2021-06-23,74391
2021-06-24,90503
2021-06-25,95451
2021-06-26,98274
2021-06-27,79533
2021-06-28,80308
2021-06-29,103265
2021-06-30,100313
2021-07-01,98572
2021-07-02,102765
2021-07-03,110983
2021-07-04,86292
2021-07-05,92398
2021-07-06,136765
2021-07-07,141957
2021-07-08,135936
2021-07-09,142005
2021-07-10,145294
2021-07-11,128055
2021-07-12,123317
2021-07-13,159354
2021-07-14,172859
2021-07-15,185321
2021-07-16,179216
2021-07-17,188551
2021-07-18,138175
2021-07-19,127461
2021-07-20,114674
2021-07-21,116232
2021-07-22,228702
2021-07-23,202385
2021-07-24,179953
2021-07-25,124139
2021-07-26,121266
2021-07-27,180202
2021-07-28,185181
2021-07-29,173464
2021-07-30,164999
2021-07-31,150222
2021-08-01,112661
2021-08-02,106785
2021-08-03,151712
2021-08-04,148812
2021-08-05,153917
2021-08-06,148980
2021-08-07,144055
2021-08-08,102565
2021-08-09,99387
2021-08-10,146150
2021-08-11,135459
2021-08-12,136252
2021-08-13,146481
2021-08-14,126416
2021-08-15,89768
2021-08-16,78377
2021-08-17,101426
2021-08-18,78626
2021-08-19,115108
2021-08-20,113847
2021-08-21,116306
2021-08-22,85216
2021-08-23,74324
2021-08-24,123844
2021-08-25,146788
2021-08-26,128623
2021-08-27,107521
2021-08-28,104314
2021-08-29,92531
2021-08-30,78055
2021-08-31,130524
2021-09-01,134079
2021-09-02,128853
2021-09-03,128343
2021-09-04,128302
2021-09-05,104944
2021-09-06,96507
2021-09-07,310931
2021-09-08,145660
2021-09-09,148458
2021-09-10,149780
2021-09-11,143135
2021-09-12,124016
2021-09-13,120529
2021-09-14,185722
2021-09-15,153493
2021-09-16,54766
2021-09-17,293454
2021-09-18,201138
2021-09-19,133765
2021-09-20,150714
2021-09-21,176440
2021-09-22,185396
2021-09-23,173914
2021-09-24,172973
2021-09-25,181861
2021-09-26,148743
2021-09-29,197310
2021-09-30,193809
2021-10-01,171146
2021-10-02,159999
2021-10-03,160640
2021-10-04,146708
2021-10-05,176723
2021-10-06,190230
2021-10-07,181122
2021-10-08,181510
2021-10-09,182910
2021-10-10,144670
2021-10-11,151970
2021-10-12,190403
2021-10-13,181176
2021-10-14,165707
2021-10-15,180420
2021-10-16,180230
2021-10-17,146960
2021-10-18,145729
2021-10-19,175456
2021-10-20,156346
2021-10-21,148492
2021-10-22,165247
2021-10-23,161864
2021-10-24,134282
2021-10-25,137617
2021-10-26,178077
2021-10-27,183819
2021-10-28,164229
2021-10-29,160741
2021-10-30,156340
2021-10-31,126954
2021-11-01,137373
2021-11-02,175424
2021-11-03,167671
2021-11-04,184207
2021-11-05,149392
2021-11-06,176845
2021-11-07,148161
2021-11-08,130191
2021-11-09,173067
2021-11-10,192562
2021-11-11,176934
2021-11-12,155233
2021-11-13,184695
2021-11-14,155301
2021-11-15,167949
2021-11-16,195581
2021-11-17,193830
2021-11-18,188928
2021-11-19,183797
2021-11-20,186231
2021-11-21,153816
2021-11-22,166685
2021-11-23,193920
2021-11-24,200412
2021-11-25,199759
2021-11-26,187293
2021-11-27,192919
2021-11-28,155396
2021-11-29,176381
2021-11-30,200899
2021-12-01,199375
2021-12-02,199658
2021-12-03,194099
2021-12-04,196386
2021-12-05,158609
2021-12-06,200460
2021-12-07,281032
2021-12-08,282985
2021-12-09,267119
2021-12-10,228725
2021-12-11,205447
2021-12-12,168447
2021-12-13,177759
2021-12-14,203892
2021-12-15,213858
2021-12-16,211111
2021-12-17,214267
2021-12-18,216405
2021-12-19,121461
2021-12-20,142020
2021-12-21,222546
2021-12-22,215395
2021-12-23,207437
2021-12-24,184552
2021-12-25,149285
2021-12-26,119792
2021-12-27,164005
2021-12-28,176854
2021-12-29,163611
2021-12-30,163035
2021-12-31,149670
2022-01-01,128197
2022-01-02,141810
2022-01-03,209567
2022-01-04,232746
2022-01-05,217304
2022-01-06,208788
2022-01-07,198487
2022-01-08,177701
2022-01-09,177213
2022-01-10,181426
2022-01-11,203706
2022-01-12,198636
2022-01-13,195527
2022-01-14,198375
2022-01-15,196420
2022-01-16,166505
2022-01-17,178283
2022-01-18,194308
2022-01-19,152016
2022-01-20,183531
2022-01-21,200180
2022-01-22,194500
2022-01-23,163826
2022-01-24,175763
2022-01-25,176407
2022-01-26,244413
2022-01-27,236651
2022-01-28,258145
2022-01-29,261050
2022-01-30,205803
2022-01-31,202393
2022-02-01,235905
2022-02-02,226958
2022-02-03,307987
2022-02-04,312977
2022-02-05,306242
2022-02-06,265559
2022-02-07,180967
2022-02-08,284638
2022-02-09,245825
2022-02-10,238688
2022-02-11,226502
2022-02-12,321145
2022-02-13,272493
2022-02-14,273914
2022-02-15,358270
2022-02-16,348080
2022-02-17,344393
2022-02-18,307607
2022-02-19,309155
2022-02-20,265769
2022-02-21,243226
2022-02-22,326422
2022-02-23,309488
2022-02-24,288027
2022-02-25,275753
2022-02-26,293186
2022-02-27,194731
2022-02-28,137569
2022-03-01,202005
2022-03-02,260074
2022-03-03,213765
2022-03-04,193981
2022-03-05,216438
2022-03-06,205542
2022-03-07,215396
2022-03-08,227256
2022-03-09,184324
2022-03-10,137764
2022-03-11,79781
2022-03-12,99218
2022-03-13,100178
2022-03-14,119807
2022-03-15,148036
2022-03-16,132159
2022-03-17,125003
2022-03-18,115503
2022-03-19,99721
2022-03-20,77290
2022-03-21,103179
