dates,incrementalcount_medicaltest_conditioncovid_19
2020-05-14,4930
2020-05-15,4074
2020-05-16,4712
2020-05-17,3760
2020-05-18,3838
2020-05-19,4382
2020-05-20,3618
2020-05-21,4757
2020-05-22,3888
2020-05-23,3195
2020-05-24,2935
2020-05-25,2723
2020-05-26,2395
2020-05-27,2738
2020-05-28,3396
2020-05-29,4011
2020-05-30,3661
2020-05-31,3349
2020-06-01,3664
2020-06-02,3325
2020-06-03,2934
2020-06-04,2721
2020-06-05,2894
2020-06-06,2724
2020-06-07,3661
2020-06-08,2999
2020-06-09,3218
2020-06-10,2871
2020-06-11,2771
2020-06-12,2985
2020-06-13,2159
2020-06-14,2324
2020-06-15,2775
2020-06-16,2755
2020-06-17,2885
2020-06-18,3298
2020-06-19,3087
2020-06-20,2224
2020-06-21,2742
2020-06-22,3216
2020-06-23,3645
2020-06-24,3985
2020-06-25,3286
2020-06-26,3774
2020-06-27,3240
2020-06-28,3814
2020-06-29,3504
2020-06-30,4045
2020-07-01,4150
2020-07-02,4312
2020-07-03,4149
2020-07-04,3443
2020-07-05,3043
2020-07-06,3351
2020-07-07,4195
2020-07-08,4344
2020-07-09,5011
2020-07-10,4121
2020-07-11,2495
2020-07-12,3835
2020-07-13,4086
2020-07-14,3721
2020-07-15,4041
2020-07-16,4341
2020-07-17,3445
2020-07-18,4370
2020-07-19,2009
2020-07-20,3355
2020-07-21,4157
2020-07-22,4139
2020-07-23,3808
2020-07-24,4603
2020-07-25,3909
2020-07-26,2418
2020-07-27,3828
2020-07-28,4732
2020-07-29,4059
2020-07-30,3811
2020-07-31,2920
2020-08-01,2432
2020-08-02,2041
2020-08-03,2038
2020-08-04,2452
2020-08-05,4550
2020-08-06,3599
2020-08-07,4086
2020-08-08,2844
2020-08-09,3223
2020-08-10,3450
2020-08-11,3658
2020-08-12,4397
2020-08-13,4147
2020-08-14,4576
2020-08-15,3356
2020-08-16,2863
2020-08-17,4334
2020-08-18,5306
2020-08-19,4811
2020-08-20,4337
