dates,incrementalcount_medicaltest_conditioncovid_19
2020-02-27,9
2020-02-28,358
2020-02-29,15
2020-03-01,16
2020-03-02,26
2020-03-03,51
2020-03-04,85
2020-03-05,80
2020-03-06,105
2020-03-07,20
2020-03-08,14
2020-03-09,122
2020-03-10,128
2020-03-11,163
2020-03-12,349
2020-03-13,409
2020-03-14,595
2020-03-15,644
2020-03-16,868
2020-03-17,1136
2020-03-18,1025
2020-03-19,775
2020-03-20,1286
2020-03-21,1603
2020-03-22,1048
2020-03-23,1316
2020-03-24,1582
2020-03-25,1848
2020-03-26,1837
2020-03-27,2004
2020-03-28,1205
2020-03-29,587
2020-03-30,1084
2020-03-31,1131
2020-04-01,1611
2020-04-02,2331
2020-04-03,1691
2020-04-04,3224
2020-04-05,1647
2020-04-06,1971
2020-04-07,2167
2020-04-08,3295
2020-04-09,2549
2020-04-10,3287
2020-04-11,1318
2020-04-12,1589
2020-04-13,920
2020-04-14,1225
2020-04-15,2492
2020-04-16,3507
2020-04-17,2710
2020-04-18,3692
2020-04-19,2362
2020-04-20,1844
2020-04-21,3620
2020-04-22,4202
2020-04-23,3664
2020-04-24,4280
2020-04-25,3141
2020-04-26,2485
2020-04-27,2440
2020-04-28,3788
2020-04-29,4450
2020-04-30,4179
2020-05-01,3375
2020-05-02,1483
2020-05-03,1649
2020-05-04,1767
2020-05-05,3771
2020-05-06,3808
2020-05-07,3832
2020-05-08,3322
2020-05-09,2810
2020-05-10,1819
2020-05-11,2208
2020-05-12,4055
2020-05-13,4011
2020-05-14,3896
2020-05-15,4353
2020-05-16,3450
2020-05-17,2312
2020-05-18,2360
2020-05-19,4946
2020-05-20,3696
2020-05-21,2965
2020-05-22,2216
2020-05-23,2630
2020-05-24,1554
2020-05-25,1744
2020-05-26,3638
2020-05-27,2971
2020-05-28,2983
2020-05-29,2804
2020-05-30,1945
2020-05-31,1295
2020-06-01,1685
2020-06-02,2875
2020-06-03,2860
2020-06-04,2798
2020-06-05,2321
2020-06-06,2042
2020-06-07,962
2020-06-08,1842
2020-06-09,2950
2020-06-10,2956
2020-06-11,2973
2020-06-12,2496
2020-06-13,1553
2020-06-14,826
2020-06-15,1899
2020-06-16,2991
2020-06-17,2730
2020-06-18,2069
2020-06-19,1440
2020-06-20,747
2020-06-21,687
2020-06-22,1604
2020-06-23,2635
2020-06-24,2330
2020-06-25,2693
2020-06-26,2176
2020-06-27,1556
2020-06-28,965
2020-06-29,1696
2020-06-30,2834
2020-07-01,2776
2020-07-02,3769
2020-07-03,3240
2020-07-04,2645
2020-07-05,1314
2020-07-06,2239
2020-07-07,4548
2020-07-08,4400
2020-07-09,4876
2020-07-10,4389
2020-07-11,3296
2020-07-12,2332
2020-07-13,3102
2020-07-14,5351
2020-07-15,5431
2020-07-16,4972
2020-07-17,5108
2020-07-18,4131
2020-07-19,2136
2020-07-20,3296
2020-07-21,5462
2020-07-22,5042
2020-07-23,5477
2020-07-24,4752
2020-07-25,3760
2020-07-26,2285
2020-07-27,3403
2020-07-28,5743
2020-07-29,5539
2020-07-30,5635
2020-07-31,5555
2020-08-01,4198
2020-08-02,4568
2020-08-03,5250
2020-08-04,6819
2020-08-05,8536
2020-08-06,7097
2020-08-07,8815
2020-08-08,6327
2020-08-09,5942
2020-08-10,7260
2020-08-11,10638
2020-08-12,11597
2020-08-13,12107
2020-08-14,9621
2020-08-15,10354
2020-08-16,10958
2020-08-17,10919
2020-08-18,12879
2020-08-19,17142
2020-08-20,15969
2020-08-21,16150
2020-08-22,12831
2020-08-23,12725
2020-08-24,14506
2020-08-25,16150
2020-08-26,17490
2020-08-27,17326
2020-08-28,14166
2020-08-29,15175
2020-08-30,13341
2020-08-31,13116
2020-09-01,14797
2020-09-02,17899
2020-09-03,16872
2020-09-04,16079
2020-09-05,14169
2020-09-06,9530
2020-09-07,7288
2020-09-08,12053
2020-09-09,14213
2020-09-10,13000
2020-09-11,14441
2020-09-12,10330
2020-09-13,8400
2020-09-14,9184
2020-09-15,13585
2020-09-16,17146
2020-09-17,18415
2020-09-18,16891
2020-09-19,12256
2020-09-20,10322
2020-09-21,8746
2020-09-22,14194
2020-09-23,13652
2020-09-24,16563
2020-09-25,14512
2020-09-26,14760
2020-09-27,8978
2020-09-28,11263
2020-09-29,11771
2020-09-30,15401
2020-10-01,12134
2020-10-02,12512
2020-10-03,12108
2020-10-04,9854
2020-10-05,11413
2020-10-06,15492
2020-10-07,17602
2020-10-08,17228
2020-10-09,17262
2020-10-10,14774
2020-10-11,9812
2020-10-12,13285
2020-10-13,17349
2020-10-14,17602
2020-10-15,17031
2020-10-16,14710
2020-10-17,11610
2020-10-18,8424
2020-10-19,11089
2020-10-20,16364
2020-10-21,17648
2020-10-22,17457
2020-10-23,16372
2020-10-24,11629
2020-10-25,7203
2020-10-26,11894
2020-10-27,18584
2020-10-28,16275
2020-10-29,15077
2020-10-30,12349
2020-10-31,8858
2020-11-01,5984
2020-11-02,9755
2020-11-03,16077
2020-11-04,17293
2020-11-05,15315
2020-11-06,15128
2020-11-07,9833
2020-11-08,5786
2020-11-09,11753
2020-11-10,16694
2020-11-11,16387
2020-11-12,15852
2020-11-13,13392
2020-11-14,10836
2020-11-15,6648
2020-11-16,12667
2020-11-17,18246
2020-11-18,17093
2020-11-19,16789
2020-11-20,17748
2020-11-21,13047
2020-11-22,8718
2020-11-23,14688
2020-11-24,20984
2020-11-25,23296
2020-11-26,21928
2020-11-27,21658
2020-11-28,16298
2020-11-29,13935
2020-11-30,14556
2020-12-01,20889
2020-12-02,23756
2020-12-03,21894
2020-12-04,21704
2020-12-05,17866
2020-12-06,11462
2020-12-07,15644
2020-12-08,21190
2020-12-09,21645
2020-12-10,18679
2020-12-11,19191
2020-12-12,13877
2020-12-13,10414
2020-12-14,15189
2020-12-15,22630
2020-12-16,18572
2020-12-17,20440
2020-12-18,19754
2020-12-19,15100
2020-12-20,11966
2020-12-21,15149
2020-12-22,22266
2020-12-23,21217
2020-12-24,11339
2020-12-25,6857
2020-12-26,6415
2020-12-27,7345
2020-12-28,11585
2020-12-29,15715
2020-12-30,14322
2020-12-31,11974
2021-01-01,6829
2021-01-02,7017
2021-01-03,6495
2021-01-04,10678
2021-01-05,14981
2021-01-06,10861
2021-01-07,8976
2021-01-08,13740
2021-01-09,10979
2021-01-10,6501
2021-01-11,9375
2021-01-12,14430
2021-01-13,12971
2021-01-14,11127
2021-01-15,11189
2021-01-16,9323
2021-01-17,5160
2021-01-18,9367
2021-01-19,16872
2021-01-20,15794
2021-01-21,15746
2021-01-22,16859
2021-01-23,11627
2021-01-24,8716
2021-01-25,11362
2021-01-26,20056
2021-01-27,16789
2021-01-28,16570
2021-01-29,18667
2021-01-30,12391
2021-01-31,10583
2021-02-01,12904
2021-02-02,19672
2021-02-03,22844
2021-02-04,19448
2021-02-05,18024
2021-02-06,14201
2021-02-07,9095
2021-02-08,14031
2021-02-09,21939
2021-02-10,20690
2021-02-11,18768
2021-02-12,18433
2021-02-13,12932
2021-02-14,9916
2021-02-15,15047
2021-02-16,21948
2021-02-17,20831
2021-02-18,21616
2021-02-19,19672
2021-02-20,16123
2021-02-21,11944
2021-02-22,21503
2021-02-23,23014
2021-02-24,21906
2021-02-25,22370
2021-02-26,22189
2021-02-27,17789
2021-02-28,9902
2021-03-01,18355
2021-03-02,26550
2021-03-03,23809
2021-03-04,23734
2021-03-05,23036
2021-03-06,19597
2021-03-07,13329
2021-03-08,21635
2021-03-09,23745
2021-03-10,24409
2021-03-11,24562
2021-03-12,22295
2021-03-13,18510
2021-03-14,15356
2021-03-15,18210
2021-03-16,29233
2021-03-17,25228
2021-03-18,23215
2021-03-19,22845
2021-03-20,16822
2021-03-21,11691
2021-03-22,18883
2021-03-23,26958
2021-03-24,22244
2021-03-25,22482
2021-03-26,21311
2021-03-27,15612
2021-03-28,10351
2021-03-29,18258
2021-03-30,24331
2021-03-31,25589
2021-04-01,20672
2021-04-02,17648
2021-04-03,9811
2021-04-04,10252
2021-04-05,10642
2021-04-06,20550
2021-04-07,22889
2021-04-08,21283
2021-04-09,20665
2021-04-10,17227
2021-04-11,8796
2021-04-12,16248
2021-04-13,23563
2021-04-14,18041
2021-04-15,19689
2021-04-16,17111
2021-04-17,10836
2021-04-18,10184
2021-04-19,18542
2021-04-20,20528
2021-04-21,18732
2021-04-22,20508
2021-04-23,17681
2021-04-24,12662
2021-04-25,8909
2021-04-26,16402
2021-04-27,21938
2021-04-28,24005
2021-04-29,18767
2021-04-30,18610
2021-05-01,11515
2021-05-02,9296
2021-05-03,18462
2021-05-04,24914
2021-05-05,23581
2021-05-06,22103
2021-05-07,20983
2021-05-08,14083
2021-05-09,10249
2021-05-10,15239
2021-05-11,25391
2021-05-12,22324
2021-05-13,17632
2021-05-14,13195
2021-05-15,12911
2021-05-16,9494
2021-05-17,12120
2021-05-18,25209
2021-05-19,24212
2021-05-20,18745
2021-05-21,18759
2021-05-22,12945
2021-05-23,9006
2021-05-24,15378
2021-05-25,23185
2021-05-26,24465
2021-05-27,19661
2021-05-28,18971
2021-05-29,12336
2021-05-30,8763
2021-05-31,13266
2021-06-01,22380
2021-06-02,26387
2021-06-03,17462
