dates,incrementalcount_vaccine_covid_19_administered
2021-12-27,2413
2021-12-28,52333
2021-12-31,71998
2022-01-01,89046
2022-01-04,242
2022-01-05,14263
2022-01-06,151516
2022-01-19,64728
2022-01-20,54489
2022-01-26,53428
2022-01-27,37696
2022-01-28,38983
2022-01-29,43001
2022-01-30,39595
2022-01-31,102135
2022-02-01,10241
2022-02-02,20953
2022-02-03,23714
2022-02-04,115882
2022-02-05,39233
2022-02-08,54757
2022-02-09,16828
2022-02-10,15296
2022-02-11,15466
2022-02-12,14950
2022-02-13,12083
2022-02-14,2862
2022-02-15,950
2022-02-16,11042
2022-02-17,12198
2022-02-18,10838
2022-02-19,8135
2022-02-20,8467
2022-02-21,2271
2022-02-22,1308
2022-02-23,7505
2022-02-24,6425
2022-03-01,1198
2022-03-02,6604
2022-03-03,5634
2022-03-04,5033
2022-03-07,1737
2022-03-08,1006
2022-03-09,5922
