dates,count_medicalconditionincident_covid_19_patienthospitalized
2020-03-21,0
2020-03-25,82
2020-03-26,96
2020-03-27,108
2020-03-28,112
2020-03-29,134
2020-03-30,143
2020-03-31,137
2020-04-01,159
2020-04-02,160
2020-04-03,180
2020-04-04,187
2020-04-05,209
2020-04-06,228
2020-04-07,231
2020-04-08,239
2020-04-09,244
2020-04-10,236
2020-04-11,235
2020-04-12,235
2020-04-13,230
2020-04-14,232
2020-04-15,226
2020-04-16,215
2020-04-17,208
2020-04-18,199
2020-04-19,192
2020-04-20,209
2020-04-21,202
2020-04-22,199
2020-04-23,206
2020-04-24,199
2020-04-25,190
2020-04-26,189
2020-04-27,187
2020-04-28,200
2020-04-29,208
2020-04-30,187
2020-05-01,185
2020-05-02,182
2020-05-03,185
2020-05-04,197
2020-05-05,195
2020-05-06,188
2020-05-07,174
2020-05-08,169
2020-05-09,161
2020-05-10,162
2020-05-11,161
2020-05-12,152
2020-05-13,157
2020-05-14,143
2020-05-15,118
2020-05-16,120
2020-05-17,118
2020-05-18,117
2020-05-19,112
2020-05-20,118
2020-05-21,110
2020-05-22,113
2020-05-23,104
2020-05-24,106
2020-05-25,104
2020-05-26,95
2020-05-27,87
2020-05-28,83
2020-05-29,74
2020-05-30,71
2020-05-31,68
2020-06-01,68
2020-06-02,62
2020-06-03,51
2020-06-04,50
2020-06-05,51
2020-06-06,39
2020-06-07,40
2020-06-08,38
2020-06-09,28
2020-06-10,28
2020-06-11,25
2020-06-12,23
2020-06-13,26
2020-06-14,26
2020-06-15,22
2020-06-16,22
2020-06-17,26
2020-06-22,21
2020-06-24,22
2020-06-26,24
2020-06-29,23
2020-07-01,24
2020-07-03,20
2020-07-06,19
2020-07-08,19
2020-07-10,6
2020-07-13,8
2020-07-15,7
2020-07-17,6
2020-07-20,6
2020-07-22,4
2020-07-24,4
2020-07-27,5
2020-07-29,4
2020-07-31,8
2020-08-03,9
2020-08-04,6
2020-08-05,6
2020-08-07,3
2020-08-10,5
2020-08-12,7
2020-08-14,6
2020-08-17,5
2020-08-19,8
2020-08-21,11
2020-08-24,12
2020-08-26,5
2020-08-28,11
2020-08-31,10
2020-09-02,9
2020-09-04,14
2020-09-07,16
2020-09-09,6
2020-09-11,8
2020-09-14,10
2020-09-16,14
2020-09-18,16
2020-09-21,19
2020-09-23,22
2020-09-25,21
2020-09-28,22
2020-09-30,19
2020-10-02,21
2020-10-05,28
2020-10-07,31
2020-10-09,37
2020-10-12,46
2020-10-14,48
2020-10-16,56
2020-10-19,62
2020-10-21,65
2020-10-23,70
2020-10-26,74
2020-10-28,65
2020-10-30,58
2020-11-02,70
2020-11-04,65
2020-11-06,68
2020-11-09,86
2020-11-11,73
2020-11-13,73
2020-11-16,80
2020-11-18,90
2020-11-20,104
2020-11-23,120
2020-11-25,134
2020-11-27,152
2020-11-30,175
2020-12-02,165
2020-12-04,141
2020-12-07,223
2020-12-08,240
2020-12-09,233
2020-12-10,244
2020-12-11,240
2020-12-14,276
2020-12-15,284
2020-12-16,268
2020-12-17,264
2020-12-18,263
2020-12-21,281
2020-12-22,273
2020-12-23,258
2020-12-28,237
2020-12-29,221
2020-12-30,211
2020-12-31,199
2021-01-04,210
2021-01-05,188
2021-01-07,186
2021-01-08,176
2021-01-11,166
2021-01-12,158
2021-01-13,150
2021-01-14,155
2021-01-15,145
2021-01-18,148
2021-01-19,141
2021-01-20,146
2021-01-21,148
2021-01-22,136
2021-01-25,131
2021-01-26,141
2021-01-27,148
2021-01-28,138
2021-01-29,126
2021-02-01,135
2021-02-02,141
2021-02-03,129
2021-02-04,128
2021-02-05,124
2021-02-08,125
2021-02-09,129
2021-02-10,118
2021-02-11,112
2021-02-12,109
2021-02-15,129
2021-02-16,122
2021-02-17,132
2021-02-18,137
2021-02-19,141
2021-02-22,170
2021-02-23,186
2021-02-24,193
2021-02-25,194
2021-02-26,210
2021-03-01,239
2021-03-02,247
2021-03-03,258
2021-03-04,245
2021-03-05,239
2021-03-08,251
2021-03-09,248
2021-03-10,256
2021-03-11,260
2021-03-12,264
2021-03-15,274
2021-03-16,283
2021-03-17,278
2021-03-18,275
2021-03-19,271
2021-03-22,306
2021-03-23,302
2021-03-24,295
2021-03-25,287
2021-03-26,313
2021-03-29,313
2021-03-30,304
2021-03-31,295
2021-04-01,264
2021-04-06,249
2021-04-07,250
2021-04-08,235
2021-04-09,224
2021-04-12,185
2021-04-13,182
2021-04-14,180
2021-04-15,161
2021-04-16,161
2021-04-19,166
2021-04-20,163
2021-04-21,142
2021-04-22,129
2021-04-23,132
2021-04-26,136
2021-04-27,132
2021-04-28,133
2021-04-29,125
2021-04-30,126
2021-05-03,120
2021-05-04,128
2021-05-05,130
2021-05-06,127
2021-05-07,133
2021-05-10,121
2021-05-11,114
2021-05-12,114
2021-05-14,122
2021-05-17,132
2021-05-18,137
2021-05-19,148
2021-05-20,135
2021-05-21,136
2021-05-24,118
2021-05-25,114
2021-05-26,101
2021-05-27,99
2021-05-28,107
2021-05-31,95
2021-06-02,79
2021-06-09,58
2021-06-16,43
2021-06-23,33
2021-06-24,33
2021-06-25,35
2021-06-26,35
2021-06-27,35
2021-06-28,29
2021-06-29,29
2021-06-30,38
2021-07-01,38
2021-07-02,40
2021-07-03,40
2021-07-04,39
2021-07-05,41
2021-07-06,41
2021-07-07,46
2021-07-08,46
2021-07-09,44
2021-07-10,44
2021-07-11,44
2021-07-12,44
2021-07-13,44
2021-07-14,44
2021-07-15,41
2021-07-16,44
2021-07-17,44
2021-07-18,44
2021-07-19,53
2021-07-20,54
2021-07-21,56
2021-07-22,55
2021-07-23,54
2021-07-24,54
2021-07-25,54
2021-07-26,53
2021-07-27,52
2021-07-28,57
2021-07-29,57
2021-07-30,65
2021-07-31,65
2021-08-01,65
2021-08-02,97
2021-08-03,97
2021-08-04,94
2021-08-05,94
2021-08-06,100
2021-08-07,100
2021-08-08,100
2021-08-09,93
2021-08-10,92
2021-08-11,83
2021-08-12,84
2021-08-13,88
2021-08-14,88
2021-08-15,88
2021-08-16,106
2021-08-17,104
2021-08-18,106
2021-08-19,105
2021-08-20,98
2021-08-21,98
2021-08-22,98
2021-08-23,101
2021-08-24,101
2021-08-25,99
2021-08-26,102
2021-08-27,94
2021-08-28,94
2021-08-29,94
2021-08-30,96
2021-08-31,97
2021-09-01,97
2021-09-02,99
2021-09-03,92
2021-09-04,91
2021-09-05,91
2021-09-06,101
2021-09-07,101
2021-09-08,98
2021-09-09,95
2021-09-10,93
2021-09-11,94
2021-09-12,95
2021-09-13,111
2021-09-14,111
2021-09-15,95
2021-09-16,96
2021-09-17,98
2021-09-18,98
2021-09-19,98
