dates,covid19mobilitytrend_grocerystoreandpharmacy
2020-02-15,-3
2020-02-16,-3
2020-02-17,-4
2020-02-18,-1
2020-02-19,-2
2020-02-20,0
2020-02-21,-7
2020-02-22,-7
2020-02-23,-17
2020-02-24,-4
2020-02-25,-3
2020-02-26,-2
2020-02-27,3
2020-02-28,-1
2020-02-29,3
2020-03-01,0
2020-03-02,-1
2020-03-03,1
2020-03-04,-2
2020-03-05,5
2020-03-06,-1
2020-03-07,2
2020-03-08,0
2020-03-09,-1
2020-03-10,1
2020-03-11,3
2020-03-12,2
2020-03-13,-2
2020-03-14,-1
2020-03-15,-3
2020-03-16,5
2020-03-17,8
2020-03-18,8
2020-03-19,5
2020-03-20,-3
2020-03-21,-4
2020-03-22,-11
2020-03-23,-3
2020-03-24,-3
2020-03-25,1
2020-03-26,5
2020-03-27,-3
2020-03-28,-3
2020-03-29,-8
2020-03-30,-3
2020-03-31,-1
2020-04-01,-1
2020-04-02,-1
2020-04-03,-6
2020-04-04,-5
2020-04-05,-12
2020-04-06,-3
2020-04-07,-8
2020-04-08,0
2020-04-09,3
2020-04-10,-13
2020-04-11,-6
2020-04-12,-28
2020-04-13,-19
2020-04-14,-9
2020-04-15,-5
2020-04-16,-5
2020-04-17,-19
2020-04-18,-25
2020-04-19,-20
2020-04-20,-12
2020-04-21,-12
2020-04-22,-12
2020-04-23,-12
2020-04-24,-13
2020-04-25,-15
2020-04-26,-19
2020-04-27,-14
2020-04-28,-14
2020-04-29,-17
2020-04-30,-8
2020-05-01,-23
2020-05-02,-18
2020-05-03,-21
2020-05-04,-14
2020-05-05,-14
2020-05-06,-11
2020-05-07,-7
2020-05-08,-12
2020-05-09,-11
2020-05-10,-16
2020-05-11,-11
2020-05-12,-9
2020-05-13,-8
2020-05-14,-6
2020-05-15,-10
2020-05-16,-9
2020-05-17,-14
2020-05-18,-7
2020-05-19,-12
2020-05-20,-5
2020-05-21,1
2020-05-22,-2
2020-05-23,6
2020-05-24,-10
2020-05-25,-11
2020-05-26,-2
2020-05-27,1
2020-05-28,2
2020-05-29,-3
2020-05-30,-1
2020-05-31,-4
2020-06-01,2
2020-06-02,3
2020-06-03,4
2020-06-04,8
2020-06-05,1
2020-06-06,2
2020-06-07,-2
2020-06-08,2
2020-06-09,1
2020-06-10,4
2020-06-11,5
2020-06-12,0
2020-06-13,2
2020-06-14,-2
2020-06-15,1
2020-06-16,3
2020-06-17,6
2020-06-18,4
2020-06-19,-1
2020-06-20,3
2020-06-21,-2
2020-06-22,3
2020-06-23,8
2020-06-24,11
2020-06-25,15
2020-06-26,10
2020-06-27,12
2020-06-28,7
2020-06-29,5
2020-06-30,8
2020-07-01,10
2020-07-02,13
2020-07-03,6
2020-07-04,8
2020-07-05,5
2020-07-06,8
2020-07-07,8
2020-07-08,7
2020-07-09,7
2020-07-10,-2
2020-07-11,3
2020-07-12,-1
2020-07-13,5
2020-07-14,4
2020-07-15,9
2020-07-16,10
2020-07-17,4
2020-07-18,8
2020-07-19,2
2020-07-20,5
2020-07-21,6
2020-07-22,8
2020-07-23,10
2020-07-24,6
