dates,count_medicalconditionincident_covid_19_patienthospitalized
2021-01-01,1780
2021-01-02,1819
2021-01-03,1826
2021-01-04,1895
2021-01-05,1905
2021-01-06,1861
2021-01-07,1771
2021-01-08,1642
2021-01-09,1600
2021-01-10,1576
2021-01-11,1638
2021-01-12,1617
2021-01-13,1507
2021-01-14,1489
2021-01-15,1446
2021-01-16,1368
2021-01-17,1354
2021-01-18,1367
2021-01-19,1402
2021-01-20,1371
2021-01-21,1326
2021-01-22,1330
2021-01-23,1302
2021-01-24,1327
2021-01-25,1378
2021-01-26,1362
2021-01-27,1302
2021-01-28,1256
2021-01-29,1226
2021-01-30,1259
2021-01-31,1243
2021-02-01,1280
2021-02-02,1288
2021-02-03,1233
2021-02-04,1171
2021-02-05,1148
2021-02-06,1095
2021-02-07,1106
2021-02-08,1128
2021-02-09,1122
2021-02-10,1115
2021-02-11,1105
2021-02-12,1073
2021-02-13,1032
2021-02-14,1041
2021-02-15,1086
2021-02-16,1105
2021-02-17,1118
2021-02-18,1110
2021-02-19,1128
2021-02-20,1059
2021-02-21,1051
2021-02-22,1068
2021-02-23,1124
2021-02-24,1069
2021-02-25,1090
2021-02-26,1055
2021-02-27,1040
2021-02-28,1049
2021-03-01,1094
2021-03-02,1163
2021-03-03,1114
2021-03-04,1099
2021-03-05,1072
2021-03-06,1041
2021-03-07,1026
2021-03-08,1054
2021-03-09,1123
2021-03-10,1093
2021-03-11,1068
2021-03-12,1066
2021-03-13,1069
2021-03-14,1111
2021-03-15,1178
2021-03-16,1184
2021-03-17,1165
2021-03-18,1164
2021-03-19,1195
2021-03-20,1201
2021-03-21,1222
2021-03-22,1290
2021-03-23,1304
2021-03-24,1274
2021-03-25,1310
2021-03-26,1334
2021-03-27,1328
2021-03-28,1324
2021-03-29,1390
2021-03-30,1438
2021-03-31,1385
2021-04-01,1387
2021-04-02,1375
2021-04-03,1370
2021-04-04,1355
2021-04-05,1371
2021-04-06,1451
2021-04-07,1515
2021-04-08,1461
2021-04-09,1429
2021-04-10,1417
2021-04-11,1434
2021-04-12,1473
2021-04-13,1453
2021-04-14,1410
2021-04-15,1386
2021-04-16,1375
2021-04-17,1345
2021-04-18,1367
2021-04-19,1423
2021-04-20,1515
2021-04-21,1495
2021-04-22,1517
2021-04-23,1457
2021-04-24,1406
2021-04-25,1398
2021-04-26,1466
2021-04-27,1485
2021-04-28,1485
2021-04-29,1580
2021-04-30,1581
2021-05-01,1515
2021-05-02,1472
2021-05-03,1477
2021-05-04,1438
2021-05-05,1399
2021-05-06,1407
2021-05-07,1407
2021-05-08,1382
2021-05-09,1335
2021-05-10,1376
2021-05-11,1362
2021-05-12,1256
2021-05-13,1170
2021-05-14,1162
2021-05-15,1143
2021-05-16,1115
2021-05-17,1115
2021-05-18,1130
2021-05-19,1036
2021-05-20,963
2021-05-21,889
2021-05-22,820
2021-05-23,803
2021-05-24,783
2021-05-25,778
2021-05-26,744
2021-05-27,661
2021-05-28,620
2021-05-29,596
2021-05-30,573
2021-05-31,576
2021-06-01,522
2021-06-02,490
2021-06-03,434
2021-06-04,420
2021-06-05,408
2021-06-06,398
2021-06-07,391
2021-06-08,362
2021-06-09,296
2021-06-10,267
2021-06-11,250
2021-06-12,221
2021-06-13,224
2021-06-14,220
2021-06-15,194
2021-06-16,176
2021-06-17,165
2021-06-18,150
2021-06-19,150
2021-06-20,150
2021-06-21,122
2021-06-22,120
2021-06-23,109
2021-06-24,96
2021-06-25,91
2021-06-26,85
2021-06-27,84
2021-06-28,73
2021-06-29,70
2021-06-30,59
2021-07-01,56
2021-07-02,48
2021-07-03,40
2021-07-04,36
2021-07-05,41
2021-07-06,29
2021-07-07,25
2021-07-08,34
2021-07-09,47
2021-07-10,52
2021-07-11,52
2021-07-12,64
2021-07-13,65
2021-07-14,73
2021-07-15,96
2021-07-16,132
2021-07-17,140
2021-07-18,171
2021-07-19,204
2021-07-20,246
2021-07-21,262
2021-07-22,267
2021-07-23,306
2021-07-24,327
2021-07-25,339
2021-07-26,382
2021-07-27,415
2021-07-28,422
2021-07-29,416
2021-07-30,417
2021-07-31,425
2021-08-01,434
2021-08-02,443
2021-08-03,438
2021-08-04,400
2021-08-05,395
2021-08-06,393
2021-08-07,388
2021-08-08,388
2021-08-09,392
2021-08-10,373
2021-08-11,350
2021-08-12,344
2021-08-13,359
2021-08-14,366
2021-08-15,390
2021-08-16,396
2021-08-17,396
2021-08-18,382
2021-08-19,366
2021-08-20,368
2021-08-21,348
2021-08-22,355
2021-08-23,371
2021-08-24,358
2021-08-25,342
2021-08-26,337
2021-08-27,340
2021-08-28,331
2021-08-29,338
2021-08-30,370
2021-08-31,365
2021-09-01,338
2021-09-02,350
2021-09-03,348
2021-09-04,349
2021-09-05,371
2021-09-06,362
2021-09-07,360
2021-09-08,346
2021-09-09,347
2021-09-10,359
2021-09-11,337
2021-09-12,335
2021-09-13,342
2021-09-14,323
2021-09-15,295
2021-09-16,272
2021-09-17,275
2021-09-18,266
2021-09-19,272
2021-09-20,269
2021-09-21,278
2021-09-22,233
2021-09-23,220
2021-09-24,205
2021-09-25,198
2021-09-26,202
2021-09-27,211
2021-09-28,215
2021-09-29,212
2021-09-30,215
2021-10-01,209
2021-10-02,198
2021-10-03,224
2021-10-04,230
2021-10-05,253
2021-10-06,247
2021-10-07,249
2021-10-08,246
2021-10-09,257
2021-10-10,264
2021-10-11,263
2021-10-12,285
2021-10-13,299
2021-10-14,303
2021-10-15,315
2021-10-16,320
2021-10-17,325
2021-10-18,378
2021-10-19,380
2021-10-20,398
2021-10-21,408
2021-10-22,441
