dates,count_medicalconditionincident_covid_19_patientinicu
2021-01-01,642
2021-01-02,650
2021-01-03,643
2021-01-04,651
2021-01-05,661
2021-01-06,631
2021-01-07,636
2021-01-08,638
2021-01-09,630
2021-01-10,648
2021-01-11,632
2021-01-12,635
2021-01-13,639
2021-01-14,621
2021-01-15,619
2021-01-16,587
2021-01-17,596
2021-01-18,602
2021-01-19,603
2021-01-20,598
2021-01-21,593
2021-01-22,589
2021-01-23,582
2021-01-24,600
2021-01-25,582
2021-01-26,582
2021-01-27,571
2021-01-28,557
2021-01-29,554
2021-01-30,542
2021-01-31,549
2021-02-01,540
2021-02-02,541
2021-02-03,530
2021-02-04,509
2021-02-05,491
2021-02-06,464
2021-02-07,447
2021-02-08,449
2021-02-09,461
2021-02-10,449
2021-02-11,442
2021-02-12,440
2021-02-13,444
2021-02-14,435
2021-02-15,430
2021-02-16,431
2021-02-17,423
2021-02-18,434
2021-02-19,413
2021-02-20,432
2021-02-21,453
2021-02-22,459
2021-02-23,446
2021-02-24,444
2021-02-25,432
2021-02-26,439
2021-02-27,429
2021-02-28,440
2021-03-01,440
2021-03-02,453
2021-03-03,459
2021-03-04,456
2021-03-05,458
2021-03-06,465
2021-03-07,468
2021-03-08,480
2021-03-09,480
2021-03-10,476
2021-03-11,499
2021-03-12,502
2021-03-13,480
2021-03-14,474
2021-03-15,483
2021-03-16,503
2021-03-17,489
2021-03-18,492
2021-03-19,504
2021-03-20,535
2021-03-21,546
2021-03-22,563
2021-03-23,555
2021-03-24,558
2021-03-25,560
2021-03-26,562
2021-03-27,582
2021-03-28,592
2021-03-29,600
2021-03-30,610
2021-03-31,611
2021-04-01,627
2021-04-02,641
2021-04-03,666
2021-04-04,661
2021-04-05,678
2021-04-06,687
2021-04-07,713
2021-04-08,737
2021-04-09,718
2021-04-10,721
2021-04-11,726
2021-04-12,724
2021-04-13,726
2021-04-14,715
2021-04-15,718
2021-04-16,723
2021-04-17,731
2021-04-18,738
2021-04-19,746
2021-04-20,755
2021-04-21,756
2021-04-22,764
2021-04-23,754
2021-04-24,738
2021-04-25,769
2021-04-26,749
2021-04-27,746
2021-04-28,740
2021-04-29,741
2021-04-30,736
2021-05-01,742
2021-05-02,733
2021-05-03,754
2021-05-04,740
2021-05-05,752
2021-05-06,725
2021-05-07,720
2021-05-08,699
2021-05-09,686
2021-05-10,674
2021-05-11,671
2021-05-12,657
2021-05-13,649
2021-05-14,645
2021-05-15,622
2021-05-16,604
2021-05-17,593
2021-05-18,557
2021-05-19,548
2021-05-20,525
2021-05-21,517
2021-05-22,509
2021-05-23,505
2021-05-24,497
2021-05-25,479
2021-05-26,462
2021-05-27,442
2021-05-28,422
2021-05-29,403
2021-05-30,391
2021-05-31,381
2021-06-01,351
2021-06-02,319
2021-06-03,295
2021-06-04,269
2021-06-05,247
2021-06-06,230
2021-06-07,227
2021-06-08,209
2021-06-09,193
2021-06-10,178
2021-06-11,159
2021-06-12,149
2021-06-13,147
2021-06-14,143
2021-06-15,133
2021-06-16,122
2021-06-17,107
2021-06-18,100
2021-06-19,100
2021-06-20,100
2021-06-21,89
2021-06-22,84
2021-06-23,72
2021-06-24,70
2021-06-25,58
2021-06-26,53
2021-06-27,52
2021-06-28,57
2021-06-29,51
2021-06-30,49
2021-07-01,41
2021-07-02,39
2021-07-03,33
2021-07-04,30
2021-07-05,47
2021-07-06,46
2021-07-07,45
2021-07-08,41
2021-07-09,34
2021-07-10,32
2021-07-11,38
2021-07-12,37
2021-07-13,30
2021-07-14,34
2021-07-15,32
2021-07-16,31
2021-07-17,39
2021-07-18,39
2021-07-19,47
2021-07-20,62
2021-07-21,71
2021-07-22,73
2021-07-23,74
2021-07-24,84
2021-07-25,103
2021-07-26,109
2021-07-27,125
2021-07-28,135
2021-07-29,144
2021-07-30,152
2021-07-31,155
2021-08-01,162
2021-08-02,174
2021-08-03,173
2021-08-04,169
2021-08-05,178
2021-08-06,184
2021-08-07,180
2021-08-08,180
2021-08-09,190
2021-08-10,194
2021-08-11,191
2021-08-12,188
2021-08-13,172
2021-08-14,173
2021-08-15,177
2021-08-16,177
2021-08-17,175
2021-08-18,184
2021-08-19,186
2021-08-20,187
2021-08-21,190
2021-08-22,190
2021-08-23,193
2021-08-24,200
2021-08-25,198
2021-08-26,192
2021-08-27,192
2021-08-28,192
2021-08-29,192
2021-08-30,189
2021-08-31,180
2021-09-01,173
2021-09-02,172
2021-09-03,176
2021-09-04,173
2021-09-05,176
2021-09-06,184
2021-09-07,176
2021-09-08,185
2021-09-09,182
2021-09-10,180
2021-09-11,179
2021-09-12,173
