dates,count_medicalconditionincident_covid_19_patientinicu
2020-07-15,9245
2020-07-16,9797
2020-07-17,10700
2020-07-18,10963
2020-07-19,10267
2020-07-20,11291
2020-07-21,11458
2020-07-22,12487
2020-07-23,13916
2020-07-24,13627
2020-07-25,14402
2020-07-26,12403
2020-07-27,14230
2020-07-28,14578
2020-07-29,14021
2020-07-30,14653
2020-07-31,14603
2020-08-01,14400
2020-08-02,14053
2020-08-03,14245
2020-08-04,14116
2020-08-05,14059
2020-08-06,13885
2020-08-07,13769
2020-08-08,13358
2020-08-09,13163
2020-08-10,13181
2020-08-11,13058
2020-08-12,12868
2020-08-13,12677
2020-08-14,12512
2020-08-15,12246
2020-08-16,11991
2020-08-17,11967
2020-08-18,11958
2020-08-19,11571
2020-08-20,11263
2020-08-21,11031
2020-08-22,10779
2020-08-23,10738
2020-08-24,10691
2020-08-25,10603
2020-08-26,10383
2020-08-27,9905
2020-08-28,9883
2020-08-29,9697
2020-08-30,9549
2020-08-31,9509
2020-09-01,9472
2020-09-02,9362
2020-09-03,9232
2020-09-04,9228
2020-09-05,9091
2020-09-06,9010
2020-09-07,8974
2020-09-08,8971
2020-09-09,8784
2020-09-10,8590
2020-09-11,8529
2020-09-12,8312
2020-09-13,8261
2020-09-14,8264
2020-09-15,8158
2020-09-16,8074
2020-09-17,8025
2020-09-18,7970
2020-09-19,7833
2020-09-20,7840
2020-09-21,7856
2020-09-22,7862
2020-09-23,7861
2020-09-24,7830
2020-09-25,7813
2020-09-26,7796
2020-09-27,8067
2020-09-28,7915
2020-09-29,8043
2020-09-30,8070
2020-10-01,8005
2020-10-02,7957
2020-10-03,7964
2020-10-04,8119
2020-10-05,8332
2020-10-06,8569
2020-10-07,8638
2020-10-08,8624
2020-10-09,8723
2020-10-10,8731
2020-10-11,8819
2020-10-12,9057
2020-10-13,9412
2020-10-14,9303
2020-10-15,9478
2020-10-16,9538
2020-10-17,9516
2020-10-18,9725
2020-10-19,10075
2020-10-20,10215
2020-10-21,10437
2020-10-22,10650
2020-10-23,10712
2020-10-24,10711
2020-10-25,10853
2020-10-26,11110
2020-10-27,11434
2020-10-28,11661
2020-10-29,11827
2020-10-30,11854
2020-10-31,11887
2020-11-01,12131
2020-11-02,12594
2020-11-03,12909
2020-11-04,13002
2020-11-05,13228
2020-11-06,13357
2020-11-07,13479
2020-11-08,14008
2020-11-09,14409
2020-11-10,14835
2020-11-11,15115
2020-11-12,15594
2020-11-13,15867
2020-11-14,16238
