dates,incrementalcount_medicalconditionincident_covid_19_patientdeceased
2020-01-03,0
2020-01-04,0
2020-01-05,0
2020-01-06,0
2020-01-07,0
2020-01-08,0
2020-01-09,0
2020-01-10,0
2020-01-11,0
2020-01-12,0
2020-01-13,0
2020-01-14,0
2020-01-15,0
2020-01-16,0
2020-01-17,0
2020-01-18,0
2020-01-19,0
2020-01-20,0
2020-01-21,0
2020-01-22,0
2020-01-23,0
2020-01-24,0
2020-01-25,0
2020-01-26,0
2020-01-27,0
2020-01-28,0
2020-01-29,0
2020-01-30,0
2020-01-31,0
2020-02-01,0
2020-02-02,0
2020-02-03,0
2020-02-04,0
2020-02-05,0
2020-02-06,0
2020-02-07,0
2020-02-08,0
2020-02-09,0
2020-02-10,0
2020-02-11,0
2020-02-12,0
2020-02-13,0
2020-02-14,0
2020-02-15,0
2020-02-16,0
2020-02-17,0
2020-02-18,0
2020-02-19,0
2020-02-20,0
2020-02-21,0
2020-02-22,0
2020-02-23,0
2020-02-24,0
2020-02-25,0
2020-02-26,0
2020-02-27,0
2020-02-28,0
2020-02-29,1
2020-03-01,0
2020-03-02,1
2020-03-03,0
2020-03-04,6
2020-03-05,3
2020-03-06,2
2020-03-07,3
2020-03-08,3
2020-03-09,5
2020-03-10,4
2020-03-11,4
2020-03-12,7
2020-03-13,12
2020-03-14,7
2020-03-15,11
2020-03-16,13
2020-03-17,18
2020-03-18,21
2020-03-19,28
2020-03-20,64
2020-03-21,69
2020-03-22,92
2020-03-23,112
2020-03-24,118
2020-03-25,164
2020-03-26,209
2020-03-27,301
2020-03-28,341
2020-03-29,487
2020-03-30,556
2020-03-31,665
2020-04-01,631
2020-04-02,982
2020-04-03,1121
2020-04-04,1311
2020-04-05,1376
2020-04-06,1540
2020-04-07,1873
2020-04-08,1691
2020-04-09,2093
2020-04-10,2221
2020-04-11,2230
2020-04-12,2241
2020-04-13,2192
2020-04-14,1857
2020-04-15,1905
2020-04-16,2432
2020-04-17,2731
2020-04-18,2445
2020-04-19,2336
2020-04-20,1848
2020-04-21,1993
2020-04-22,2077
2020-04-23,2673
2020-04-24,2221
2020-04-25,1984
2020-04-26,2103
2020-04-27,1892
2020-04-28,1535
2020-04-29,1489
2020-04-30,2111
2020-05-01,2417
2020-05-02,2238
2020-05-03,1953
2020-05-04,1609
2020-05-05,1412
2020-05-06,1271
2020-05-07,2434
2020-05-08,2341
2020-05-09,2033
2020-05-10,1658
2020-05-11,1491
2020-05-12,1073
2020-05-13,1034
2020-05-14,1533
2020-05-15,1507
2020-05-16,1943
2020-05-17,1549
2020-05-18,1239
2020-05-19,927
2020-05-20,946
2020-05-21,1179
2020-05-22,1374
2020-05-23,1083
2020-05-24,1810
2020-05-25,937
2020-05-26,788
2020-05-27,687
2020-05-28,811
2020-05-29,1285
2020-05-30,1251
2020-05-31,1051
2020-06-01,906
2020-06-02,673
2020-06-03,691
2020-06-04,934
2020-06-05,1022
2020-06-06,885
2020-06-07,876
2020-06-08,669
2020-06-09,593
2020-06-10,776
2020-06-11,827
2020-06-12,882
2020-06-13,888
2020-06-14,735
2020-06-15,685
2020-06-16,489
2020-06-17,525
2020-06-18,674
2020-06-19,684
2020-06-20,643
2020-06-21,755
2020-06-22,576
2020-06-23,413
2020-06-24,415
2020-06-25,746
2020-06-26,692
2020-06-27,2533
2020-06-28,706
2020-06-29,593
2020-06-30,439
2020-07-01,461
2020-07-02,662
2020-07-03,782
2020-07-04,704
2020-07-05,810
2020-07-06,539
2020-07-07,460
2020-07-08,598
2020-07-09,928
2020-07-10,1079
2020-07-11,961
2020-07-12,964
2020-07-13,889
2020-07-14,840
2020-07-15,731
2020-07-16,914
2020-07-17,1122
2020-07-18,1089
2020-07-19,1081
2020-07-20,1005
2020-07-21,932
2020-07-22,867
2020-07-23,1193
2020-07-24,1191
2020-07-25,1254
2020-07-26,1284
2020-07-27,1148
2020-07-28,951
2020-07-29,936
2020-07-30,1163
2020-07-31,1179
2020-08-01,1400
2020-08-02,1369
2020-08-03,1164
2020-08-04,922
2020-08-05,853
2020-08-06,1072
2020-08-07,1260
2020-08-08,1211
2020-08-09,1317
2020-08-10,1043
2020-08-11,900
2020-08-12,795
2020-08-13,1098
2020-08-14,1326
2020-08-15,1195
2020-08-16,1047
2020-08-17,952
2020-08-18,889
2020-08-19,637
2020-08-20,928
2020-08-21,1264
2020-08-22,1000
2020-08-23,1007
2020-08-24,1006
2020-08-25,836
2020-08-26,584
2020-08-27,880
2020-08-28,1062
2020-08-29,940
2020-08-30,1035
2020-08-31,839
2020-09-01,717
2020-09-02,553
2020-09-03,860
2020-09-04,884
2020-09-05,948
2020-09-06,904
2020-09-07,801
2020-09-08,685
2020-09-09,417
2020-09-10,553
2020-09-11,826
2020-09-12,832
2020-09-13,863
2020-09-14,662
2020-09-15,720
2020-09-16,359
2020-09-17,801
2020-09-18,1099
2020-09-19,732
2020-09-20,803
2020-09-21,674
2020-09-22,484
2020-09-23,537
2020-09-24,660
2020-09-25,903
2020-09-26,740
2020-09-27,778
2020-09-28,664
2020-09-29,502
2020-09-30,400
2020-10-01,795
2020-10-02,686
2020-10-03,733
2020-10-04,907
2020-10-05,565
2020-10-06,598
2020-10-07,508
2020-10-08,635
2020-10-09,782
2020-10-10,735
2020-10-11,792
2020-10-12,681
2020-10-13,573
2020-10-14,497
2020-10-15,652
2020-10-16,821
2020-10-17,697
2020-10-18,880
2020-10-19,693
2020-10-20,733
2020-10-21,612
2020-10-22,791
2020-10-23,1059
2020-10-24,916
2020-10-25,919
2020-10-26,836
2020-10-27,601
2020-10-28,682
2020-10-29,896
2020-10-30,1063
2020-10-31,1110
2020-11-01,908
2020-11-02,942
2020-11-03,708
2020-11-04,738
2020-11-05,1031
2020-11-06,1298
2020-11-07,1227
2020-11-08,1260
2020-11-09,1095
2020-11-10,882
2020-11-11,930
2020-11-12,1674
2020-11-13,1518
2020-11-14,1347
2020-11-15,1271
2020-11-16,1472
2020-11-17,1027
2020-11-18,1018
2020-11-19,1591
2020-11-20,1833
2020-11-21,1920
2020-11-22,1959
2020-11-23,1724
2020-11-24,1303
2020-11-25,1413
2020-11-26,1889
2020-11-27,2289
2020-11-28,1674
2020-11-29,1658
2020-11-30,1506
2020-12-01,1281
2020-12-02,1546
2020-12-03,2379
2020-12-04,2756
2020-12-05,2740
2020-12-06,2593
2020-12-07,2376
2020-12-08,1588
2020-12-09,1973
2020-12-10,2561
2020-12-11,3323
2020-12-12,2705
2020-12-13,3188
2020-12-14,2440
2020-12-15,2037
2020-12-16,1955
2020-12-17,2758
2020-12-18,3389
2020-12-19,3338
2020-12-20,2949
2020-12-21,2727
2020-12-22,2090
2020-12-23,2129
2020-12-24,2891
2020-12-25,3238
2020-12-26,3021
2020-12-27,2237
2020-12-28,1650
2020-12-29,1903
2020-12-30,2180
2020-12-31,3351
2021-01-01,3763
2021-01-02,3754
2021-01-03,3049
2021-01-04,2384
2021-01-05,2044
2021-01-06,2029
2021-01-07,3496
2021-01-08,3855
2021-01-09,3978
2021-01-10,3711
2021-01-11,3411
2021-01-12,2555
2021-01-13,2534
2021-01-14,3600
2021-01-15,4066
2021-01-16,3762
2021-01-17,3384
2021-01-18,3549
2021-01-19,2600
2021-01-20,2250
2021-01-21,2738
2021-01-22,3826
2021-01-23,3853
2021-01-24,3679
2021-01-25,3073
2021-01-26,2477
2021-01-27,2037
2021-01-28,3576
2021-01-29,3950
2021-01-30,3870
2021-01-31,3266
2021-02-01,2827
2021-02-02,2291
2021-02-03,2229
2021-02-04,2947
2021-02-05,3280
2021-02-06,3127
2021-02-07,3399
2021-02-08,2803
2021-02-09,1771
2021-02-10,1668
2021-02-11,2470
2021-02-12,2813
2021-02-13,3252
2021-02-14,5061
2021-02-15,3316
2021-02-16,1572
2021-02-17,1387
2021-02-18,1407
2021-02-19,2181
2021-02-20,2247
2021-02-21,2322
2021-02-22,1839
2021-02-23,1525
2021-02-24,1487
2021-02-25,1718
2021-02-26,1975
2021-02-27,2850
2021-02-28,1966
2021-03-01,1634
2021-03-02,1026
2021-03-03,1323
2021-03-04,1128
2021-03-05,1896
2021-03-06,1515
2021-03-07,1924
2021-03-08,1277
2021-03-09,895
2021-03-10,802
2021-03-11,1201
2021-03-12,1576
2021-03-13,1317
2021-03-14,1491
2021-03-15,958
2021-03-16,651
2021-03-17,693
2021-03-18,853
2021-03-19,1075
2021-03-20,956
2021-03-21,1078
2021-03-22,718
2021-03-23,553
2021-03-24,938
2021-03-25,753
2021-03-26,1126
2021-03-27,981
2021-03-28,1042
2021-03-29,851
2021-03-30,618
2021-03-31,548
2021-04-01,729
2021-04-02,948
2021-04-03,816
2021-04-04,842
2021-04-05,708
2021-04-06,532
2021-04-07,362
2021-04-08,749
2021-04-09,821
2021-04-10,867
2021-04-11,864
2021-04-12,740
2021-04-13,468
2021-04-14,533
2021-04-15,751
2021-04-16,782
2021-04-17,794
2021-04-18,807
2021-04-19,627
2021-04-20,499
2021-04-21,463
2021-04-22,746
2021-04-23,767
2021-04-24,784
2021-04-25,835
2021-04-26,654
2021-04-27,435
2021-04-28,467
2021-04-29,546
2021-04-30,832
2021-05-01,753
2021-05-02,806
2021-05-03,616
2021-05-04,500
2021-05-05,470
2021-05-06,674
2021-05-07,714
2021-05-08,671
2021-05-09,806
2021-05-10,609
2021-05-11,408
2021-05-12,395
2021-05-13,598
2021-05-14,679
2021-05-15,583
2021-05-16,701
2021-05-17,442
2021-05-18,437
2021-05-19,362
2021-05-20,610
2021-05-21,583
2021-05-22,541
2021-05-23,649
2021-05-24,409
2021-05-25,287
2021-05-26,555
2021-05-27,518
2021-05-28,517
2021-05-29,545
2021-05-30,703
2021-05-31,301
2021-06-01,254
2021-06-02,232
2021-06-03,332
2021-06-04,492
2021-06-05,478
2021-06-06,586
2021-06-07,394
2021-06-08,423
2021-06-09,322
2021-06-10,313
2021-06-11,387
2021-06-12,382
2021-06-13,403
2021-06-14,208
2021-06-15,152
2021-06-16,199
2021-06-17,316
2021-06-18,336
2021-06-19,279
2021-06-20,272
2021-06-21,251
2021-06-22,223
2021-06-23,266
2021-06-24,308
2021-06-25,326
2021-06-26,315
2021-06-27,412
2021-06-28,242
2021-06-29,173
2021-06-30,183
2021-07-01,282
2021-07-02,244
2021-07-03,289
2021-07-04,304
2021-07-05,152
2021-07-06,125
2021-07-07,103
2021-07-08,301
2021-07-09,250
2021-07-10,262
2021-07-11,316
2021-07-12,149
2021-07-13,119
2021-07-14,295
2021-07-15,337
2021-07-16,342
2021-07-17,319
2021-07-18,370
2021-07-19,183
2021-07-20,146
2021-07-21,284
2021-07-22,320
2021-07-23,399
