dates,count_medicalconditionincident_covid_19_patienthospitalized
2020-07-15,33760
2020-07-16,38539
2020-07-17,40062
2020-07-18,40376
2020-07-19,37897
2020-07-20,41140
2020-07-21,42195
2020-07-22,46107
2020-07-23,47836
2020-07-24,46750
2020-07-25,51833
2020-07-26,43098
2020-07-27,47167
2020-07-28,48114
2020-07-29,45616
2020-07-30,46832
2020-07-31,46150
2020-08-01,50419
2020-08-02,50238
2020-08-03,45291
2020-08-04,45134
2020-08-05,44663
2020-08-06,43891
2020-08-07,43210
2020-08-08,41593
2020-08-09,41484
2020-08-10,42072
2020-08-11,41645
2020-08-12,41817
2020-08-13,41240
2020-08-14,39980
2020-08-15,38699
2020-08-16,38850
2020-08-17,39032
2020-08-18,38897
2020-08-19,38002
2020-08-20,37321
2020-08-21,35989
2020-08-22,34888
2020-08-23,34609
2020-08-24,34791
2020-08-25,34479
2020-08-26,33624
2020-08-27,33285
2020-08-28,31898
2020-08-29,31178
2020-08-30,31075
2020-08-31,31395
2020-09-01,31118
2020-09-02,30827
2020-09-03,30296
2020-09-04,29879
2020-09-05,28845
2020-09-06,28369
2020-09-07,28589
2020-09-08,28951
2020-09-09,28775
2020-09-10,28065
2020-09-11,27368
2020-09-12,26512
2020-09-13,26329
2020-09-14,26788
2020-09-15,26935
2020-09-16,26372
2020-09-17,26085
2020-09-18,25833
2020-09-19,25481
2020-09-20,25543
2020-09-21,26379
2020-09-22,26440
2020-09-23,26484
2020-09-24,26407
2020-09-25,26275
2020-09-26,25904
2020-09-27,25970
2020-09-28,27021
2020-09-29,27505
2020-09-30,27669
2020-10-01,27478
2020-10-02,27407
2020-10-03,27271
2020-10-04,27871
2020-10-05,28956
2020-10-06,29999
2020-10-07,30543
2020-10-08,31015
2020-10-09,31207
2020-10-10,30981
2020-10-11,31435
2020-10-12,32780
2020-10-13,33508
2020-10-14,33936
2020-10-15,34388
2020-10-16,34641
2020-10-17,34322
2020-10-18,35016
2020-10-19,36432
2020-10-20,37414
2020-10-21,38105
2020-10-22,38849
2020-10-23,39080
2020-10-24,39341
2020-10-25,39986
2020-10-26,41336
2020-10-27,42272
2020-10-28,43487
2020-10-29,44166
2020-10-30,45075
2020-10-31,45049
2020-11-01,46054
2020-11-02,47938
2020-11-03,49028
2020-11-04,50468
2020-11-05,51790
2020-11-06,52843
2020-11-07,53822
2020-11-08,55716
2020-11-09,58475
2020-11-10,61421
2020-11-11,63328
2020-11-12,65219
2020-11-13,66128
2020-11-14,67220
2020-11-15,69518
2020-11-16,73100
2020-11-17,75499
2020-11-18,77320
2020-11-19,78344
2020-11-20,79739
2020-11-21,79864
2020-11-22,81798
2020-11-23,84179
2020-11-24,86042
2020-11-25,87127
2020-11-26,86555
2020-11-27,88105
2020-11-28,89606
2020-11-29,92453
2020-11-30,95096
2020-12-01,96674
2020-12-02,97842
2020-12-03,97853
2020-12-04,98143
2020-12-05,97247
2020-12-06,98654
2020-12-07,101028
2020-12-08,102304
2020-12-09,104371
2020-12-10,105048
2020-12-11,105653
2020-12-12,105358
2020-12-13,107402
2020-12-14,109689
2020-12-15,110996
2020-12-16,111997
2020-12-17,112445
2020-12-18,112114
2020-12-19,111037
2020-12-20,112401
2020-12-21,114649
2020-12-22,117528
2020-12-23,118106
2020-12-24,116274
