dates,covid19mobilitytrend_residence
2020-02-15,1
2020-02-16,1
2020-02-17,1
2020-02-18,1
2020-02-19,1
2020-02-20,1
2020-02-21,0
2020-02-22,15
2020-02-23,5
2020-02-24,3
2020-02-25,2
2020-02-26,2
2020-02-27,3
2020-02-28,3
2020-02-29,2
2020-03-01,2
2020-03-02,2
2020-03-03,3
2020-03-04,2
2020-03-05,2
2020-03-06,3
2020-03-07,2
2020-03-08,1
2020-03-09,2
2020-03-10,1
2020-03-11,2
2020-03-12,2
2020-03-13,1
2020-03-14,2
2020-03-15,2
2020-03-16,2
2020-03-17,2
2020-03-18,3
2020-03-19,4
2020-03-20,5
2020-03-21,9
2020-03-22,13
2020-03-23,13
2020-03-24,16
2020-03-25,17
2020-03-26,18
2020-03-27,17
2020-03-28,16
2020-03-29,16
2020-03-30,16
2020-03-31,16
2020-04-01,18
2020-04-02,20
2020-04-03,20
2020-04-04,24
2020-04-05,17
2020-04-06,18
2020-04-07,18
2020-04-08,19
2020-04-09,20
2020-04-10,21
2020-04-11,18
2020-04-12,16
2020-04-13,26
2020-04-14,17
2020-04-15,18
2020-04-16,20
2020-04-17,21
2020-04-18,17
2020-04-19,17
2020-04-20,16
2020-04-21,17
2020-04-22,18
2020-04-23,19
2020-04-24,20
2020-04-25,17
2020-04-26,21
2020-04-27,26
2020-04-28,15
2020-04-29,18
2020-04-30,18
2020-05-01,28
2020-05-02,16
2020-05-03,19
2020-05-04,15
2020-05-05,15
2020-05-06,17
2020-05-07,18
2020-05-08,18
2020-05-09,15
2020-05-10,18
2020-05-11,14
2020-05-12,15
2020-05-13,15
2020-05-14,14
2020-05-15,16
2020-05-16,14
2020-05-17,14
2020-05-18,14
2020-05-19,16
2020-05-20,15
2020-05-21,24
2020-05-22,17
2020-05-23,15
2020-05-24,13
2020-05-25,24
2020-05-26,14
2020-05-27,15
2020-05-28,19
2020-05-29,15
2020-05-30,13
2020-05-31,11
2020-06-01,23
2020-06-02,14
2020-06-03,13
2020-06-04,14
2020-06-05,13
2020-06-06,12
2020-06-07,12
2020-06-08,12
2020-06-09,15
2020-06-10,15
2020-06-11,13
2020-06-12,14
2020-06-13,11
2020-06-14,11
2020-06-15,11
2020-06-16,11
2020-06-17,13
2020-06-18,12
2020-06-19,11
2020-06-20,12
2020-06-21,11
2020-06-22,11
2020-06-23,11
2020-06-24,11
2020-06-25,12
2020-06-26,11
2020-06-27,10
2020-06-28,12
2020-06-29,10
2020-06-30,10
2020-07-01,11
2020-07-02,11
2020-07-03,11
2020-07-04,13
2020-07-05,11
2020-07-06,12
2020-07-07,10
2020-07-08,11
2020-07-09,12
2020-07-10,11
2020-07-11,11
2020-07-12,11
2020-07-13,11
2020-07-14,11
2020-07-15,12
2020-07-16,13
2020-07-17,12
2020-07-18,11
2020-07-19,11
2020-07-20,11
2020-07-21,12
2020-07-22,12
2020-07-23,12
2020-07-24,12
2020-07-25,10
2020-07-26,12
2020-07-27,11
2020-07-28,10
2020-07-29,10
2020-07-30,10
2020-07-31,23
2020-08-01,13
2020-08-02,11
2020-08-03,10
2020-08-04,11
2020-08-05,11
2020-08-06,10
2020-08-07,9
2020-08-08,9
2020-08-09,9
2020-08-10,9
2020-08-11,9
2020-08-12,10
2020-08-13,10
2020-08-14,11
2020-08-15,11
2020-08-16,10
2020-08-17,9
2020-08-18,10
2020-08-19,11
2020-08-20,12
2020-08-21,11
2020-08-22,10
2020-08-23,10
2020-08-24,10
2020-08-25,11
2020-08-26,11
2020-08-27,11
2020-08-28,12
2020-08-29,10
2020-08-30,10
2020-08-31,10
2020-09-01,11
2020-09-02,11
2020-09-03,12
2020-09-04,12
2020-09-05,10
2020-09-06,11
2020-09-07,11
2020-09-08,10
2020-09-09,12
2020-09-10,12
2020-09-11,11
2020-09-12,9
2020-09-13,11
2020-09-14,11
2020-09-15,15
2020-09-16,14
2020-09-17,14
2020-09-18,13
2020-09-19,13
2020-09-20,15
2020-09-21,13
2020-09-22,13
2020-09-23,13
2020-09-24,16
2020-09-25,14
2020-09-26,15
2020-09-27,13
2020-09-28,13
2020-09-29,11
2020-09-30,9
2020-10-01,5
2020-10-02,4
2020-10-03,3
2020-10-04,3
2020-10-05,2
2020-10-06,3
2020-10-07,8
2020-10-08,9
2020-10-09,11
2020-10-10,12
2020-10-11,12
2020-10-12,8
2020-10-13,9
2020-10-14,10
2020-10-15,11
2020-10-16,11
2020-10-17,10
2020-10-18,10
2020-10-19,10
2020-10-20,9
2020-10-21,11
2020-10-22,12
2020-10-23,11
2020-10-24,10
2020-10-25,13
2020-10-26,10
2020-10-27,10
2020-10-28,11
2020-10-29,11
2020-10-30,11
2020-10-31,9
2020-11-01,10
2020-11-02,8
2020-11-03,8
2020-11-04,9
2020-11-05,9
2020-11-06,9
2020-11-07,10
2020-11-08,11
2020-11-09,8
2020-11-10,8
2020-11-11,11
2020-11-12,11
2020-11-13,9
2020-11-14,9
2020-11-15,10
2020-11-16,9
2020-11-17,10
2020-11-18,10
2020-11-19,10
2020-11-20,9
2020-11-21,9
2020-11-22,10
2020-11-23,9
2020-11-24,9
2020-11-25,10
2020-11-26,10
2020-11-27,8
2020-11-28,9
2020-11-29,10
2020-11-30,9
2020-12-01,8
2020-12-02,9
2020-12-03,9
2020-12-04,8
2020-12-05,7
2020-12-06,9
2020-12-07,8
2020-12-08,9
2020-12-09,9
2020-12-10,10
2020-12-11,9
2020-12-12,10
2020-12-13,11
2020-12-14,9
2020-12-15,10
2020-12-16,10
2020-12-17,11
2020-12-18,9
2020-12-19,8
2020-12-20,11
2020-12-21,11
2020-12-22,11
2020-12-23,11
2020-12-24,10
2020-12-25,27
2020-12-26,15
2020-12-27,13
2020-12-28,13
2020-12-29,13
2020-12-30,12
2020-12-31,8
2021-01-01,27
2021-01-02,19
2021-01-03,12
2021-01-04,11
2021-01-05,11
2021-01-06,12
2021-01-07,12
2021-01-08,10
2021-01-09,9
2021-01-10,9
2021-01-11,8
2021-01-12,8
2021-01-13,8
2021-01-14,9
2021-01-15,8
2021-01-16,8
2021-01-17,10
2021-01-18,9
2021-01-19,9
2021-01-20,10
2021-01-21,11
2021-01-22,10
2021-01-23,10
2021-01-24,11
2021-01-25,9
2021-01-26,10
2021-01-27,10
2021-01-28,10
2021-01-29,7
2021-01-30,5
2021-01-31,6
2021-02-01,4
2021-02-02,3
2021-02-03,5
2021-02-04,4
2021-02-05,2
2021-02-06,3
2021-02-07,4
2021-02-08,3
2021-02-09,2
2021-02-10,2
2021-02-11,3
2021-02-12,2
2021-02-13,0
2021-02-14,1
2021-02-15,1
2021-02-16,1
2021-02-17,1
2021-02-18,2
2021-02-19,1
2021-02-20,0
2021-02-21,2
2021-02-22,2
2021-02-23,1
2021-02-24,2
2021-02-25,3
2021-02-26,1
2021-02-27,0
2021-02-28,1
2021-03-01,0
2021-03-02,0
2021-03-03,1
2021-03-04,2
2021-03-05,1
2021-03-06,0
2021-03-07,-1
2021-03-08,-1
2021-03-09,0
2021-03-10,1
2021-03-11,2
2021-03-12,1
2021-03-13,1
2021-03-14,5
2021-03-15,1
2021-03-16,0
2021-03-17,1
2021-03-18,3
2021-03-19,1
2021-03-20,-1
2021-03-21,0
2021-03-22,1
2021-03-23,3
2021-03-24,3
2021-03-25,2
2021-03-26,1
2021-03-27,0
2021-03-28,3
2021-03-29,1
2021-03-30,1
2021-03-31,2
2021-04-01,2
2021-04-02,1
2021-04-03,1
2021-04-04,1
2021-04-05,12
2021-04-06,0
2021-04-07,2
2021-04-08,3
2021-04-09,2
2021-04-10,1
2021-04-11,2
2021-04-12,2
2021-04-13,3
2021-04-14,3
2021-04-15,4
2021-04-16,4
2021-04-17,4
2021-04-18,8
2021-04-19,4
2021-04-20,3
2021-04-21,3
2021-04-22,3
2021-04-23,3
2021-04-24,5
2021-04-25,5
2021-04-26,2
2021-04-27,15
2021-04-28,3
2021-04-29,3
2021-04-30,1
2021-05-01,7
2021-05-02,4
2021-05-03,15
2021-05-04,1
2021-05-05,2
2021-05-06,3
2021-05-07,3
2021-05-08,3
2021-05-09,5
2021-05-10,1
2021-05-11,1
2021-05-12,1
2021-05-13,14
2021-05-14,2
2021-05-15,2
2021-05-16,4
2021-05-17,1
2021-05-18,2
2021-05-19,1
2021-05-20,1
2021-05-21,-2
2021-05-22,-2
2021-05-23,-1
2021-05-24,9
2021-05-25,-3
2021-05-26,-2
2021-05-27,-2
2021-05-28,-3
2021-05-29,-5
2021-05-30,-5
2021-05-31,-6
2021-06-01,-5
2021-06-02,-6
2021-06-03,-5
2021-06-04,-3
2021-06-05,-6
2021-06-06,-5
2021-06-07,-6
2021-06-08,-4
2021-06-09,-4
2021-06-10,-5
2021-06-11,-2
2021-06-12,-6
2021-06-13,-5
2021-06-14,-6
2021-06-15,-6
2021-06-16,-5
2021-06-17,-5
2021-06-18,-4
2021-06-19,-5
2021-06-20,-1
2021-06-21,7
2021-06-22,-6
2021-06-23,-3
2021-06-24,-3
2021-06-25,-4
2021-06-26,0
2021-06-27,-3
2021-06-28,-6
2021-06-29,-6
2021-06-30,-5
2021-07-01,-3
2021-07-02,-3
2021-07-03,-1
2021-07-04,-2
2021-07-05,-5
2021-07-06,-5
2021-07-07,-4
2021-07-08,-3
2021-07-09,-3
2021-07-10,-5
2021-07-11,-5
2021-07-12,-5
2021-07-13,-5
2021-07-14,-4
2021-07-15,-3
2021-07-16,-2
2021-07-17,-6
2021-07-18,-5
2021-07-19,-5
2021-07-20,6
2021-07-21,-3
2021-07-22,-3
2021-07-23,-2
2021-07-24,-5
2021-07-25,-4
2021-07-26,-4
2021-07-27,-5
2021-07-28,-3
2021-07-29,-3
2021-07-30,-4
2021-07-31,-5
2021-08-01,-4
2021-08-02,-4
2021-08-03,-4
2021-08-04,-2
2021-08-05,-3
2021-08-06,-4
2021-08-07,-5
2021-08-08,-4
2021-08-09,-5
2021-08-10,-5
2021-08-11,-4
2021-08-12,-2
2021-08-13,-3
2021-08-14,-6
2021-08-15,-4
2021-08-16,-4
2021-08-17,-3
2021-08-18,-2
2021-08-19,1
2021-08-20,-2
2021-08-21,-4
2021-08-22,-3
2021-08-23,-4
2021-08-24,-4
2021-08-25,-3
2021-08-26,-3
2021-08-27,-3
2021-08-28,-4
2021-08-29,-3
2021-08-30,-4
2021-08-31,-5
2021-09-01,-4
2021-09-02,-3
2021-09-03,-3
2021-09-04,0
2021-09-05,-3
2021-09-06,-4
2021-09-07,-5
2021-09-08,-4
2021-09-09,-4
2021-09-10,0
2021-09-11,-2
2021-09-12,-3
2021-09-13,-3
2021-09-14,3
2021-09-15,-2
2021-09-16,-2
2021-09-17,-1
2021-09-18,-1
2021-09-19,2
2021-09-20,-3
2021-09-21,-3
2021-09-22,1
2021-09-23,-3
2021-09-24,-1
2021-09-25,-1
2021-09-26,0
2021-09-27,-5
2021-09-28,-5
2021-09-29,-3
2021-09-30,-3
2021-10-01,-3
2021-10-02,-2
2021-10-03,2
2021-10-04,-5
2021-10-05,-5
2021-10-06,0
2021-10-07,-2
2021-10-08,-3
2021-10-09,-2
2021-10-10,3
2021-10-11,-4
2021-10-12,-4
2021-10-13,-4
2021-10-14,-3
2021-10-15,-4
2021-10-16,-4
2021-10-17,-1
2021-10-18,-3
2021-10-19,-3
2021-10-20,-3
2021-10-21,-1
2021-10-22,-3
2021-10-23,-2
2021-10-24,0
2021-10-25,-4
2021-10-26,-2
2021-10-27,-4
2021-10-28,-3
2021-10-29,-4
2021-10-30,-4
2021-10-31,-3
2021-11-01,7
2021-11-02,-5
2021-11-03,-5
2021-11-04,-4
2021-11-05,-3
2021-11-06,-4
2021-11-07,-1
