dates,incrementalcount_medicaltest_conditioncovid_19
2020-03-05,2
2020-03-10,4
2020-03-17,12
2020-03-18,20
2020-03-19,30
2020-03-20,21
2020-03-21,25
2020-03-22,15
2020-03-23,30
2020-03-24,33
2020-03-25,40
2020-03-26,42
2020-03-27,29
2020-03-28,43
2020-03-29,48
2020-03-30,72
2020-03-31,91
2020-04-01,57
2020-04-02,94
2020-04-03,294
2020-04-04,149
2020-04-05,167
2020-04-06,150
2020-04-07,150
2020-04-08,130
2020-04-09,130
2020-04-10,192
2020-04-11,164
2020-04-12,299
2020-04-13,207
2020-04-14,67
2020-04-15,230
2020-04-16,582
2020-04-17,308
2020-04-18,265
2020-04-19,104
2020-04-20,86
2020-04-21,219
2020-04-22,133
2020-04-23,290
2020-04-24,222
2020-04-25,339
2020-04-26,367
2020-04-27,190
2020-04-28,93
2020-04-29,441
2020-04-30,207
2020-05-01,218
2020-05-04,466
2020-05-05,471
2020-05-06,473
2020-05-07,432
2020-05-08,390
2020-05-09,437
2020-05-10,283
2020-05-11,184
2020-05-12,480
2020-05-13,333
2020-05-14,422
2020-05-15,244
2020-05-16,470
2020-05-17,103
2020-05-18,839
2020-05-19,373
2020-05-20,371
2020-05-21,571
2020-05-22,390
2020-05-23,830
2020-05-24,760
2020-05-25,302
2020-05-26,452
2020-05-27,528
2020-05-28,667
2020-05-29,466
2020-05-30,543
2020-05-31,374
2020-06-01,421
2020-06-02,448
2020-06-03,567
2020-06-04,297
2020-06-05,344
2020-06-06,271
2020-06-07,591
2020-06-08,237
2020-06-09,246
2020-06-10,487
2020-06-11,370
2020-06-12,444
2020-06-13,599
2020-06-14,125
2020-06-15,63
2020-06-16,431
2020-06-17,424
2020-06-18,315
2020-06-19,579
2020-06-20,486
2020-06-21,162
2020-06-22,79
2020-06-23,444
2020-06-24,178
2020-06-25,224
2020-06-26,436
2020-06-27,535
2020-06-28,434
2020-06-29,41
2020-06-30,407
2020-07-01,510
2020-07-02,710
2020-07-03,283
2020-07-04,491
2020-07-05,141
2020-07-06,51
2020-07-07,382
2020-07-08,261
2020-07-09,508
2020-07-10,509
2020-07-11,546
2020-07-12,301
2020-07-13,384
2020-07-14,436
2020-07-15,429
2020-07-16,379
2020-07-17,302
2020-07-18,340
2020-07-19,319
2020-07-20,103
2020-07-21,301
2020-07-22,325
2020-07-23,581
2020-07-24,456
2020-07-25,577
2020-07-26,374
2020-07-27,93
2020-07-28,389
2020-07-29,412
2020-07-30,385
2020-07-31,474
2020-08-01,410
2020-08-02,418
2020-08-03,364
2020-08-04,829
2020-08-05,415
2020-08-06,815
2020-08-07,646
2020-08-08,1062
2020-08-09,583
2020-08-10,373
2020-08-11,959
2020-08-12,828
2020-08-13,666
2020-08-14,639
2020-08-15,763
2020-08-16,731
2020-08-17,458
2020-08-18,769
2020-08-19,862
2020-08-20,635
2020-08-21,686
2020-08-22,967
2020-08-23,656
2020-08-24,1129
2020-08-25,1164
2020-08-26,770
2020-08-27,1008
2020-08-28,992
2020-08-29,979
2020-08-30,587
2020-08-31,501
2020-09-01,961
2020-09-02,938
2020-09-03,705
2020-09-04,796
2020-09-05,1253
2020-09-06,727
2020-09-07,582
2020-09-08,1412
2020-09-09,1001
2020-09-10,940
2020-09-11,984
2020-09-12,1155
2020-09-13,578
2020-09-14,538
2020-09-15,884
2020-09-16,1001
2020-09-17,887
2020-09-18,992
2020-09-19,1097
2020-09-20,502
2020-09-21,515
2020-09-22,995
2020-09-23,799
2020-09-24,790
2020-09-25,946
2020-09-26,1216
2020-09-27,685
2020-09-28,456
2020-09-29,987
2020-09-30,1066
2020-10-01,898
2020-10-02,828
2020-10-03,1151
2020-10-04,665
