dates,count_medicalconditionincident_covid_19_patientinicu
2020-03-07,0
2020-03-08,0
2020-03-09,0
2020-03-10,0
2020-03-11,0
2020-03-12,1
2020-03-13,1
2020-03-14,1
2020-03-15,1
2020-03-16,2
2020-03-17,4
2020-03-18,6
2020-03-19,6
2020-03-20,8
2020-03-21,12
2020-03-22,14
2020-03-23,16
2020-03-24,21
2020-03-25,24
2020-03-26,25
2020-03-27,45
2020-03-28,49
2020-03-29,55
2020-03-30,62
2020-04-01,72
2020-04-02,81
2020-04-03,81
2020-04-04,89
2020-04-05,98
2020-04-06,101
2020-04-07,109
2020-04-08,112
2020-04-09,127
2020-04-10,136
2020-04-11,145
2020-04-12,146
2020-04-13,138
2020-04-14,131
2020-04-15,128
2020-04-16,120
2020-04-17,122
2020-04-18,126
2020-04-19,120
2020-04-20,108
2020-04-21,101
2020-04-22,103
2020-04-23,96
2020-04-24,95
2020-04-25,91
2020-04-26,85
2020-04-27,85
2020-04-28,79
2020-04-29,78
2020-04-30,71
2020-05-01,65
2020-05-02,57
2020-05-03,54
2020-05-04,53
2020-05-05,51
2020-05-06,48
2020-05-07,46
2020-05-08,45
2020-05-09,43
2020-05-10,39
2020-05-11,29
2020-05-12,23
2020-05-13,22
2020-05-14,22
2020-05-15,20
2020-05-16,17
2020-05-17,18
2020-05-18,16
2020-05-19,15
2020-05-20,13
2020-05-21,12
2020-05-22,12
2020-05-23,12
2020-05-24,12
2020-05-25,12
2020-05-26,11
2020-05-27,10
2020-05-28,9
2020-05-29,8
2020-05-30,10
2020-05-31,10
2020-06-01,9
2020-06-02,10
2020-06-03,12
2020-06-04,15
2020-06-05,12
2020-06-06,14
2020-06-07,15
2020-06-08,15
2020-06-09,15
2020-06-10,14
2020-06-11,14
2020-06-12,14
2020-06-13,15
2020-06-14,15
2020-06-15,15
2020-06-16,15
2020-06-17,17
2020-06-18,17
2020-06-19,18
2020-06-20,18
2020-06-21,19
2020-06-22,19
2020-06-23,19
2020-06-24,21
2020-06-25,24
2020-06-26,26
2020-06-27,32
2020-06-28,31
2020-06-29,36
2020-06-30,42
2020-07-01,73
2020-07-02,81
2020-07-03,85
2020-07-04,86
2020-07-05,81
2020-07-06,93
2020-07-07,110
2020-07-08,118
2020-07-09,120
2020-07-10,130
2020-07-11,139
2020-07-12,144
2020-07-13,154
2020-07-14,170
2020-07-15,169
2020-07-16,177
2020-07-17,184
2020-07-18,187
2020-07-19,187
2020-07-20,190
2020-07-21,198
2020-07-22,205
2020-07-23,185
2020-07-24,167
2020-07-25,170
2020-07-26,169
2020-07-27,171
2020-07-28,156
2020-07-29,143
2020-07-30,150
2020-07-31,162
2020-08-01,159
2020-08-02,146
2020-08-03,146
2020-08-04,143
2020-08-05,132
2020-08-06,120
2020-08-07,118
2020-08-08,121
2020-08-09,106
2020-08-10,107
2020-08-11,91
2020-08-12,87
2020-08-13,78
2020-08-14,78
2020-08-15,75
2020-08-16,73
2020-08-17,68
2020-08-18,64
2020-08-19,57
2020-08-20,52
2020-08-21,52
2020-08-22,46
2020-08-23,46
2020-08-24,44
2020-08-25,36
2020-08-26,37
2020-08-27,36
2020-08-28,36
2020-08-29,40
2020-08-30,48
2020-08-31,47
2020-09-01,48
2020-09-02,39
2020-09-03,41
2020-09-04,39
2020-09-05,38
2020-09-06,35
2020-09-07,33
2020-09-08,38
2020-09-09,35
2020-09-10,35
2020-09-11,33
2020-09-12,29
2020-09-13,28
2020-09-14,28
2020-09-15,28
2020-09-16,23
2020-09-17,21
2020-09-18,20
2020-09-19,23
2020-09-20,25
2020-09-21,23
2020-09-22,23
2020-09-23,22
2020-09-24,22
2020-09-25,22
2020-09-26,22
2020-09-27,21
2020-09-28,20
2020-09-29,20
2020-09-30,21
2020-10-01,23
2020-10-02,23
2020-10-03,20
2020-10-04,21
2020-10-05,20
2020-10-06,19
2020-10-07,20
2020-10-08,21
2020-10-09,21
2020-10-10,22
2020-10-11,20
2020-10-12,20
