dates,incrementalcount_vaccine_covid_19_administered
2021-04-20,4979
2021-04-21,4698
2021-05-11,13209
2021-05-12,15365
2021-05-17,14184
2021-05-18,13167
2021-05-19,14119
2021-05-24,11138
2021-05-27,11762
2021-06-02,7041
2021-06-03,10132
2021-06-07,5891
2021-06-08,7167
2021-06-09,11038
2021-06-10,8118
2021-06-11,8557
2021-06-12,11594
2021-06-16,9683
2021-06-17,10907
2021-06-24,9662
2021-07-03,6219
2021-07-06,7742
2021-07-07,10141
2021-07-08,9165
2021-07-09,7606
2021-07-10,3247
2021-07-13,6517
2021-07-14,6534
2021-07-15,6443
2021-07-20,7286
2021-07-21,4672
2021-07-22,4911
2021-07-25,668
2021-07-28,4829
2021-07-29,5498
2021-08-03,6657
2021-08-04,6508
2021-08-05,6596
2021-08-10,4543
2021-08-11,4441
2021-08-12,4251
2021-08-13,6395
2021-08-17,4613
2021-08-18,4597
2021-08-21,161
2021-09-02,2700
2021-09-03,4450
2021-09-09,1880
2021-09-14,1765
2021-09-15,1440
2021-09-16,1674
2021-09-22,2346
2021-09-23,2194
2021-10-11,4419
2021-10-12,2397
2021-10-20,1932
2021-11-03,2891
2021-11-04,2480
2021-12-08,8476
2021-12-15,10690
2021-12-21,9105
2022-01-13,6882
2022-01-27,2596
2022-02-03,2383
2022-02-09,3305
2022-02-14,1736
2022-02-15,1605
2022-02-16,2188
2022-02-17,1333
2022-02-22,1249
2022-02-23,1437
