dates,count_medicalconditionincident_covid_19_patienthospitalized
2020-03-24,1019
2020-03-25,1229
2020-03-26,1347
2020-03-27,1422
2020-03-28,1491
2020-03-29,1540
2020-03-30,1608
2020-03-31,1589
2020-04-01,1705
2020-04-02,1672
2020-04-03,1721
2020-04-04,1730
2020-04-05,1686
2020-04-06,1682
2020-04-07,1581
2020-04-08,1494
2020-04-09,1458
2020-04-10,1302
2020-04-11,1372
2020-04-12,1362
2020-04-13,1311
2020-04-14,1260
2020-04-15,1243
2020-04-16,1226
2020-04-17,1225
2020-04-18,1194
2020-04-19,1183
2020-04-20,1142
2020-04-21,1091
2020-04-22,1044
2020-04-23,998
2020-04-24,984
2020-04-25,965
2020-04-26,944
2020-04-27,912
2020-04-28,865
2020-04-29,782
2020-04-30,758
2020-05-01,732
2020-05-02,747
2020-05-03,787
2020-05-04,772
2020-05-05,696
2020-05-06,648
2020-05-07,623
2020-05-08,617
2020-05-09,600
2020-05-10,601
2020-05-11,621
2020-05-12,609
2020-05-13,548
2020-05-14,541
2020-05-15,533
2020-05-16,485
2020-05-17,475
2020-05-18,457
2020-05-19,445
2020-05-20,447
2020-05-21,413
2020-05-22,408
2020-05-23,379
2020-05-24,389
2020-05-25,404
2020-05-26,414
2020-05-27,393
2020-05-28,300
2020-05-29,265
2020-05-30,325
2020-05-31,310
2020-06-01,337
2020-06-02,320
2020-06-03,282
2020-06-04,303
2020-06-05,322
2020-06-06,314
2020-06-07,312
2020-06-08,315
2020-06-09,309
2020-06-10,256
2020-06-11,226
2020-06-12,214
2020-06-13,211
2020-06-14,222
2020-06-15,227
2020-06-16,240
2020-06-17,227
2020-06-18,217
2020-06-19,208
2020-06-20,197
2020-06-21,191
2020-06-22,195
2020-06-23,187
2020-06-24,174
2020-06-25,140
2020-06-26,121
2020-06-27,116
2020-06-28,120
2020-06-29,108
2020-06-30,91
2020-07-01,73
2020-07-02,66
2020-07-03,70
2020-07-04,51
2020-07-05,58
2020-07-06,50
2020-07-07,48
2020-07-08,46
2020-07-09,47
2020-07-10,40
2020-07-11,39
2020-07-12,46
2020-07-13,50
2020-07-14,55
2020-07-15,56
2020-07-16,59
2020-07-17,58
2020-07-18,67
2020-07-19,65
2020-07-20,64
2020-07-21,84
2020-07-22,73
2020-07-23,76
2020-07-24,75
2020-07-25,73
2020-07-26,89
2020-07-27,58
2020-07-28,102
2020-07-29,109
2020-07-30,109
2020-07-31,102
2020-08-01,105
2020-08-02,114
2020-08-03,113
2020-08-04,107
2020-08-05,109
2020-08-06,106
2020-08-07,97
2020-08-08,103
2020-08-09,103
2020-08-10,83
2020-08-11,88
2020-08-12,96
2020-08-13,101
2020-08-14,115
2020-08-15,135
2020-08-16,135
2020-08-17,135
2020-08-18,130
2020-08-19,140
2020-08-20,138
2020-08-21,137
2020-08-22,141
2020-08-23,128
2020-08-24,139
2020-08-25,138
2020-08-26,138
2020-08-27,129
2020-08-28,119
2020-08-29,115
2020-08-30,107
2020-08-31,101
2020-09-01,89
2020-09-02,104
2020-09-03,103
2020-09-04,106
2020-09-05,100
2020-09-06,103
2020-09-07,104
2020-09-08,153
2020-09-09,245
2020-09-10,246
2020-09-11,245
2020-09-12,196
2020-09-13,213
2020-09-14,241
2020-09-15,254
2020-09-16,249
2020-09-17,267
2020-09-18,282
2020-09-19,263
2020-09-20,295
2020-09-21,272
2020-09-22,274
2020-09-23,262
2020-09-24,281
2020-09-25,279
2020-09-26,110
2020-09-27,75
2020-09-28,315
2020-09-29,326
2020-09-30,353
2020-10-01,371
2020-10-02,421
2020-10-03,487
2020-10-04,537
2020-10-05,565
2020-10-06,632
2020-10-07,648
2020-10-08,997
2020-10-09,962
2020-10-10,1009
2020-10-11,1087
2020-10-12,1139
2020-10-13,1099
2020-10-14,1135
2020-10-15,1234
2020-10-16,1243
2020-10-17,1292
