dates,count_medicalconditionincident_covid_19_patientinicu
2020-03-24,69
2020-03-25,60
2020-03-26,71
2020-03-27,75
2020-03-28,94
2020-03-29,97
2020-03-30,90
2020-03-31,93
2020-04-01,96
2020-04-02,93
2020-04-03,87
2020-04-04,87
2020-04-05,84
2020-04-06,84
2020-04-07,79
2020-04-08,77
2020-04-09,79
2020-04-10,80
2020-04-11,66
2020-04-12,62
2020-04-13,61
2020-04-14,54
2020-04-15,52
2020-04-16,48
2020-04-17,48
2020-04-18,49
2020-04-19,47
2020-04-20,47
2020-04-21,45
2020-04-22,42
2020-04-23,41
2020-04-24,40
2020-04-25,38
2020-04-26,38
2020-04-27,39
2020-04-28,36
2020-04-29,36
2020-04-30,29
2020-05-01,26
2020-05-02,26
2020-05-03,26
2020-05-04,25
2020-05-05,20
2020-05-06,17
2020-05-07,17
2020-05-08,17
2020-05-09,16
2020-05-10,14
2020-05-11,18
2020-05-12,16
2020-05-13,15
2020-05-14,13
2020-05-15,12
2020-05-16,13
2020-05-17,17
2020-05-18,23
2020-05-19,15
2020-05-20,11
2020-05-21,10
2020-05-22,10
2020-05-23,10
2020-05-24,10
2020-05-25,10
2020-05-26,10
2020-05-27,10
2020-05-28,10
2020-05-29,10
2020-05-30,10
2020-05-31,10
2020-06-01,9
2020-06-02,8
2020-06-03,8
2020-06-04,8
2020-06-05,7
2020-06-06,7
2020-06-07,7
2020-06-08,6
2020-06-09,6
2020-06-10,5
2020-06-11,5
2020-06-12,4
2020-06-13,4
2020-06-14,4
2020-06-15,4
2020-06-16,4
2020-06-17,4
2020-06-18,4
2020-06-19,3
2020-06-20,3
2020-06-21,3
2020-06-22,2
2020-06-23,3
2020-06-24,2
2020-06-25,2
2020-06-26,0
2020-06-27,2
2020-06-28,3
2020-06-29,3
2020-06-30,4
2020-07-01,5
2020-07-02,4
2020-07-03,2
2020-07-04,2
2020-07-05,2
2020-07-06,2
2020-07-07,2
2020-07-08,2
2020-07-09,2
2020-07-10,3
2020-07-11,2
2020-07-12,2
2020-07-13,3
2020-07-14,4
2020-07-15,3
2020-07-16,1
2020-07-17,1
2020-07-18,1
2020-07-19,1
2020-07-20,2
2020-07-21,2
2020-07-22,4
2020-07-23,5
2020-07-24,5
2020-07-25,2
2020-07-26,1
2020-07-27,0
2020-07-28,1
2020-07-29,2
2020-07-30,3
2020-07-31,3
2020-08-01,2
2020-08-02,2
2020-08-03,2
2020-08-04,0
2020-08-05,1
2020-08-06,2
2020-08-07,2
2020-08-08,2
2020-08-09,2
2020-08-10,1
2020-08-11,2
2020-08-12,1
2020-08-13,1
2020-08-14,4
2020-08-15,6
2020-08-16,7
2020-08-17,8
2020-08-18,8
2020-08-19,7
2020-08-20,8
2020-08-21,7
2020-08-22,8
2020-08-23,9
2020-08-24,8
2020-08-25,9
2020-08-26,9
2020-08-27,8
2020-08-28,8
2020-08-29,8
2020-08-30,7
2020-08-31,6
2020-09-01,5
2020-09-02,4
2020-09-03,4
2020-09-04,4
2020-09-05,5
2020-09-06,6
2020-09-07,6
2020-09-08,7
2020-09-09,7
2020-09-10,9
2020-09-11,9
2020-09-12,9
2020-09-13,9
2020-09-14,11
2020-09-15,15
2020-09-16,16
2020-09-17,12
2020-09-18,11
2020-09-19,12
2020-09-20,10
2020-09-21,9
2020-09-22,9
2020-09-23,10
2020-09-24,11
2020-09-25,6
2020-09-26,52
2020-09-27,8
2020-09-28,10
2020-09-29,9
2020-09-30,14
2020-10-01,16
2020-10-02,20
2020-10-03,24
2020-10-04,29
2020-10-05,31
2020-10-06,54
2020-10-07,57
2020-10-08,60
2020-10-09,77
2020-10-10,81
2020-10-11,90
2020-10-12,91
2020-10-13,91
2020-10-14,92
2020-10-15,115
2020-10-16,115
2020-10-17,116
2020-10-18,104
2020-10-19,113
2020-10-20,119
2020-10-21,124
2020-10-22,124
2020-10-23,119
2020-10-24,120
2020-10-25,116
2020-10-26,117
2020-10-27,114
2020-10-28,120
2020-10-29,123
2020-10-30,115
2020-10-31,112
2020-11-01,119
2020-11-02,114
2020-11-03,116
2020-11-04,107
2020-11-05,99
2020-11-06,104
2020-11-07,104
2020-11-08,112
2020-11-09,106
2020-11-10,102
2020-11-11,112
2020-11-12,112
