dates,cumulativecount_vaccine_covid_19_administered
2021-03-17,5417
2021-03-18,9091
2021-03-19,15326
2021-03-21,24550
2021-03-22,25589
2021-03-23,38804
2021-03-24,54637
2021-03-26,90107
2021-03-27,109526
2021-03-28,111592
2021-03-30,123097
2021-03-31,134289
2021-04-01,144979
2021-04-02,154801
2021-04-04,159574
2021-04-05,160445
2021-04-06,164733
2021-04-09,193627
2021-04-10,204258
2021-04-11,209353
2021-04-12,212615
2021-04-13,229220
2021-04-14,240744
2021-04-16,251368
2021-04-18,257754
2021-04-19,258107
2021-04-20,260614
2021-04-21,263931
2021-04-22,267293
2021-04-26,277442
2021-04-27,281049
2021-04-28,285824
2021-04-29,290344
2021-04-30,296127
2021-05-06,311751
2021-05-08,318138
2021-05-09,319323
2021-05-10,320300
2021-05-13,330348
2021-05-15,332955
2021-05-17,334363
2021-05-18,335232
2021-05-19,336826
2021-05-20,339481
2021-05-21,341698
2021-05-22,344394
2021-05-23,344647
2021-05-25,345806
2021-05-26,347638
2021-05-28,352607
2021-05-29,354777
2021-05-30,355093
2021-05-31,355118
2021-06-01,356134
2021-06-02,357015
2021-06-03,357650
2021-06-06,359008
2021-06-07,359184
2021-06-09,367356
2021-06-10,369674
2021-06-11,374268
2021-06-12,377614
2021-06-14,381257
2021-06-15,387363
2021-06-16,393313
2021-06-17,406167
2021-06-18,413961
2021-06-19,420685
2021-06-21,422508
2021-06-22,425051
2021-06-23,426356
2021-06-24,427440
2021-06-25,427730
2021-06-26,428321
2021-06-27,428391
2021-06-28,428407
2021-07-27,448408
2021-07-28,504195
2021-07-30,580557
2021-07-31,591863
2021-08-01,594333
2021-08-02,595535
2021-08-03,597862
2021-08-04,598408
2021-08-05,622218
2021-08-08,624077
2021-08-10,655865
2021-08-12,683097
2021-08-14,725197
2021-08-15,728748
2021-08-16,729339
2021-08-17,750138
2021-08-18,768280
2021-08-19,788376
2021-08-20,806316
2021-08-22,827615
2021-08-23,827885
2021-08-24,840736
2021-08-25,851823
2021-08-27,868988
2021-08-29,877951
2021-08-30,878138
2021-08-31,883432
2021-09-01,893062
2021-09-03,898201
2021-09-04,909438
2021-09-05,910347
2021-09-06,911292
2021-09-07,916777
2021-09-10,933541
2021-09-11,937856
