dates,covid19mobilitytrend_residence
2020-02-15,0
2020-02-16,0
2020-02-17,1
2020-02-18,1
2020-02-19,1
2020-02-20,1
2020-02-21,2
2020-02-22,0
2020-02-23,-4
2020-02-24,11
2020-02-25,11
2020-02-26,1
2020-02-27,2
2020-02-28,3
2020-02-29,2
2020-03-01,2
2020-03-02,2
2020-03-03,2
2020-03-04,2
2020-03-05,2
2020-03-06,3
2020-03-07,2
2020-03-08,0
2020-03-09,3
2020-03-10,2
2020-03-11,2
2020-03-12,3
2020-03-13,7
2020-03-14,6
2020-03-15,7
2020-03-16,10
2020-03-17,26
2020-03-18,34
2020-03-19,36
2020-03-20,41
2020-03-21,32
2020-03-22,25
2020-03-23,38
2020-03-24,37
2020-03-25,39
2020-03-26,40
2020-03-27,44
2020-03-28,34
2020-03-29,26
2020-03-30,38
2020-03-31,37
2020-04-01,37
2020-04-02,39
2020-04-03,43
2020-04-04,33
2020-04-05,25
2020-04-06,38
2020-04-07,37
2020-04-08,37
2020-04-09,37
2020-04-10,43
2020-04-11,37
2020-04-12,28
2020-04-13,36
2020-04-14,36
2020-04-15,36
2020-04-16,37
2020-04-17,41
2020-04-18,34
2020-04-19,26
2020-04-20,34
2020-04-21,35
2020-04-22,34
2020-04-23,35
2020-04-24,39
2020-04-25,34
2020-04-26,26
2020-04-27,35
2020-04-28,31
2020-04-29,33
2020-04-30,32
2020-05-01,38
2020-05-02,32
2020-05-03,25
2020-05-04,32
2020-05-05,32
2020-05-06,32
2020-05-07,32
2020-05-08,35
2020-05-09,30
2020-05-10,21
2020-05-11,31
2020-05-12,30
2020-05-13,31
2020-05-14,30
2020-05-15,34
2020-05-16,29
2020-05-17,23
2020-05-18,30
2020-05-19,30
2020-05-20,29
2020-05-21,30
2020-05-22,32
2020-05-23,27
2020-05-24,22
2020-05-25,29
2020-05-26,27
2020-05-27,27
2020-05-28,28
2020-05-29,31
2020-05-30,24
2020-05-31,21
2020-06-01,24
2020-06-02,25
2020-06-03,24
2020-06-04,25
2020-06-05,28
2020-06-06,20
2020-06-07,20
2020-06-08,23
2020-06-09,23
2020-06-10,23
2020-06-11,24
2020-06-12,26
2020-06-13,19
