dates,covid19mobilitytrend_residence
2020-02-15,2
2020-02-16,0
2020-02-17,0
2020-02-18,1
2020-02-19,1
2020-02-20,0
2020-02-21,1
2020-02-22,1
2020-02-23,0
2020-02-24,0
2020-02-25,0
2020-02-26,-1
2020-02-27,-1
2020-02-28,1
2020-02-29,1
2020-03-01,0
2020-03-02,0
2020-03-03,0
2020-03-04,1
2020-03-05,0
2020-03-06,2
2020-03-07,2
2020-03-08,1
2020-03-09,1
2020-03-10,1
2020-03-11,1
2020-03-12,1
2020-03-13,3
2020-03-14,3
2020-03-15,3
2020-03-16,4
2020-03-17,5
2020-03-18,7
2020-03-19,11
2020-03-20,13
2020-03-21,13
2020-03-22,18
2020-03-23,11
2020-03-24,15
2020-03-25,17
2020-03-26,20
2020-03-27,18
2020-03-28,18
2020-03-29,17
2020-03-30,17
2020-03-31,17
2020-04-01,20
2020-04-02,24
2020-04-03,20
2020-04-04,19
2020-04-05,19
2020-04-06,19
2020-04-07,20
2020-04-08,20
2020-04-09,21
2020-04-10,19
2020-04-11,20
2020-04-12,20
2020-04-13,20
2020-04-14,20
2020-04-15,21
2020-04-16,24
2020-04-17,19
2020-04-18,19
2020-04-19,19
2020-04-20,19
2020-04-21,19
2020-04-22,19
2020-04-23,21
2020-04-24,17
2020-04-25,21
2020-04-26,21
2020-04-27,21
2020-04-28,19
2020-04-29,21
2020-04-30,23
2020-05-01,19
2020-05-02,19
2020-05-03,19
2020-05-04,20
2020-05-05,20
2020-05-06,21
2020-05-07,24
2020-05-08,19
2020-05-09,19
2020-05-10,20
2020-05-11,20
2020-05-12,20
2020-05-13,21
2020-05-14,23
2020-05-15,20
2020-05-16,19
2020-05-17,20
2020-05-18,20
2020-05-19,20
2020-05-20,20
2020-05-21,23
2020-05-22,18
2020-05-23,18
2020-05-24,26
2020-05-25,25
2020-05-26,22
2020-05-27,18
2020-05-28,21
2020-05-29,18
2020-05-30,17
2020-05-31,16
2020-06-01,16
2020-06-02,16
2020-06-03,16
2020-06-04,19
2020-06-05,16
2020-06-06,15
2020-06-07,15
2020-06-08,15
2020-06-09,15
2020-06-10,15
2020-06-11,17
2020-06-12,15
2020-06-13,14
2020-06-14,14
2020-06-15,14
2020-06-16,14
2020-06-17,15
2020-06-18,16
2020-06-19,15
2020-06-20,14
2020-06-21,14
2020-06-22,13
2020-06-23,13
2020-06-24,13
2020-06-25,14
2020-06-26,13
2020-06-27,12
2020-06-28,12
2020-06-29,12
2020-06-30,12
2020-07-01,12
2020-07-02,14
2020-07-03,13
2020-07-04,12
2020-07-05,11
2020-07-06,12
2020-07-07,12
2020-07-08,12
2020-07-09,15
2020-07-10,13
2020-07-11,12
2020-07-12,12
2020-07-13,12
2020-07-14,12
2020-07-15,13
2020-07-16,15
2020-07-17,13
2020-07-18,12
2020-07-19,12
2020-07-20,11
2020-07-21,11
2020-07-22,11
2020-07-23,12
2020-07-24,10
2020-07-25,16
2020-07-26,17
2020-07-27,17
2020-07-28,17
2020-07-29,16
2020-07-30,25
2020-07-31,18
2020-08-01,21
2020-08-02,22
2020-08-03,21
2020-08-04,21
2020-08-05,21
2020-08-06,24
2020-08-07,16
2020-08-08,13
2020-08-09,12
2020-08-10,12
2020-08-11,12
2020-08-12,12
2020-08-13,14
2020-08-14,12
2020-08-15,10
2020-08-16,10
2020-08-17,10
2020-08-18,10
2020-08-19,10
2020-08-20,11
2020-08-21,10
2020-08-22,9
2020-08-23,12
2020-08-24,8
2020-08-25,8
2020-08-26,8
2020-08-27,9
2020-08-28,8
2020-08-29,7
2020-08-30,7
2020-08-31,8
2020-09-01,7
2020-09-02,7
2020-09-03,9
2020-09-04,7
2020-09-05,7
2020-09-06,7
2020-09-07,7
2020-09-08,7
2020-09-09,7
2020-09-10,8
2020-09-11,5
2020-09-12,4
2020-09-13,5
2020-09-14,5
2020-09-15,6
2020-09-16,7
2020-09-17,8
2020-09-18,7
2020-09-19,7
2020-09-20,7
2020-09-21,7
2020-09-22,7
2020-09-23,6
2020-09-24,7
2020-09-25,7
2020-09-26,6
2020-09-27,6
2020-09-28,7
2020-09-29,6
2020-09-30,9
2020-10-01,10
2020-10-02,4
2020-10-03,3
2020-10-04,3
2020-10-05,3
2020-10-06,3
2020-10-07,3
2020-10-08,6
2020-10-09,6
2020-10-10,5
2020-10-11,9
2020-10-12,9
2020-10-13,9
2020-10-14,10
2020-10-15,11
2020-10-16,11
2020-10-17,9
2020-10-18,9
