dates,covid19mobilitytrend_localbusiness
2020-02-15,3
2020-02-16,-4
2020-02-17,-6
2020-02-18,-3
2020-02-19,-10
2020-02-20,-4
2020-02-21,-2
2020-02-22,0
2020-02-23,-1
2020-02-24,-9
2020-02-25,-17
2020-02-26,-3
2020-02-27,2
2020-02-28,6
2020-02-29,7
2020-03-01,5
2020-03-02,6
2020-03-03,4
2020-03-04,7
2020-03-05,5
2020-03-06,6
2020-03-07,7
2020-03-08,5
2020-03-09,0
2020-03-10,1
2020-03-11,1
2020-03-12,1
2020-03-13,2
2020-03-14,2
2020-03-15,-5
2020-03-16,-4
2020-03-17,-6
2020-03-18,-4
2020-03-19,-4
2020-03-20,-5
2020-03-21,-10
2020-03-22,-33
2020-03-23,-43
2020-03-24,-26
2020-03-25,-22
2020-03-26,-10
2020-03-27,-48
2020-03-28,-51
2020-03-29,-61
2020-03-30,-55
2020-03-31,-55
2020-04-01,-55
2020-04-02,-55
2020-04-03,-58
2020-04-04,-58
2020-04-05,-62
2020-04-06,-52
2020-04-07,-53
2020-04-08,-54
2020-04-09,-51
2020-04-10,-60
2020-04-11,-53
2020-04-12,-60
2020-04-13,-55
2020-04-14,-52
2020-04-15,-54
2020-04-16,-52
2020-04-17,-56
2020-04-18,-60
2020-04-19,-63
2020-04-20,-55
2020-04-21,-53
2020-04-22,-55
2020-04-23,-51
2020-04-24,-55
2020-04-25,-47
2020-04-26,-51
2020-04-27,-37
2020-04-28,-32
2020-04-29,-31
2020-04-30,-28
2020-05-01,-51
2020-05-02,-36
2020-05-03,-53
2020-05-04,-37
2020-05-05,-33
2020-05-06,-34
2020-05-07,-33
2020-05-08,-39
2020-05-09,-35
2020-05-10,-52
2020-05-11,-36
2020-05-12,-33
2020-05-13,-34
2020-05-14,-33
2020-05-15,-38
2020-05-16,-35
2020-05-17,-51
2020-05-18,-35
2020-05-19,-34
2020-05-20,-36
2020-05-21,-34
2020-05-22,-37
2020-05-23,-31
2020-05-24,-45
2020-05-25,-29
2020-05-26,-23
2020-05-27,-19
2020-05-28,-17
2020-05-29,-18
2020-05-30,-17
2020-05-31,-31
2020-06-01,-11
2020-06-02,-15
2020-06-03,-15
2020-06-04,-16
2020-06-05,-19
2020-06-06,-17
2020-06-07,-32
2020-06-08,-15
2020-06-09,-16
2020-06-10,-14
2020-06-11,-16
2020-06-12,-18
2020-06-13,-17
2020-06-14,-30
2020-06-15,-15
2020-06-16,-14
2020-06-17,-15
2020-06-18,-18
2020-06-19,-21
2020-06-20,-18
2020-06-21,-30
2020-06-22,-18
2020-06-23,-16
2020-06-24,-13
2020-06-25,-10
2020-06-26,-8
2020-06-27,-7
2020-06-28,-21
2020-06-29,-7
2020-06-30,-4
2020-07-01,-4
2020-07-02,-5
2020-07-03,-9
2020-07-04,-10
2020-07-05,-21
2020-07-06,-8
2020-07-07,-8
2020-07-08,-11
2020-07-09,-17
2020-07-10,-21
2020-07-11,-19
2020-07-12,-31
2020-07-13,-20
2020-07-14,-19
2020-07-15,-20
2020-07-16,-20
2020-07-17,-23
2020-07-18,-22
2020-07-19,-33
2020-07-20,-23
2020-07-21,-23
2020-07-22,-25
2020-07-23,-22
2020-07-24,-22
2020-07-25,-17
2020-07-26,-30
2020-07-27,-16
2020-07-28,-14
2020-07-29,-10
2020-07-30,-9
2020-07-31,-11
2020-08-01,-9
2020-08-02,-21
2020-08-03,-10
2020-08-04,-11
2020-08-05,-10
2020-08-06,-11
2020-08-07,-15
2020-08-08,-12
2020-08-09,-24
2020-08-10,-11
2020-08-11,-11
2020-08-12,-10
2020-08-13,-10
2020-08-14,-13
2020-08-15,-14
2020-08-16,-24
2020-08-17,-15
2020-08-18,-14
2020-08-19,-14
2020-08-20,-15
2020-08-21,-17
2020-08-22,-15
2020-08-23,-24
2020-08-24,-15
2020-08-25,-12
2020-08-26,-12
2020-08-27,-10
2020-08-28,-10
2020-08-29,-7
2020-08-30,-17
2020-08-31,-3
2020-09-01,-2
2020-09-02,-2
2020-09-03,-1
2020-09-04,-5
2020-09-05,-2
2020-09-06,-13
2020-09-07,-2
2020-09-08,-2
2020-09-09,-1
2020-09-10,-1
2020-09-11,-5
2020-09-12,-4
2020-09-13,-15
2020-09-14,-3
2020-09-15,-3
2020-09-16,1
2020-09-17,-20
2020-09-18,-24
2020-09-19,-14
2020-09-20,-21
2020-09-21,-9
2020-09-22,-13
2020-09-23,-16
