dates,count_medicalconditionincident_covid_19_patientinicu
2020-07-17,62
2020-07-18,67
2020-07-20,64
2020-07-21,56
2020-07-22,51
2020-07-23,66
2020-07-25,63
2020-07-26,64
2020-07-27,58
2020-07-31,65
2020-08-01,64
2020-08-02,54
2020-08-04,54
2020-08-05,55
2020-08-06,63
2020-08-09,57
2020-08-10,47
2020-08-12,53
2020-08-13,44
2020-08-14,46
2020-08-15,37
2020-08-16,40
2020-08-17,40
2020-08-18,46
2020-08-19,44
2020-08-20,41
2020-08-21,41
2020-08-22,49
2020-08-23,41
2020-08-24,37
2020-08-25,31
2020-08-26,28
2020-08-27,28
2020-08-28,31
2020-08-29,28
2020-08-30,29
2020-08-31,29
2020-09-01,38
2020-09-02,35
2020-09-03,44
2020-09-04,42
2020-09-05,42
2020-09-06,44
2020-09-07,43
2020-09-08,35
2020-09-09,40
2020-09-10,39
2020-09-11,32
2020-09-12,36
2020-09-13,29
2020-09-14,27
2020-09-15,31
2020-09-16,31
2020-09-17,32
2020-09-18,27
2020-09-19,32
2020-09-20,31
2020-09-21,29
2020-09-22,34
2020-09-23,25
2020-09-24,27
2020-09-25,25
2020-09-26,25
2020-09-27,22
2020-09-28,25
2020-09-29,23
2020-09-30,23
2020-10-01,23
2020-10-02,23
2020-10-03,25
2020-10-04,21
2020-10-05,22
2020-10-07,31
2020-10-08,30
2020-10-09,31
2020-10-10,31
2020-10-11,28
2020-10-12,35
2020-10-13,38
2020-10-14,35
2020-10-15,35
2020-10-17,36
2020-10-18,33
2020-10-19,39
2020-10-20,38
2020-10-21,37
2020-10-22,31
2020-10-23,33
2020-10-24,29
2020-10-25,29
2020-10-26,30
2020-10-28,40
2020-10-29,39
2020-10-30,48
2020-10-31,44
2020-11-01,49
2020-11-02,46
2020-11-04,50
2020-11-05,53
2020-11-07,59
2020-11-08,63
2020-11-09,60
2020-11-11,49
2020-11-12,53
2020-11-13,52
2020-11-14,42
2020-11-15,44
2020-11-16,50
2020-11-17,39
2020-11-18,43
2020-11-19,53
2020-11-20,49
2020-11-21,52
2020-11-22,46
2020-11-23,46
2020-11-26,44
2020-11-27,50
2020-11-28,51
2020-11-30,46
2020-12-01,46
2020-12-03,45
2020-12-07,38
2020-12-08,44
2020-12-09,42
2020-12-10,44
2020-12-11,46
2020-12-12,42
2020-12-13,46
2020-12-15,46
2020-12-16,44
2020-12-17,45
2020-12-20,50
2020-12-21,43
2020-12-22,49
2020-12-23,49
2020-12-24,46
2020-12-29,40
2020-12-30,43
2021-01-01,42
2021-01-02,31
2021-01-03,36
2021-01-04,27
2021-01-05,29
2021-01-06,32
2021-01-07,27
2021-01-08,34
2021-01-09,33
2021-01-10,29
2021-01-11,28
2021-01-12,24
2021-01-15,28
2021-01-16,23
2021-01-17,32
2021-01-18,28
2021-01-19,29
2021-01-20,32
