dates,cumulativecount_vaccine_covid_19_administered
2021-06-10,5324
2021-06-23,8981
2021-06-28,9799
2021-07-05,14604
2021-07-07,20478
2021-07-15,24459
2021-07-21,28810
2021-07-29,29980
2021-08-05,36173
2021-08-12,40649
2021-08-19,45390
2021-08-28,51697
2021-08-30,55598
2021-09-02,68267
2021-09-09,76242
2021-09-12,98302
2021-09-15,104707
2021-09-19,123052
2021-09-26,142548
2021-09-29,154042
2021-10-06,173184
2021-10-11,183351
2021-10-13,191439
2021-10-17,199516
2021-10-24,224180
2021-10-31,226843
2021-11-03,229019
2021-11-07,234030
2021-11-10,237695
2021-11-14,242251
2021-11-21,249651
2021-11-27,258618
2021-12-05,275026
2021-12-12,285922
2022-01-16,374952
2022-01-30,392157
2022-02-04,398464
2022-02-18,403992
2022-03-04,412309
2022-03-11,418052
2022-03-18,419469
2022-03-29,1014743
2022-03-31,1640446
2022-04-09,2291152
2022-04-26,2347168
2022-05-22,2352921
2022-06-05,2355126
2022-06-19,2356138
2022-08-14,3873794
2022-08-28,3876928
2022-10-02,3879297
2022-11-13,3887776
2022-12-11,3891785
2023-01-15,6347672
2023-02-05,6367671
2023-02-19,6368186
2023-02-26,6379628
2023-03-05,6392512
2023-03-19,6393769
2023-04-02,8543941
