dates,count_medicalconditionincident_covid_19_patienthospitalized
2020-03-15,263
2020-03-16,370
2020-03-17,493
2020-03-18,646
2020-03-19,840
2020-03-20,1108
2020-03-21,1384
2020-03-22,1661
2020-03-23,1883
2020-03-24,2204
2020-03-25,2721
2020-03-26,3111
2020-03-27,3649
2020-03-28,4088
2020-03-29,4536
2020-03-30,4897
2020-03-31,4988
2020-04-01,5219
2020-04-02,5398
2020-04-03,5562
2020-04-04,5531
2020-04-05,5620
2020-04-06,5759
2020-04-07,5710
2020-04-08,5620
2020-04-09,5640
2020-04-10,5663
2020-04-11,5538
2020-04-12,5542
2020-04-13,5554
2020-04-14,5532
2020-04-15,5331
2020-04-16,5181
2020-04-17,5088
2020-04-18,4889
2020-04-19,4940
2020-04-20,4996
2020-04-21,4765
2020-04-22,4527
2020-04-23,4353
2020-04-24,4195
2020-04-25,3957
2020-04-26,3968
2020-04-27,3976
2020-04-28,3733
2020-04-29,3609
2020-04-30,3386
2020-05-01,3109
2020-05-02,3080
2020-05-03,3044
2020-05-04,3080
2020-05-05,2868
2020-05-06,2699
2020-05-07,2555
2020-05-08,2381
2020-05-09,2222
2020-05-10,2222
2020-05-11,2230
2020-05-12,2085
2020-05-13,1966
2020-05-14,1862
2020-05-15,1750
2020-05-16,1625
2020-05-17,1614
2020-05-18,1630
2020-05-19,1527
2020-05-20,1448
2020-05-21,1388
2020-05-22,1360
2020-05-23,1296
2020-05-24,1306
2020-05-25,1304
2020-05-26,1150
2020-05-27,1050
2020-05-28,939
2020-05-29,892
2020-05-30,823
2020-05-31,818
2020-06-01,821
2020-06-02,821
2020-06-03,739
2020-06-04,702
2020-06-05,647
2020-06-06,573
2020-06-07,576
2020-06-08,575
2020-06-09,527
2020-06-10,484
2020-06-11,479
2020-06-12,425
2020-06-13,395
2020-06-14,400
2020-06-15,395
2020-06-16,371
2020-06-17,344
2020-06-18,340
2020-06-19,308
2020-06-20,292
2020-06-21,295
2020-06-22,293
2020-06-23,281
2020-06-24,268
2020-06-25,256
2020-06-26,247
2020-06-27,237
2020-06-28,237
2020-06-29,244
2020-06-30,222
2020-07-01,203
2020-07-02,187
2020-07-03,168
2020-07-04,170
2020-07-05,170
2020-07-06,169
2020-07-07,178
2020-07-08,165
2020-07-09,160
2020-07-10,143
2020-07-11,132
2020-07-12,130
2020-07-13,138
2020-07-14,147
2020-07-15,150
2020-07-16,147
2020-07-17,145
2020-07-18,161
2020-07-19,168
2020-07-20,181
2020-07-21,172
2020-07-22,191
2020-07-23,203
2020-07-24,218
2020-07-25,210
2020-07-26,211
2020-07-27,222
2020-07-28,232
2020-07-29,263
2020-07-30,267
2020-07-31,253
2020-08-01,259
2020-08-02,271
2020-08-03,290
2020-08-04,265
2020-08-05,293
2020-08-06,278
2020-08-07,285
2020-08-08,281
2020-08-09,285
2020-08-10,312
2020-08-11,307
2020-08-12,301
2020-08-13,309
2020-08-14,312
2020-08-15,309
2020-08-16,337
2020-08-17,341
2020-08-18,335
2020-08-19,334
2020-08-20,303
2020-08-21,314
2020-08-22,310
2020-08-23,312
2020-08-24,320
2020-08-25,282
2020-08-26,260
2020-08-27,257
2020-08-28,252
2020-08-29,230
2020-08-30,233
2020-08-31,243
2020-09-01,226
2020-09-02,221
2020-09-03,209
2020-09-04,215
2020-09-05,215
2020-09-06,223
2020-09-07,235
2020-09-08,260
2020-09-09,250
2020-09-10,249
2020-09-11,254
2020-09-12,260
2020-09-13,293
2020-09-14,318
2020-09-15,315
2020-09-16,353
2020-09-17,371
2020-09-18,392
2020-09-19,421
2020-09-20,432
2020-09-21,490
2020-09-22,505
2020-09-23,550
2020-09-24,602
2020-09-25,620
2020-09-26,626
2020-09-27,654
2020-09-28,708
2020-09-29,716
2020-09-30,739
2020-10-01,773
2020-10-02,789
2020-10-03,819
2020-10-04,866
2020-10-05,937
2020-10-06,952
2020-10-07,1050
2020-10-08,1110
2020-10-09,1191
2020-10-10,1260
2020-10-11,1334
2020-10-12,1473
2020-10-13,1622
2020-10-14,1778
2020-10-15,1951
2020-10-16,2099
2020-10-17,2267
2020-10-18,2497
2020-10-19,2773
2020-10-20,2977
2020-10-21,3275
2020-10-22,3649
2020-10-23,4056
2020-10-24,4408
2020-10-25,4825
2020-10-26,5268
2020-10-27,5548
2020-10-28,5924
2020-10-29,6187
2020-10-30,6439
2020-10-31,6502
2020-11-01,6824
2020-11-02,7233
2020-11-03,7461
2020-11-04,7411
2020-11-05,7290
2020-11-06,7224
2020-11-07,6895
2020-11-08,6955
2020-11-09,7221
2020-11-10,7058
2020-11-11,6879
2020-11-12,7010
2020-11-13,6762
2020-11-14,6505
2020-11-15,6518
2020-11-16,6580
2020-11-17,6240
2020-11-18,5930
2020-11-19,5651
2020-11-20,5418
2020-11-21,5017
2020-11-22,5025
2020-11-23,5076
2020-11-24,4783
2020-11-25,4570
2020-11-26,4376
2020-11-27,4215
2020-11-28,3994
2020-11-29,3989
2020-11-30,4014
2020-12-01,3707
2020-12-02,3590
2020-12-03,3417
2020-12-04,3341
2020-12-05,3163
2020-12-06,3210
2020-12-07,3272
2020-12-08,3136
2020-12-09,3034
2020-12-10,2961
2020-12-11,2896
2020-12-12,2770
2020-12-13,2861
2020-12-14,2888
2020-12-15,2772
2020-12-16,2707
2020-12-17,2683
2020-12-18,2616
2020-12-19,2523
2020-12-20,2538
2020-12-21,2610
2020-12-22,2557
2020-12-23,2467
2020-12-24,2447
2020-12-25,2282
2020-12-26,2286
2020-12-27,2359
2020-12-28,2440
2020-12-29,2417
2020-12-30,2333
2020-12-31,2187
2021-01-01,2081
2021-01-02,2122
2021-01-03,2185
2021-01-04,2226
2021-01-05,2130
2021-01-06,2076
2021-01-07,2018
2021-01-08,1996
2021-01-09,1927
2021-01-10,1955
2021-01-11,2020
2021-01-12,1966
2021-01-13,1943
2021-01-14,1915
2021-01-15,1883
2021-01-16,1828
2021-01-17,1892
2021-01-18,1974
2021-01-19,1960
2021-01-20,1938
2021-01-21,1941
2021-01-22,1923
2021-01-23,1888
2021-01-24,1923
2021-01-25,1954
2021-01-26,1928
2021-01-27,1850
2021-01-28,1819
2021-01-29,1810
2021-01-30,1760
2021-01-31,1788
2021-02-01,1852
2021-02-02,1794
2021-02-03,1785
2021-02-04,1751
2021-02-05,1737
2021-02-06,1650
2021-02-07,1678
2021-02-08,1698
2021-02-09,1674
2021-02-10,1652
2021-02-11,1642
2021-02-12,1634
2021-02-13,1567
2021-02-14,1598
2021-02-15,1632
2021-02-16,1600
2021-02-17,1610
2021-02-18,1588
2021-02-19,1607
2021-02-20,1567
2021-02-21,1619
2021-02-22,1721
2021-02-23,1711
2021-02-24,1749
2021-02-25,1759
2021-02-26,1838
2021-02-27,1835
2021-02-28,1896
2021-03-01,1937
2021-03-02,1902
2021-03-03,1900
2021-03-04,1905
2021-03-05,1915
2021-03-06,1880
2021-03-07,1938
2021-03-08,1994
2021-03-09,1963
2021-03-10,1943
2021-03-11,1910
2021-03-12,1915
2021-03-13,1905
2021-03-14,2013
2021-03-15,2112
2021-03-16,2085
2021-03-17,2123
2021-03-18,2142
2021-03-19,2153
2021-03-20,2160
2021-03-21,2249
2021-03-22,2372
2021-03-23,2402
2021-03-24,2452
2021-03-25,2493
2021-03-26,2503
2021-03-27,2568
2021-03-28,2693
2021-03-29,2820
2021-03-30,2868
2021-03-31,2938
2021-04-01,2959
2021-04-02,3026
2021-04-03,2911
2021-04-04,2923
2021-04-05,3055
2021-04-06,3167
2021-04-07,3164
2021-04-08,3129
2021-04-09,3117
2021-04-10,3022
2021-04-11,3085
2021-04-12,3215
2021-04-13,3130
2021-04-14,3049
2021-04-15,3032
2021-04-16,3015
2021-04-17,2910
2021-04-18,3000
2021-04-19,3140
2021-04-20,3103
2021-04-21,3078
2021-04-22,2989
2021-04-23,2943
2021-04-24,2846
2021-04-25,2883
2021-04-26,2951
2021-04-27,2858
2021-04-28,2809
2021-04-29,2776
2021-04-30,2707
2021-05-01,2593
2021-05-02,2648
2021-05-03,2760
2021-05-04,2605
2021-05-05,2481
2021-05-06,2402
2021-05-07,2307
2021-05-08,2167
2021-05-09,2172
2021-05-10,2253
2021-05-11,2108
2021-05-12,2025
2021-05-13,1912
2021-05-14,1917
2021-05-15,1804
2021-05-16,1802
2021-05-17,1857
2021-05-18,1753
2021-05-19,1702
2021-05-20,1640
2021-05-21,1600
2021-05-22,1491
2021-05-23,1501
2021-05-24,1532
2021-05-25,1547
2021-05-26,1463
2021-05-27,1366
2021-05-28,1290
2021-05-29,1206
2021-05-30,1219
2021-05-31,1232
2021-06-01,1159
2021-06-02,1124
