dates,incrementalcount_medicaltest_conditioncovid_19
2020-03-01,82
2020-03-02,317
2020-03-03,538
2020-03-04,701
2020-03-05,773
2020-03-06,1119
2020-03-07,475
2020-03-08,483
2020-03-09,610
2020-03-10,804
2020-03-11,1108
2020-03-12,1438
2020-03-13,2524
2020-03-14,2171
2020-03-15,1269
2020-03-16,1892
2020-03-17,2255
2020-03-18,2714
2020-03-19,3395
2020-03-20,3120
2020-03-21,2276
2020-03-22,1414
2020-03-23,3322
2020-03-24,3975
2020-03-25,4282
2020-03-26,4363
2020-03-27,4930
2020-03-28,3850
2020-03-29,2419
2020-03-30,4101
2020-03-31,6432
2020-04-01,5891
2020-04-02,6088
2020-04-03,6718
2020-04-04,5368
2020-04-05,3828
2020-04-06,5840
2020-04-07,7509
2020-04-08,7972
2020-04-09,8224
2020-04-10,8537
2020-04-11,8148
2020-04-12,7287
2020-04-13,6698
2020-04-14,8163
2020-04-15,10984
2020-04-16,10742
2020-04-17,11300
2020-04-18,10312
2020-04-19,7200
2020-04-20,11916
2020-04-21,10878
2020-04-22,15588
2020-04-23,17379
2020-04-24,19068
2020-04-25,17193
2020-04-26,13879
2020-04-27,17472
2020-04-28,20371
2020-04-29,22660
2020-04-30,24870
2020-05-01,23551
2020-05-02,16482
2020-05-03,13430
2020-05-04,23199
2020-05-05,21521
2020-05-06,20762
2020-05-07,22031
2020-05-08,25882
2020-05-09,21012
2020-05-10,12301
2020-05-11,11055
2020-05-12,20515
2020-05-13,23140
2020-05-14,20263
2020-05-15,20884
2020-05-16,14425
2020-05-17,10103
2020-05-18,10710
2020-05-19,16701
2020-05-20,18759
2020-05-21,9878
2020-05-22,13278
2020-05-23,9227
2020-05-24,7022
2020-05-25,9982
2020-05-26,16225
2020-05-27,17772
2020-05-28,13090
2020-05-29,13616
2020-05-30,9729
2020-05-31,6795
2020-06-01,5438
2020-06-02,10656
2020-06-03,14800
2020-06-04,12842
2020-06-05,13083
2020-06-06,11865
2020-06-07,7307
2020-06-08,11013
2020-06-09,15085
2020-06-10,14326
2020-06-11,13941
2020-06-12,13743
2020-06-13,12521
2020-06-14,6245
2020-06-15,11905
2020-06-16,15194
2020-06-17,15312
2020-06-18,13959
2020-06-19,13395
2020-06-20,12534
2020-06-21,6602
2020-06-22,11129
2020-06-23,17383
2020-06-24,18466
2020-06-25,15202
2020-06-26,14554
2020-06-27,10950
2020-06-28,6184
2020-06-29,11992
2020-06-30,16062
2020-07-01,15172
2020-07-02,13607
2020-07-03,12376
2020-07-04,10003
2020-07-05,5800
2020-07-06,10721
2020-07-07,13924
2020-07-08,13859
2020-07-09,12535
2020-07-10,12022
2020-07-11,9290
2020-07-12,5622
2020-07-13,10241
2020-07-14,15070
2020-07-15,16354
2020-07-16,14479
2020-07-17,13993
2020-07-18,10449
2020-07-19,6279
2020-07-20,11901
2020-07-21,11987
2020-07-22,13283
2020-07-23,18285
2020-07-24,18678
2020-07-25,14507
2020-07-26,10981
2020-07-27,14560
2020-07-28,25521
2020-07-29,25480
2020-07-30,26134
2020-07-31,21530
2020-08-01,20418
2020-08-02,11695
2020-08-03,16827
2020-08-04,25451
2020-08-05,26379
2020-08-06,23195
2020-08-07,22826
2020-08-08,16668
2020-08-09,9956
2020-08-10,17036
2020-08-11,25658
2020-08-12,22073
2020-08-13,21859
2020-08-14,18676
2020-08-15,12981
2020-08-16,8932
2020-08-17,17998
2020-08-18,27111
2020-08-19,23088
2020-08-20,23852
2020-08-21,20813
2020-08-22,15631
2020-08-23,8529
2020-08-24,17609
2020-08-25,27040
2020-08-26,24596
2020-08-27,21308
2020-08-28,25114
2020-08-29,19052
2020-08-30,10600
2020-08-31,19657
2020-09-01,28223
2020-09-02,30069
2020-09-03,24017
2020-09-04,26583
2020-09-05,19740
2020-09-06,10963
2020-09-07,23129
2020-09-08,35123
2020-09-09,35047
2020-09-10,36232
2020-09-11,38042
2020-09-12,27126
2020-09-13,19155
2020-09-14,29307
2020-09-15,42303
2020-09-16,46674
2020-09-17,43222
2020-09-18,41428
2020-09-19,26392
2020-09-20,21874
2020-09-21,34932
2020-09-22,45049
2020-09-23,44434
2020-09-24,40555
2020-09-25,37845
2020-09-26,33440
2020-09-27,20396
2020-09-28,28559
2020-09-29,48303
2020-09-30,46698
2020-10-01,41774
2020-10-02,41783
2020-10-03,34251
2020-10-04,17972
2020-10-05,27401
2020-10-06,45902
2020-10-07,54483
2020-10-08,50183
2020-10-09,53766
2020-10-10,47605
2020-10-11,30395
2020-10-12,44549
2020-10-13,59555
2020-10-14,72989
2020-10-15,66270
2020-10-16,68721
2020-10-17,61908
2020-10-18,44715
2020-10-19,55931
2020-10-20,78382
2020-10-21,80853
2020-10-22,80037
2020-10-23,69172
2020-10-24,63626
2020-10-25,39475
2020-10-26,50177
2020-10-27,71476
2020-10-28,78108
2020-10-29,71929
2020-10-30,66034
2020-10-31,54600
2020-11-01,24170
2020-11-02,28933
2020-11-03,54882
2020-11-04,45006
2020-11-05,45728
2020-11-06,39367
2020-11-07,32362
2020-11-08,13302
2020-11-09,22370
2020-11-10,39205
2020-11-11,31795
2020-11-12,28058
2020-11-13,37809
2020-11-14,26475
2020-11-15,13825
2020-11-16,21455
2020-11-17,40336
2020-11-18,36632
2020-11-19,35250
2020-11-20,34402
2020-11-21,21519
2020-11-22,10730
2020-11-23,22548
2020-11-24,42291
2020-11-25,37205
2020-11-26,34186
2020-11-27,33698
2020-11-28,25783
2020-11-29,9630
2020-11-30,23542
2020-12-01,44358
2020-12-02,36673
2020-12-03,34174
2020-12-04,36236
2020-12-05,24774
2020-12-06,10554
2020-12-07,26608
2020-12-08,45953
2020-12-09,41549
2020-12-10,38221
2020-12-11,38660
2020-12-12,30080
2020-12-13,13658
2020-12-14,31501
2020-12-15,53067
2020-12-16,50658
2020-12-17,46349
2020-12-18,42323
2020-12-19,33004
2020-12-20,14481
2020-12-21,32538
2020-12-22,51932
2020-12-23,41266
2020-12-24,36966
2020-12-25,13071
2020-12-26,17911
2020-12-27,13505
2020-12-28,29087
2020-12-29,41472
2020-12-30,32735
2020-12-31,30557
2021-01-01,11998
2021-01-02,18676
2021-01-03,17797
2021-01-04,40475
2021-01-05,60598
2021-01-06,55562
2021-01-07,44554
2021-01-08,46681
2021-01-09,38435
2021-01-10,23057
2021-01-11,44174
2021-01-12,67367
2021-01-13,57137
2021-01-14,43535
2021-01-15,44127
2021-01-16,34037
2021-01-17,16853
2021-01-18,37763
2021-01-19,63640
2021-01-20,53614
2021-01-21,45750
2021-01-22,50903
2021-01-23,38565
2021-01-24,21784
2021-01-25,44440
2021-01-26,65287
2021-01-27,62439
2021-01-28,56073
2021-01-29,56498
2021-01-30,47239
2021-01-31,22314
2021-02-01,45952
2021-02-02,68454
2021-02-03,60891
2021-02-04,54344
2021-02-05,57274
2021-02-06,42191
2021-02-07,19227
2021-02-08,44990
2021-02-09,60937
2021-02-10,50093
2021-02-11,46447
2021-02-12,46699
2021-02-13,34249
2021-02-14,16114
2021-02-15,38748
2021-02-16,49592
2021-02-17,43430
2021-02-18,40735
2021-02-19,42373
2021-02-20,34224
2021-02-21,17087
2021-02-22,40468
2021-02-23,55038
2021-02-24,49266
2021-02-25,41807
