dates,covid19mobilitytrend_localbusiness
2020-02-15,3
2020-02-16,-7
2020-02-17,1
2020-02-18,3
2020-02-19,3
2020-02-20,-2
2020-02-21,0
2020-02-22,-4
2020-02-23,-7
2020-02-24,7
2020-02-25,10
2020-02-26,-1
2020-02-27,-2
2020-02-28,-1
2020-02-29,-4
2020-03-01,0
2020-03-02,-4
2020-03-03,2
2020-03-04,1
2020-03-05,-4
2020-03-06,-1
2020-03-07,5
2020-03-08,-1
2020-03-09,-1
2020-03-10,-4
2020-03-11,-4
2020-03-12,-7
2020-03-13,-8
2020-03-14,-70
2020-03-15,-66
2020-03-16,-32
2020-03-17,-36
2020-03-18,-61
2020-03-19,-75
2020-03-20,-79
2020-03-21,-84
2020-03-22,-79
2020-03-23,-74
2020-03-24,-74
2020-03-25,-76
2020-03-26,-77
2020-03-27,-78
2020-03-28,-83
2020-03-29,-84
2020-03-30,-76
2020-03-31,-75
2020-04-01,-76
2020-04-02,-77
2020-04-03,-79
2020-04-04,-82
2020-04-05,-76
2020-04-06,-74
2020-04-07,-72
2020-04-08,-73
2020-04-09,-73
2020-04-10,-75
2020-04-11,-79
2020-04-12,-75
2020-04-13,-86
2020-04-14,-73
2020-04-15,-74
2020-04-16,-73
2020-04-17,-75
2020-04-18,-80
2020-04-19,-76
2020-04-20,-66
2020-04-21,-66
2020-04-22,-68
2020-04-23,-67
2020-04-24,-71
2020-04-25,-75
2020-04-26,-70
2020-04-27,-63
2020-04-28,-68
2020-04-29,-68
2020-04-30,-60
2020-05-01,-83
2020-05-02,-71
2020-05-03,-69
2020-05-04,-57
2020-05-05,-56
2020-05-06,-57
2020-05-07,-57
2020-05-08,-60
2020-05-09,-65
2020-05-10,-62
2020-05-11,-41
2020-05-12,-40
2020-05-13,-44
2020-05-14,-47
2020-05-15,-50
2020-05-16,-54
2020-05-17,-59
2020-05-18,-34
2020-05-19,-33
2020-05-20,-26
2020-05-21,-65
2020-05-22,-38
2020-05-23,-47
2020-05-24,-58
2020-05-25,-29
2020-05-26,-29
2020-05-27,-32
2020-05-28,-32
2020-05-29,-37
2020-05-30,-41
2020-05-31,-48
2020-06-01,-57
2020-06-02,-22
2020-06-03,-29
2020-06-04,-36
2020-06-05,-41
2020-06-06,-39
2020-06-07,-45
2020-06-08,-14
2020-06-09,-14
2020-06-10,-15
2020-06-11,-15
2020-06-12,-18
2020-06-13,-20
2020-06-14,-21
2020-06-15,-7
2020-06-16,-8
2020-06-17,-17
2020-06-18,-12
2020-06-19,-13
2020-06-20,-17
2020-06-21,-18
2020-06-22,-2
2020-06-23,2
2020-06-24,-5
2020-06-25,-6
2020-06-26,-15
2020-06-27,-19
2020-06-28,-12
2020-06-29,2
2020-06-30,2
2020-07-01,-5
