dates,count_medicalconditionincident_covid_19_patientinicu
2020-03-15,53
2020-03-16,79
2020-03-17,100
2020-03-18,130
2020-03-19,164
2020-03-20,229
2020-03-21,290
2020-03-22,326
2020-03-23,385
2020-03-24,487
2020-03-25,612
2020-03-26,699
2020-03-27,789
2020-03-28,867
2020-03-29,961
2020-03-30,1021
2020-03-31,1088
2020-04-01,1144
2020-04-02,1205
2020-04-03,1256
2020-04-04,1261
2020-04-05,1267
2020-04-06,1260
2020-04-07,1276
2020-04-08,1286
2020-04-09,1279
2020-04-10,1262
2020-04-11,1251
2020-04-12,1253
2020-04-13,1226
2020-04-14,1204
2020-04-15,1182
2020-04-16,1150
2020-04-17,1119
2020-04-18,1081
2020-04-19,1071
2020-04-20,1079
2020-04-21,1020
2020-04-22,993
2020-04-23,970
2020-04-24,934
2020-04-25,901
2020-04-26,903
2020-04-27,876
2020-04-28,797
2020-04-29,769
2020-04-30,749
2020-05-01,690
2020-05-02,684
2020-05-03,655
2020-05-04,646
2020-05-05,582
2020-05-06,542
2020-05-07,508
2020-05-08,502
2020-05-09,475
2020-05-10,477
2020-05-11,465
2020-05-12,427
2020-05-13,407
2020-05-14,380
2020-05-15,364
2020-05-16,345
2020-05-17,342
2020-05-18,345
2020-05-19,313
2020-05-20,277
2020-05-21,268
2020-05-22,259
2020-05-23,256
2020-05-24,251
2020-05-25,249
2020-05-26,223
2020-05-27,209
2020-05-28,187
2020-05-29,173
2020-05-30,168
2020-05-31,164
2020-06-01,166
2020-06-02,172
2020-06-03,145
2020-06-04,137
2020-06-05,121
2020-06-06,111
2020-06-07,116
2020-06-08,115
2020-06-09,102
2020-06-10,99
2020-06-11,89
2020-06-12,88
2020-06-13,82
2020-06-14,85
2020-06-15,76
2020-06-16,67
2020-06-17,60
2020-06-18,52
2020-06-19,50
2020-06-20,53
2020-06-21,50
2020-06-22,42
2020-06-23,41
2020-06-24,40
2020-06-25,38
2020-06-26,36
2020-06-27,34
2020-06-28,36
2020-06-29,41
2020-06-30,37
2020-07-01,36
2020-07-02,35
2020-07-03,32
2020-07-04,29
2020-07-05,30
2020-07-06,27
2020-07-07,32
2020-07-08,32
2020-07-09,36
2020-07-10,32
2020-07-11,28
2020-07-12,27
2020-07-13,23
2020-07-14,27
2020-07-15,27
2020-07-16,28
2020-07-17,28
2020-07-18,30
