dates,incrementalcount_vaccine_covid_19_administered
2020-12-29,41
2020-12-30,532
2020-12-31,48
2021-01-01,19
2021-01-02,27
2021-01-03,34
2021-01-04,73
2021-01-05,1796
2021-01-06,4035
2021-01-07,8521
2021-01-08,9451
2021-01-09,3300
2021-01-10,499
2021-01-11,5752
2021-01-12,16112
2021-01-13,21970
2021-01-14,23595
2021-01-15,23723
2021-01-16,5252
2021-01-17,3303
2021-01-18,11311
2021-01-19,19509
2021-01-20,21782
2021-01-21,30441
2021-01-22,30257
2021-01-23,8543
2021-01-24,1955
2021-01-25,11488
2021-01-26,13011
2021-01-27,16885
2021-01-28,24084
2021-01-29,21841
2021-01-30,4595
2021-01-31,1011
2021-02-01,8042
2021-02-02,24851
2021-02-03,31191
2021-02-04,34667
2021-02-05,31329
2021-02-06,6623
2021-02-07,3453
2021-02-08,10372
2021-02-09,28237
2021-02-10,25966
2021-02-11,36963
2021-02-12,35289
2021-02-13,8854
2021-02-14,2049
2021-02-15,14044
2021-02-16,15203
2021-02-17,20329
2021-02-18,28231
2021-02-19,31594
2021-02-20,6134
2021-02-21,2277
2021-02-22,12963
2021-02-23,20456
2021-02-24,23547
2021-02-25,32338
2021-02-26,32501
2021-02-27,4578
2021-02-28,921
2021-03-01,13887
2021-03-02,24070
2021-03-03,30654
2021-03-04,50469
2021-03-05,45554
2021-03-06,8499
2021-03-07,1607
2021-03-08,17685
2021-03-09,29365
2021-03-10,36580
2021-03-11,54801
2021-03-12,45635
2021-03-13,10131
2021-03-14,1616
2021-03-15,31144
2021-03-16,47212
2021-03-17,48087
2021-03-18,75851
2021-03-19,68422
2021-03-20,22591
2021-03-21,1110
2021-03-22,33259
2021-03-23,48506
2021-03-24,62327
2021-03-25,79912
2021-03-26,70777
2021-03-27,22822
2021-03-28,2626
2021-03-29,24148
2021-03-30,32670
2021-03-31,85498
2021-04-01,102542
2021-04-02,83333
2021-04-03,21198
2021-04-04,345
2021-04-05,15023
2021-04-06,47437
2021-04-07,48458
2021-04-08,127952
2021-04-09,136030
2021-04-10,69176
2021-04-11,4173
2021-04-12,49286
2021-04-13,73053
2021-04-14,101374
2021-04-15,112399
2021-04-16,94606
2021-04-17,58472
2021-04-18,6275
2021-04-19,61642
2021-04-20,50833
2021-04-21,92667
2021-04-22,97167
2021-04-23,72699
2021-04-24,46744
2021-04-25,6555
2021-04-26,63924
2021-04-27,53669
2021-04-28,95344
2021-04-29,107134
2021-04-30,83012
2021-05-01,47791
2021-05-02,3914
2021-05-03,79481
2021-05-04,84016
2021-05-05,155806
2021-05-06,162783
2021-05-07,156538
2021-05-08,90988
2021-05-09,8279
2021-05-10,84403
2021-05-11,69588
2021-05-12,94037
2021-05-13,119678
2021-05-14,146316
2021-05-15,88606
2021-05-16,6392
2021-05-17,109576
2021-05-18,134179
2021-05-19,142404
2021-05-20,147923
2021-05-21,129362
2021-05-22,89654
2021-05-23,9949
2021-05-24,62653
2021-05-25,100831
2021-05-26,123586
2021-05-27,140928
2021-05-28,113312
2021-05-29,91684
2021-05-30,11846
2021-05-31,121171
2021-06-01,104143
2021-06-02,169265
2021-06-03,188028
2021-06-04,154080
2021-06-05,139776
2021-06-06,31646
2021-06-07,169533
2021-06-08,149840
2021-06-09,197731
2021-06-10,196155
2021-06-11,196827
2021-06-12,143903
2021-06-13,24354
2021-06-14,154858
