dates,incrementalcount_vaccine_covid_19_administered
2020-12-30,2889
2021-01-06,2465
2021-01-07,3204
2021-01-08,2238
2021-01-09,118
2021-01-12,1619
2021-01-13,1258
2021-01-14,648
2021-01-15,440
2021-01-16,206
2021-01-17,121
2021-01-18,1185
2021-01-19,2588
2021-01-20,1901
2021-01-21,1124
2021-01-22,850
2021-01-23,18
2021-01-24,24
2021-01-25,655
2021-01-26,2324
2021-01-27,3795
2021-01-28,4719
2021-01-29,3169
2021-01-30,215
2021-01-31,105
2021-02-01,1509
2021-02-02,3283
2021-02-03,4207
2021-02-04,3901
2021-02-05,2835
2021-02-06,156
2021-02-07,22
2021-02-08,1850
2021-02-09,3540
2021-02-10,3735
2021-02-11,4960
2021-02-12,3571
2021-02-13,626
2021-02-14,68
2021-02-15,2048
2021-02-16,3902
2021-02-17,4582
2021-02-18,4594
2021-02-19,13754
2021-02-20,4088
2021-02-21,10998
2021-02-22,11709
2021-02-23,17163
2021-02-24,20236
2021-02-25,20050
2021-02-26,15927
2021-02-27,5321
2021-02-28,2685
2021-03-01,11094
2021-03-02,20233
2021-03-03,4397
2021-03-04,20375
2021-03-05,15920
2021-03-06,2654
2021-03-07,1513
2021-03-08,5501
2021-03-09,8019
2021-03-10,6994
2021-03-11,15301
2021-03-12,12214
2021-03-13,1244
2021-03-14,975
2021-03-15,2828
2021-03-16,4287
2021-03-17,4708
2021-03-18,5350
2021-03-19,6669
2021-03-20,3826
2021-03-21,2358
2021-03-22,7465
2021-03-23,12435
2021-03-24,12504
2021-03-25,14292
2021-03-26,14627
2021-03-27,3930
2021-03-28,2383
2021-03-29,9006
2021-03-30,13184
2021-03-31,13712
2021-04-01,13559
2021-04-02,12083
2021-04-03,3993
2021-04-04,1492
2021-04-05,6479
2021-04-06,9586
2021-04-07,13818
2021-04-08,19063
2021-04-09,14880
2021-04-10,3666
2021-04-11,1600
2021-04-12,7330
2021-04-13,10503
2021-04-14,14882
2021-04-15,14998
2021-04-16,13754
2021-04-17,3087
2021-04-18,1227
2021-04-19,7043
2021-04-20,11847
2021-04-21,19168
2021-04-22,22016
2021-04-23,18423
2021-04-24,4230
2021-04-25,2070
2021-04-26,10910
2021-04-27,16749
2021-04-28,25355
2021-04-29,26922
2021-04-30,12287
2021-05-01,5755
2021-05-02,3405
2021-05-03,8887
2021-05-04,11133
2021-05-05,32481
2021-05-06,7130
2021-05-07,38117
2021-05-08,10048
2021-05-09,5645
2021-05-10,25475
2021-05-11,35748
2021-05-12,36476
2021-05-13,37760
2021-05-14,33237
2021-05-15,6591
2021-05-16,3390
2021-05-17,18236
2021-05-18,26071
2021-05-19,30349
2021-05-20,34204
2021-05-21,25066
2021-05-22,6348
2021-05-23,3668
2021-05-24,5172
2021-05-25,16862
2021-05-26,20858
2021-05-27,18211
2021-05-28,19344
2021-05-29,7074
2021-05-30,5045
2021-05-31,12674
2021-06-01,18048
2021-06-02,21981
2021-06-03,23153
2021-06-04,21745
2021-06-05,5991
2021-06-06,7410
2021-06-07,14523
2021-06-08,21760
2021-06-09,24007
2021-06-10,23763
2021-06-11,20489
2021-06-12,4968
2021-06-13,3263
2021-06-14,9654
2021-06-15,15458
2021-06-16,17608
2021-06-17,18212
2021-06-18,15230
2021-06-19,3856
2021-06-20,3133
2021-06-21,8502
2021-06-22,12722
2021-06-23,13899
2021-06-24,14212
2021-06-25,12280
2021-06-26,3106
2021-06-27,2720
2021-06-28,8059
2021-06-29,12590
2021-06-30,13012
2021-07-01,12304
2021-07-02,11725
2021-07-03,3598
2021-07-04,2157
2021-07-05,7814
2021-07-06,11701
2021-07-07,12827
2021-07-08,12278
2021-07-09,11544
2021-07-10,3265
2021-07-11,2093
2021-07-12,8410
2021-07-28,12972
2021-07-29,12211
2021-07-30,10955
2021-07-31,3193
2021-08-01,2165
2021-08-02,8310
2021-08-03,12380
2021-08-04,12652
2021-08-05,12514
2021-08-06,11864
2021-08-07,3278
2021-08-08,2331
2021-08-09,8984
2021-08-10,11896
2021-08-11,12314
2021-08-12,11835
2021-08-13,10475
2021-08-14,3504
2021-08-15,2186
2021-08-16,9135
2021-08-17,12209
2021-08-18,12789
2021-08-19,12127
2021-08-20,11770
2021-08-21,3704
2021-08-22,2389
2021-08-23,9879
2021-08-24,13733
2021-08-25,13791
2021-08-26,13409
2021-08-27,12486
2021-08-28,3930
2021-08-29,2540
2021-08-30,10403
2021-08-31,13487
2021-09-01,12038
2021-09-02,12188
2021-09-03,12194
2021-09-04,3370
2021-09-05,2148
2021-09-06,1654
2021-09-07,11367
2021-09-08,12458
2021-09-09,11908
2021-09-10,11027
2021-09-11,3073
2021-09-12,1956
2021-09-13,8044
2021-09-14,10983
2021-09-15,10282
2021-09-16,11187
2021-09-17,10446
2021-09-18,3041
2021-09-19,1697
2021-09-20,7546
2021-09-21,10064
2021-09-22,1858
2021-09-23,11441
2021-09-24,10007
2021-09-25,2466
2021-09-26,1512
2021-09-27,5209
2021-09-28,7969
2021-09-29,9006
2021-09-30,8906
2021-10-01,7062
2021-10-02,2283
2021-10-03,470
2021-10-04,6199
2021-10-05,7405
2021-10-06,7179
2021-10-07,7709
2021-10-08,7203
2021-10-09,2335
2021-10-10,1219
2021-10-11,5165
2021-10-12,7669
2021-10-13,5548
2021-10-14,8058
2021-10-15,8629
2021-10-16,2925
2021-10-17,1790
2021-10-18,6201
2021-10-19,9089
2021-10-20,13483
2021-10-21,28241
2021-10-22,24037
2021-10-25,24833
2021-10-26,32006
2021-10-27,25410
2021-10-28,23380
2021-10-29,23144
2021-10-30,7735
2021-10-31,4971
2021-11-01,14526
2021-11-02,18781
2021-11-03,19542
2021-11-04,20762
2021-11-05,20253
2021-11-06,6751
2021-11-07,4761
2021-11-08,13272
2021-11-09,16971
2021-11-10,17363
2021-11-11,22378
2021-11-12,21882
2021-11-13,7707
2021-11-16,22133
2021-11-17,21503
2021-11-18,22040
2021-11-19,21734
2021-11-20,7263
2021-11-21,4543
