dates,incrementalcount_medicaltest_conditioncovid_19
2020-05-02,1126
2020-05-03,982
2020-05-04,527
2020-05-05,1158
2020-05-06,1465
2020-05-07,1163
2020-05-08,1397
2020-05-09,1777
2020-05-10,1126
2020-05-11,403
2020-05-12,1079
2020-05-13,1387
2020-05-14,1611
2020-05-15,1608
2020-05-16,1161
2020-05-17,1094
2020-05-18,362
2020-05-19,874
2020-05-20,1433
2020-05-23,1605
2020-05-24,886
2020-05-25,443
2020-05-26,295
2020-05-27,1557
2020-05-28,1273
2020-05-29,1725
2020-05-30,1353
2020-05-31,606
2020-06-01,346
2020-06-02,1220
2020-06-03,1347
2020-06-04,1569
2020-06-05,2060
2020-06-06,1196
2020-06-07,816
2020-06-08,427
2020-06-09,1406
2020-06-10,1777
2020-06-11,2308
2020-06-12,2640
2020-06-13,2642
2020-06-14,1975
2020-06-15,1409
2020-06-16,3839
2020-06-23,2776
2020-06-24,2946
2020-06-25,3016
2020-06-26,2775
2020-06-27,2750
2020-06-28,1528
2020-06-29,1034
2020-06-30,4525
2020-07-01,3343
2020-07-02,2896
2020-07-03,3155
2020-07-04,2538
2020-07-05,3514
2020-07-06,2775
2020-07-09,4286
2020-07-10,3686
2020-07-11,4540
2020-07-12,2806
2020-07-13,1198
2020-07-14,3341
2020-07-15,4885
2020-07-16,5393
2020-07-17,6526
2020-07-18,4884
2020-07-19,2003
2020-07-20,3155
2020-07-21,9051
2020-07-24,5913
2020-07-25,8124
2020-07-28,5303
2020-07-29,6395
2020-07-30,6639
2020-07-31,5582
2020-08-01,3955
2020-08-02,1491
2020-08-03,4137
2020-08-04,5325
2020-08-07,6433
2020-08-08,5837
2020-08-09,3612
2020-08-10,1275
2020-08-11,3667
2020-08-12,5388
2020-08-13,5108
2020-08-14,5877
2020-08-15,5934
2020-08-16,2745
2020-08-17,781
2020-08-18,5252
2020-08-19,3667
2020-08-20,8649
2020-08-21,6844
2020-08-22,6373
2020-08-23,3402
2020-08-24,2288
2020-08-25,3588
2020-08-26,10076
2020-08-29,6337
2020-08-30,6257
2020-09-02,6784
2020-09-03,5443
2020-09-04,7026
2020-09-05,8129
2020-09-06,4765
2020-09-09,5145
2020-09-12,2330
2020-09-15,7475
2020-09-16,4835
2020-09-19,8957
2020-09-22,2988
2020-09-23,3049
2020-09-24,8385
2020-09-27,2710
2020-09-28,1103
2020-09-29,3302
2020-09-30,4736
2020-10-01,4943
2020-10-02,4843
2020-10-03,4820
2020-10-04,2843
2020-10-05,1278
2020-10-06,3713
2020-10-07,5431
2020-10-08,4541
2020-10-09,5209
2020-10-10,6048
2020-10-11,3795
2020-10-12,1191
2020-10-13,4320
2020-10-14,5819
2020-10-15,5898
2020-10-16,6324
2020-10-17,7442
2020-10-18,4602
2020-10-19,1581
2020-10-20,4406
2020-10-21,11505
2020-10-22,8738
2020-10-23,9038
2020-10-24,9831
2020-10-25,7094
2020-10-26,2257
2020-10-27,7659
2020-10-28,11226
2020-10-29,9946
2020-10-30,11376
2020-10-31,12634
2020-11-01,7259
2020-11-02,5457
2020-11-03,7910
2020-11-04,11066
2020-11-05,13203
2020-11-06,11131
2020-11-07,13849
2020-11-08,8702
2020-11-09,2151
2020-11-10,8826
2020-11-11,11068
2020-11-12,10830
2020-11-13,8885
2020-11-14,12413
2020-11-15,6450
2020-11-16,2716
2020-11-17,7934
2020-11-18,11611
2020-11-19,9949
2020-11-20,10311
2020-11-21,9786
2020-11-22,5729
2020-11-23,2787
2020-11-24,7244
2020-11-25,10474
2020-11-26,8820
2020-11-27,9093
2020-11-28,9179
2020-11-29,4928
2020-11-30,1965
2020-12-01,6825
2020-12-02,9056
2020-12-03,8478
2020-12-04,9082
2020-12-05,9530
2020-12-06,5986
2020-12-07,1424
2020-12-08,6260
2020-12-09,9715
2020-12-10,8578
2020-12-11,8470
2020-12-12,8587
2020-12-13,4407
2020-12-14,1634
2020-12-17,6113
2020-12-18,6825
2020-12-19,6190
2020-12-20,4213
2020-12-21,790
2020-12-22,4304
2020-12-23,6233
2020-12-26,2072
2020-12-27,2973
2020-12-28,2809
2020-12-29,2367
2020-12-30,8076
2020-12-31,8473
2021-01-01,5738
2021-01-02,2447
2021-01-03,2562
2021-01-04,2650
2021-01-05,10762
2021-01-06,11436
2021-01-07,10086
2021-01-08,9908
2021-01-09,9868
2021-01-10,5908
2021-01-11,1629
2021-01-12,7799
2021-01-13,9642
2021-01-14,7565
2021-01-15,7431
2021-01-16,8849
2021-01-17,4628
2021-01-18,1194
2021-01-19,7959
2021-01-20,7920
2021-01-21,8052
2021-01-22,7672
2021-01-23,9786
2021-01-24,4479
2021-01-25,1207
2021-01-26,13539
2021-01-27,15651
2021-01-28,13276
2021-01-29,12297
2021-01-30,13582
2021-01-31,4532
2021-02-01,1961
2021-02-02,11569
2021-02-03,11452
2021-02-04,9875
2021-02-05,10540
2021-02-12,11813
2021-02-15,1852
2021-02-16,11085
2021-02-17,11603
2021-02-18,11544
2021-02-19,10922
2021-02-20,13301
2021-02-21,5695
2021-02-22,2792
2021-02-23,13693
2021-02-24,13025
2021-02-25,12038
2021-02-26,12639
2021-02-27,13697
2021-02-28,8429
2021-03-01,2530
2021-03-02,16188
2021-03-03,14530
2021-03-04,6164
2021-03-05,12167
2021-03-06,16865
2021-03-07,10471
2021-03-08,2969
2021-03-23,18802
2021-03-26,17831
2021-03-27,18581
2021-03-28,11931
