dates,count_medicalconditionincident_covid_19_patienthospitalized
2020-04-26,262
2020-05-03,310
2020-05-10,353
2020-05-17,365
2020-05-24,285
2020-05-31,217
2020-06-07,132
2020-06-14,161
2020-06-21,267
2020-06-28,362
2020-07-05,435
2020-07-12,483
2020-07-19,551
2020-07-26,622
2020-08-02,699
2020-08-09,823
2020-08-16,861
2020-08-23,782
2020-08-30,715
2020-09-06,737
2020-09-13,762
2020-09-20,734
2020-09-27,716
2020-10-04,814
2020-10-11,971
2020-10-18,1307
2020-10-25,1633
2020-11-01,2217
2020-11-08,2922
2020-11-15,4176
2020-11-22,5463
2020-11-29,6365
2020-12-06,6635
2020-12-13,6839
2020-12-20,6997
2020-12-27,6123
2021-01-03,5023
2021-01-10,4286
2021-01-17,3945
2021-01-24,3223
2021-01-31,2818
2021-02-07,2901
2021-02-14,3129
2021-02-21,3513
2021-02-28,4037
2021-03-07,5009
2021-03-14,6017
2021-03-21,7600
2021-03-28,8927
2021-04-04,9811
2021-04-11,10355
2021-04-18,9799
2021-04-25,8598
2021-05-02,7480
2021-05-09,6670
2021-05-16,5410
2021-05-23,4379
2021-05-30,3533
2021-06-06,2942
2021-06-13,2467
2021-06-20,2097
2021-06-27,1650
2021-07-04,1495
2021-07-11,961
2021-07-18,738
2021-07-25,722
2021-08-01,755
2021-08-08,914
2021-08-15,1207
2021-08-22,1832
2021-08-29,2873
2021-09-05,3738
2021-09-12,4307
2021-09-19,4584
2021-09-26,4935
2021-10-03,5152
2021-10-10,5223
2021-10-17,5646
2021-10-24,6377
2021-10-31,7325
2021-11-07,8149
2021-11-14,8526
2021-11-21,7737
2021-11-28,7001
2021-12-05,6470
2021-12-12,5702
2021-12-19,4961
2021-12-26,4300
2022-01-02,4142
2022-01-09,4477
2022-01-16,5240
2022-01-23,5259
2022-01-30,5347
2022-02-06,5799
2022-02-13,6274
2022-02-20,5721
2022-02-27,4887
2022-03-06,3652
2022-03-13,2831
2022-03-20,2349
2022-03-27,2055
2022-04-03,1971
2022-04-10,1461
2022-04-17,1157
2022-04-24,990
2022-05-01,928
2022-05-08,803
2022-05-15,646
2022-05-22,572
2022-05-29,470
2022-06-05,372
2022-06-12,312
2022-06-19,271
2022-06-26,273
2022-07-03,339
2022-07-10,417
2022-07-17,460
2022-07-24,790
2022-07-31,957
2022-08-07,1040
2022-08-14,1064
2022-08-21,1059
2022-08-28,920
2022-09-04,835
2022-09-11,743
2022-09-18,625
2022-09-25,556
2022-10-02,535
2022-10-09,601
2022-10-16,677
2022-10-23,708
2022-10-30,697
2022-11-06,660
2022-11-13,579
2022-11-20,541
2022-11-27,459
2022-12-04,389
2022-12-11,352
2022-12-18,387
2022-12-25,360
2023-01-01,351
2023-01-08,367
2023-01-15,370
2023-01-22,347
2023-01-29,312
2023-02-05,255
2023-02-12,212
2023-02-19,194
2023-02-26,190
2023-03-05,210
2023-03-12,233
2023-03-19,248
2023-03-26,232
2023-04-02,291
