dates,covid19mobilitytrend_localbusiness
2020-02-15,3
2020-02-16,-2
2020-02-17,4
2020-02-18,0
2020-02-19,-3
2020-02-20,0
2020-02-21,5
2020-02-22,5
2020-02-23,0
2020-02-24,4
2020-02-25,4
2020-02-26,2
2020-02-27,3
2020-02-28,5
2020-02-29,6
2020-03-01,1
2020-03-02,10
2020-03-03,6
2020-03-04,5
2020-03-05,3
2020-03-06,5
2020-03-07,6
2020-03-08,2
2020-03-09,6
2020-03-10,3
2020-03-11,1
2020-03-12,0
2020-03-13,0
2020-03-14,-2
2020-03-15,-4
2020-03-16,1
2020-03-17,-1
2020-03-18,-3
2020-03-19,-6
2020-03-20,-7
2020-03-21,-9
2020-03-22,-11
2020-03-23,-3
2020-03-24,-5
2020-03-25,-7
2020-03-26,-25
2020-03-27,-19
2020-03-28,-23
2020-03-29,-25
2020-03-30,-14
2020-03-31,-16
2020-04-01,-19
2020-04-02,-20
2020-04-03,-21
2020-04-04,-23
2020-04-05,-24
2020-04-06,-15
2020-04-07,-15
2020-04-08,-18
2020-04-09,-18
2020-04-10,-19
2020-04-11,-22
2020-04-12,-22
2020-04-13,-24
2020-04-14,-18
2020-04-15,-18
2020-04-16,-18
2020-04-17,-20
2020-04-18,-21
2020-04-19,-21
2020-04-20,-11
2020-04-21,-16
2020-04-22,-17
2020-04-23,-14
2020-04-24,-26
2020-04-25,-29
2020-04-26,-33
2020-04-27,-23
2020-04-28,-24
2020-04-29,-25
2020-04-30,-22
2020-05-01,-34
2020-05-02,-27
2020-05-03,-31
2020-05-04,-20
2020-05-05,-20
2020-05-06,-23
2020-05-07,-20
2020-05-08,-21
2020-05-09,-19
2020-05-10,-18
2020-05-11,-9
2020-05-12,-13
2020-05-13,-17
2020-05-14,-13
2020-05-15,-12
2020-05-16,-14
2020-05-17,-17
2020-05-18,-8
2020-05-19,-11
2020-05-20,-19
2020-05-21,-6
2020-05-22,2
2020-05-23,-17
2020-05-24,0
2020-05-25,-11
2020-05-26,-5
2020-05-27,-10
2020-05-28,-6
2020-05-29,-5
