dates,covid19mobilitytrend_grocerystoreandpharmacy
2020-02-15,-8
2020-02-16,-10
2020-02-17,-14
2020-02-18,-14
2020-02-19,-14
2020-02-20,-4
2020-02-21,-4
2020-02-22,-3
2020-02-23,-5
2020-02-24,-11
2020-02-25,0
2020-02-26,-2
2020-02-27,3
2020-02-28,13
2020-02-29,18
2020-03-01,24
2020-03-02,10
2020-03-03,5
2020-03-04,4
2020-03-05,4
2020-03-06,4
2020-03-07,3
2020-03-08,1
2020-03-09,-8
2020-03-10,-7
2020-03-11,-8
2020-03-12,-7
2020-03-13,-4
2020-03-14,-2
2020-03-15,-5
2020-03-16,0
2020-03-17,-11
2020-03-18,-12
2020-03-19,-13
2020-03-20,2
2020-03-21,-15
2020-03-22,-15
2020-03-23,-10
2020-03-24,-4
2020-03-25,13
2020-03-26,18
2020-03-27,13
2020-03-28,-32
2020-03-29,-42
2020-03-30,-31
2020-03-31,-23
2020-04-01,-25
2020-04-02,-27
2020-04-03,-30
2020-04-04,-34
2020-04-05,-42
2020-04-06,-33
2020-04-07,-31
2020-04-08,-34
2020-04-09,-25
2020-04-10,-61
2020-04-11,-32
2020-04-12,-43
2020-04-13,-57
2020-04-14,-28
2020-04-15,-30
2020-04-16,-27
2020-04-17,-25
2020-04-18,-41
2020-04-19,-44
2020-04-20,-27
2020-04-21,-27
2020-04-22,-30
2020-04-23,-31
2020-04-24,-25
2020-04-25,-21
2020-04-26,-31
2020-04-27,-23
2020-04-28,-22
2020-04-29,-19
2020-04-30,-2
2020-05-01,-36
2020-05-02,-9
2020-05-03,-24
2020-05-04,-41
2020-05-05,3
2020-05-06,2
2020-05-07,2
2020-05-08,0
2020-05-09,0
2020-05-10,-6
2020-05-11,-7
2020-05-12,-6
2020-05-13,-9
2020-05-14,-8
2020-05-15,-6
2020-05-16,-7
2020-05-17,-14
2020-05-18,-11
2020-05-19,-12
2020-05-20,10
2020-05-21,-19
2020-05-22,3
2020-05-23,1
2020-05-24,-8
2020-05-25,-29
2020-05-26,1
2020-05-27,0
2020-05-28,2
2020-05-29,12
2020-05-30,15
2020-05-31,10
2020-06-01,7
2020-06-02,12
2020-06-03,2
2020-06-04,1
2020-06-05,3
2020-06-06,0
2020-06-07,-8
2020-06-08,-5
2020-06-09,-10
2020-06-10,-9
2020-06-11,-9
2020-06-12,-7
2020-06-13,-11
2020-06-14,-15
2020-06-15,-10
2020-06-16,-10
2020-06-17,-12
2020-06-18,-14
2020-06-19,0
2020-06-20,2
2020-06-21,-5
2020-06-22,-11
2020-06-23,-9
2020-06-24,-9
2020-06-25,4
2020-06-26,5
2020-06-27,3
2020-06-28,-5
2020-06-29,-3
2020-06-30,9
2020-07-01,7
2020-07-02,6
2020-07-03,7
2020-07-04,4
2020-07-05,-5
2020-07-06,-3
2020-07-07,1
2020-07-08,-4
2020-07-09,-3
2020-07-10,-1
2020-07-11,-6
2020-07-12,-12
2020-07-13,-8
2020-07-14,-10
2020-07-15,-8
2020-07-16,-9
2020-07-17,-6
2020-07-18,-9
2020-07-19,-12
2020-07-20,0
2020-07-21,-4
2020-07-22,-6
2020-07-23,-6
2020-07-24,5
2020-07-25,5
2020-07-26,-2
2020-07-27,-3
2020-07-28,-3
2020-07-29,-3
2020-07-30,-1
2020-07-31,14
2020-08-01,13
2020-08-02,5
2020-08-03,5
2020-08-04,3
2020-08-05,0
2020-08-06,-1
2020-08-07,0
2020-08-08,-5
2020-08-09,-14
2020-08-10,-9
2020-08-11,-11
2020-08-12,-8
2020-08-13,-13
