dates,covid19mobilitytrend_localbusiness
2020-02-15,-1
2020-02-16,1
2020-02-17,-4
2020-02-18,-4
2020-02-19,-3
2020-02-20,-3
2020-02-21,-4
2020-02-22,-4
2020-02-23,-3
2020-02-24,-2
2020-02-25,13
2020-02-26,-27
2020-02-27,9
2020-02-28,2
2020-02-29,1
2020-03-01,2
2020-03-02,1
2020-03-03,0
2020-03-04,1
2020-03-05,0
2020-03-06,-2
2020-03-07,-1
2020-03-08,-3
2020-03-09,-6
2020-03-10,-1
2020-03-11,-2
2020-03-12,-6
2020-03-13,-16
2020-03-14,-23
2020-03-15,-35
2020-03-16,-24
2020-03-17,-25
2020-03-18,-33
2020-03-19,-34
2020-03-20,-34
2020-03-21,-37
2020-03-22,-49
2020-03-23,-35
2020-03-24,-36
2020-03-25,-35
2020-03-26,-36
2020-03-27,-35
2020-03-28,-40
2020-03-29,-53
2020-03-30,-37
2020-03-31,-36
2020-04-01,-45
2020-04-02,-46
2020-04-03,-46
2020-04-04,-47
2020-04-05,-58
2020-04-06,-42
2020-04-07,-42
2020-04-08,-40
2020-04-09,-28
2020-04-10,-84
2020-04-11,-57
2020-04-12,-66
2020-04-13,-81
2020-04-14,-34
2020-04-15,-45
2020-04-16,-52
2020-04-17,-53
2020-04-18,-47
2020-04-19,-69
2020-04-20,-54
2020-04-21,-55
2020-04-22,-50
2020-04-23,-56
2020-04-24,-49
2020-04-25,-47
2020-04-26,-68
2020-04-27,-47
2020-04-28,-54
2020-04-29,-45
2020-04-30,-54
2020-05-01,-47
2020-05-02,-45
2020-05-03,-60
2020-05-04,-46
2020-05-05,-45
2020-05-06,-43
2020-05-07,-43
2020-05-08,-43
2020-05-09,-38
2020-05-10,-48
2020-05-11,-42
2020-05-12,-42
2020-05-13,-39
2020-05-14,-40
2020-05-15,-40
2020-05-16,-38
2020-05-17,-53
2020-05-18,-39
2020-05-19,-40
2020-05-20,-37
2020-05-21,-36
2020-05-22,-33
2020-05-23,-30
2020-05-24,-60
2020-05-25,-76
2020-05-26,-26
2020-05-27,-29
2020-05-28,-30
2020-05-29,-32
2020-05-30,-30
2020-05-31,-44
2020-06-01,-30
2020-06-02,-32
2020-06-03,-31
2020-06-04,-31
2020-06-05,-31
2020-06-06,-30
2020-06-07,-42
2020-06-08,-30
2020-06-09,-32
2020-06-10,-29
2020-06-11,-30
2020-06-12,-29
2020-06-13,-30
2020-06-14,-41
2020-06-15,-27
2020-06-16,-27
2020-06-17,-26
2020-06-18,-29
2020-06-19,-26
2020-06-20,-25
2020-06-21,-34
2020-06-22,-29
2020-06-23,-27
2020-06-24,-25
2020-06-25,-21
2020-06-26,-20
2020-06-27,-20
2020-06-28,-30
2020-06-29,-20
2020-06-30,-22
2020-07-01,-21
2020-07-02,-21
2020-07-03,-21
2020-07-04,-22
2020-07-05,-31
2020-07-06,-22
2020-07-07,-21
2020-07-08,-22
2020-07-09,-21
2020-07-10,-21
2020-07-11,-21
2020-07-12,-30
2020-07-13,-21
2020-07-14,-22
2020-07-15,-21
2020-07-16,-21
2020-07-17,-22
2020-07-18,-23
2020-07-19,-31
2020-07-20,-23
2020-07-21,-22
2020-07-22,-21
2020-07-23,-18
2020-07-24,-15
2020-07-25,-13
2020-07-26,-22
2020-07-27,-14
2020-07-28,-15
2020-07-29,-14
2020-07-30,-14
2020-07-31,-15
2020-08-01,-43
2020-08-02,-23
2020-08-03,-13
2020-08-04,-12
2020-08-05,-3
2020-08-06,-49
2020-08-07,-15
2020-08-08,-17
2020-08-09,-23
2020-08-10,-14
2020-08-11,-17
2020-08-12,-15
2020-08-13,-16
2020-08-14,-17
2020-08-15,-18
2020-08-16,-24
2020-08-17,-17
2020-08-18,-21
2020-08-19,-18
2020-08-20,-26
2020-08-21,-19
2020-08-22,-26
2020-08-23,-34
2020-08-24,-33
2020-08-25,-21
2020-08-26,-19
2020-08-27,-21
2020-08-28,-24
2020-08-29,-24
2020-08-30,-32
2020-08-31,-22
2020-09-01,-25
2020-09-02,-25
2020-09-03,-38
2020-09-04,-27
2020-09-05,-24
2020-09-06,-35
2020-09-07,-22
2020-09-08,-27
2020-09-09,-27
2020-09-10,-26
2020-09-11,-28
2020-09-12,-27
2020-09-13,-32
2020-09-14,-24
2020-09-15,-27
2020-09-16,-27
2020-09-17,-28
2020-09-18,-28
2020-09-19,-26
2020-09-20,-33
2020-09-21,-27
2020-09-22,-31
2020-09-23,-30
2020-09-24,-31
2020-09-25,-28
2020-09-26,-25
2020-09-27,-33
2020-09-28,-26
2020-09-29,-27
2020-09-30,-28
2020-10-01,-28
2020-10-02,-30
2020-10-03,-26
2020-10-04,-35
2020-10-05,-38
2020-10-06,-37
2020-10-07,-31
2020-10-08,-31
2020-10-09,-31
2020-10-10,-27
2020-10-11,-34
2020-10-12,-32
2020-10-13,-32
2020-10-14,-31
2020-10-15,-30
2020-10-16,-29
2020-10-17,-27
2020-10-18,-52
2020-10-19,-73
2020-10-20,-28
2020-10-21,-32
2020-10-22,-31
2020-10-23,-35
2020-10-24,-25
2020-10-25,-48
2020-10-26,-30
2020-10-27,-26
2020-10-28,-27
2020-10-29,-26
2020-10-30,-26
2020-10-31,-24
2020-11-01,-38
2020-11-02,-34
2020-11-03,-38
2020-11-04,-34
2020-11-05,-31
2020-11-06,-31
2020-11-07,-34
2020-11-08,-52
2020-11-09,-31
2020-11-10,-29
2020-11-11,-27
2020-11-12,-29
2020-11-13,-28
2020-11-14,-24
2020-11-15,-33
2020-11-16,-29
2020-11-17,-29
2020-11-18,-29
2020-11-19,-30
2020-11-20,-31
2020-11-21,-26
2020-11-22,-32
2020-11-23,-30
2020-11-24,-28
2020-11-25,-22
2020-11-26,-19
2020-11-27,-19
2020-11-28,-16
2020-11-29,-21
2020-11-30,-22
2020-12-01,-23
2020-12-02,-23
2020-12-03,-25
2020-12-04,-24
2020-12-05,-21
2020-12-06,-25
2020-12-07,-22
2020-12-08,-24
2020-12-09,-24
2020-12-10,-24
2020-12-11,-24
2020-12-12,-19
2020-12-13,-21
2020-12-14,-20
2020-12-15,-20
2020-12-16,-16
2020-12-17,-13
2020-12-18,-17
2020-12-19,-11
2020-12-20,-8
2020-12-21,-6
2020-12-22,-3
2020-12-23,4
2020-12-24,13
2020-12-25,-74
2020-12-26,-61
2020-12-27,-23
2020-12-28,-11
2020-12-29,-16
2020-12-30,-12
2020-12-31,-5
2021-01-01,-67
2021-01-02,-21
2021-01-03,-26
2021-01-04,-18
2021-01-05,-22
2021-01-06,-22
2021-01-07,-23
2021-01-08,-24
2021-01-09,-22
2021-01-10,-29
2021-01-11,-23
2021-01-12,-28
2021-01-13,-28
2021-01-14,-31
2021-01-15,-31
2021-01-16,-29
2021-01-17,-33
2021-01-18,-30
2021-01-19,-32
2021-01-20,-29
2021-01-21,-27
2021-01-22,-26
2021-01-23,-24
2021-01-24,-28
2021-01-25,-26
2021-01-26,-28
2021-01-27,-27
2021-01-28,-27
2021-01-29,-27
2021-01-30,-23
2021-01-31,-30
2021-02-01,-27
2021-02-02,-31
2021-02-03,-30
2021-02-04,-31
2021-02-05,-30
2021-02-06,-28
2021-02-07,-33
2021-02-08,-29
2021-02-09,-29
2021-02-10,-32
2021-02-11,-33
2021-02-12,-32
2021-02-13,-27
2021-02-14,-26
2021-02-15,-31
2021-02-16,-27
2021-02-17,-58
2021-02-18,-29
2021-02-19,-31
2021-02-20,-31
2021-02-21,-35
2021-02-22,-31
2021-02-23,-31
2021-02-24,-29
2021-02-25,-26
2021-02-26,-26
2021-02-27,-21
2021-02-28,-26
2021-03-01,-26
2021-03-02,-28
2021-03-03,-28
2021-03-04,-29
2021-03-05,-30
2021-03-06,-26
2021-03-07,-35
2021-03-08,-30
2021-03-09,-32
2021-03-10,-33
2021-03-11,-31
2021-03-12,-31
2021-03-13,-28
2021-03-14,-36
2021-03-15,-29
2021-03-16,-31
2021-03-17,-28
2021-03-18,-28
2021-03-19,-27
2021-03-20,-23
2021-03-21,-32
2021-03-22,-25
2021-03-23,-27
2021-03-24,-23
2021-03-25,-19
2021-03-26,-32
2021-03-27,-65
2021-03-28,-91
2021-03-29,-18
2021-03-30,-20
2021-03-31,-13
2021-04-01,-16
2021-04-02,-94
2021-04-03,-58
2021-04-04,-89
2021-04-05,-92
2021-04-06,-13
2021-04-07,-17
2021-04-08,-20
2021-04-09,-29
2021-04-10,-61
2021-04-11,-87
2021-04-12,-18
2021-04-13,-23
2021-04-14,-23
2021-04-15,-24
2021-04-16,-25
2021-04-17,-36
2021-04-18,-55
2021-04-19,-22
2021-04-20,-24
2021-04-21,-22
2021-04-22,-21
2021-04-23,-19
2021-04-24,-30
2021-04-25,-50
2021-04-26,-16
2021-04-27,-19
2021-04-28,-18
2021-04-29,-19
2021-04-30,-19
2021-05-01,-31
2021-05-02,-49
2021-05-03,-15
2021-05-04,-18
2021-05-05,-17
2021-05-06,-20
2021-05-07,-19
2021-05-08,-19
2021-05-09,-40
2021-05-10,-17
2021-05-11,-20
2021-05-12,-17
2021-05-13,-19
2021-05-14,-19
2021-05-15,-24
2021-05-16,-48
2021-05-17,-16
2021-05-18,-18
2021-05-19,-16
2021-05-20,-17
2021-05-21,-15
2021-05-22,-17
2021-05-23,-42
2021-05-24,-91
2021-05-25,-4
2021-05-26,-5
2021-05-27,-9
2021-05-28,-10
2021-05-29,-13
2021-05-30,-39
2021-05-31,-5
2021-06-01,-11
2021-06-02,-10
2021-06-03,-11
2021-06-04,-12
2021-06-05,-12
2021-06-06,-42
2021-06-07,-8
2021-06-08,-11
2021-06-09,-10
2021-06-10,-11
2021-06-11,-12
2021-06-12,-13
2021-06-13,-42
2021-06-14,-8
2021-06-15,-11
2021-06-16,-10
2021-06-17,-14
2021-06-18,-14
2021-06-19,-13
2021-06-20,-41
2021-06-21,-13
2021-06-22,-14
2021-06-23,-11
2021-06-24,-10
2021-06-25,-10
2021-06-26,-8
2021-06-27,-38
2021-06-28,-6
2021-06-29,-10
2021-06-30,-5
2021-07-01,-4
2021-07-02,-7
2021-07-03,-8
2021-07-04,-65
2021-07-05,-6
2021-07-06,-6
2021-07-07,-3
2021-07-08,-6
2021-07-09,-7
2021-07-10,-7
2021-07-11,-26
2021-07-12,-4
2021-07-13,-6
2021-07-14,-3
2021-07-15,-7
2021-07-16,-7
2021-07-17,-7
2021-07-18,-25
2021-07-19,-3
2021-07-20,-6
2021-07-21,-3
2021-07-22,-2
2021-07-23,-1
2021-07-24,-2
2021-07-25,-20
2021-07-26,2
2021-07-27,-7
2021-07-28,-2
2021-07-29,-3
2021-07-30,-6
2021-07-31,-2
2021-08-01,-34
2021-08-02,-62
2021-08-03,3
2021-08-04,2
2021-08-05,8
2021-08-06,-63
2021-08-07,-4
2021-08-08,-34
2021-08-09,0
2021-08-10,-3
2021-08-11,-6
2021-08-12,-11
2021-08-13,-14
2021-08-14,-14
2021-08-15,-38
2021-08-16,-6
2021-08-17,-36
2021-08-18,-14
2021-08-19,-11
2021-08-20,-8
2021-08-21,-9
2021-08-22,-84
2021-08-23,-85
2021-08-24,-83
2021-08-25,10
2021-08-26,-16
2021-08-27,-18
2021-08-28,-2
2021-08-29,-80
2021-08-30,-82
2021-08-31,-82
2021-09-01,13
2021-09-02,3
2021-09-03,-7
2021-09-04,-1
2021-09-05,-78
2021-09-06,-81
2021-09-07,-80
2021-09-08,10
2021-09-09,-1
2021-09-10,-9
2021-09-11,0
2021-09-12,-76
2021-09-13,-79
2021-09-14,-78
2021-09-15,7
2021-09-16,-6
2021-09-17,-9
2021-09-18,-6
2021-09-19,-77
2021-09-20,-6
2021-09-21,-11
2021-09-22,-8
2021-09-23,-8
