dates,cumulativecount_vaccine_covid_19_administered
2021-02-14,1
2021-02-15,2
2021-02-17,3
2021-02-19,32
2021-02-20,97
2021-02-21,167
2021-02-22,615
2021-02-23,973
2021-02-24,1788
2021-02-25,2888
2021-02-26,4497
2021-02-27,5838
2021-02-28,6724
2021-03-01,8132
2021-03-02,9615
2021-03-03,11597
2021-03-04,13229
2021-03-05,14509
2021-03-06,15113
2021-03-07,15625
2021-03-08,16698
2021-03-09,18122
2021-03-10,19437
2021-03-11,20771
2021-03-12,21820
2021-03-13,22577
2021-03-14,23168
2021-03-15,25049
2021-03-16,27210
2021-03-17,29219
2021-03-18,31287
2021-03-19,33752
2021-03-20,35022
2021-03-21,36611
2021-03-22,38865
2021-03-23,41561
2021-03-24,45120
2021-03-25,48475
2021-03-26,53143
2021-03-27,55176
2021-03-28,56352
2021-03-29,61289
2021-03-30,66958
2021-03-31,73759
2021-04-01,80214
2021-04-02,82234
2021-04-03,83982
2021-04-04,84939
2021-04-05,86152
2021-04-06,91114
2021-04-07,98386
2021-04-08,106620
2021-04-09,113978
2021-04-10,117938
2021-04-11,121499
2021-04-12,129269
2021-04-13,137708
2021-04-14,145865
2021-04-15,154599
2021-04-16,164104
2021-04-17,169155
2021-04-18,171227
2021-04-19,178359
2021-04-20,187444
2021-04-21,197633
2021-04-22,208055
2021-04-23,219751
2021-04-24,224408
2021-04-25,226789
2021-04-26,229042
2021-04-27,239056
2021-04-28,250033
2021-04-29,262518
2021-04-30,275929
2021-05-01,281411
2021-05-02,284956
2021-05-03,295697
2021-05-04,309344
2021-05-05,324113
2021-05-06,339146
2021-05-07,356039
2021-05-08,363298
2021-05-09,366648
2021-05-10,378653
2021-05-11,393779
2021-05-12,409074
2021-05-13,424869
2021-05-14,440944
2021-05-15,447182
2021-05-16,451404
2021-05-17,462456
2021-05-18,477249
2021-05-19,492712
2021-05-20,508193
2021-05-21,523757
2021-05-22,531731
2021-05-23,535542
2021-05-24,548548
2021-05-25,565876
2021-05-26,584601
2021-05-27,601500
2021-05-28,622196
2021-05-29,632434
2021-05-30,637640
2021-05-31,652111
2021-06-01,672057
2021-06-02,693040
2021-06-03,716208
2021-06-04,736661
2021-06-05,746211
2021-06-06,751427
2021-06-07,756736
2021-06-08,778596
2021-06-09,790026
2021-06-10,813441
2021-06-11,835010
2021-06-12,846956
2021-06-13,854269
2021-06-14,872187
2021-06-15,894423
2021-06-16,918857
2021-06-17,942151
2021-06-18,962972
2021-06-19,975260
2021-06-20,982569
2021-06-21,1000087
2021-06-22,1022820
2021-06-23,1047823
2021-06-24,1072264
2021-06-25,1094005
2021-06-26,1108644
2021-06-27,1115680
2021-06-28,1132066
2021-06-29,1153046
2021-06-30,1175945
2021-07-01,1198906
2021-07-02,1218993
2021-07-03,1231710
2021-07-04,1238127
2021-07-05,1253876
2021-07-06,1274797
2021-07-07,1297956
2021-07-08,1322568
2021-07-09,1344175
2021-07-10,1359988
2021-07-11,1367625
2021-07-12,1385258
2021-07-13,1407818
2021-07-14,1432684
2021-07-15,1456462
2021-07-16,1478325
2021-07-17,1494864
2021-07-18,1503594
2021-07-19,1525938
2021-07-20,1556624
2021-07-21,1590617
2021-07-22,1622974
2021-07-23,1654055
2021-07-24,1678907
2021-07-25,1692891
2021-07-26,1723429
2021-07-27,1762422
2021-07-28,1804027
2021-07-29,1844261
2021-07-30,1886434
2021-07-31,1925032
2021-08-01,1947689
2021-08-02,1982836
2021-08-03,2025684
2021-08-04,2071183
2021-08-05,2113484
2021-08-06,2155587
2021-08-07,2192422
2021-08-08,2212930
2021-08-09,2251491
2021-08-10,2298578
2021-08-11,2347568
2021-08-12,2396629
2021-08-13,2443703
2021-08-14,2487465
2021-08-15,2513162
2021-08-16,2559599
2021-08-17,2615897
2021-08-18,2616410
2021-08-19,2646782
2021-08-20,2705829
2021-08-21,2760134
2021-08-22,2797729
2021-08-23,2864103
2021-08-24,2947209
2021-08-25,3037170
2021-08-26,3130620
2021-08-27,3222773
2021-08-28,3302069
2021-08-29,3350665
2021-08-30,3429385
2021-08-31,3516244
2021-09-01,3607574
2021-09-02,3698176
2021-09-03,3786068
2021-09-04,3864820
2021-09-05,3903894
2021-09-06,3971068
2021-09-07,4044580
2021-09-08,4112040
2021-09-09,4174233
2021-09-10,4239636
2021-09-11,4302031
2021-09-12,4336181
2021-09-13,4391723
2021-09-14,4454395
2021-09-15,4517676
2021-09-16,4579159
2021-09-17,4640287
2021-09-18,4694277
2021-09-19,4721201
2021-09-20,4771973
2021-09-21,4826407
2021-09-22,4876570
2021-09-23,4926417
2021-09-24,4977427
2021-09-25,5029309
2021-09-26,5054222
2021-09-27,5095281
2021-09-28,5140211
2021-09-29,5181443
2021-09-30,5228068
