dates,count_medicalconditionincident_covid_19_patientinicu
2020-05-07,341
2020-05-13,251
2020-05-21,184
2020-05-27,143
2020-06-03,101
2020-06-10,88
2020-06-17,70
2020-06-24,58
2020-07-01,40
2020-07-08,36
2020-07-15,41
2020-07-22,54
2020-07-29,92
2020-08-05,117
2020-08-12,192
2020-08-19,277
2020-08-26,333
2020-09-02,324
2020-09-09,315
2020-09-16,316
2020-09-23,310
2020-09-30,292
2020-10-07,296
2020-10-14,317
2020-10-21,279
2020-10-28,290
2020-11-04,319
2020-11-11,388
2020-11-18,483
2020-11-25,682
2020-12-02,785
2020-12-09,842
2020-12-16,950
2020-12-23,1017
2020-12-30,1106
2021-01-06,1224
2021-01-13,1424
2021-01-20,1505
2021-01-27,1569
2021-02-03,1439
2021-02-10,1232
2021-02-17,1020
2021-02-24,820
2021-03-03,739
2021-03-10,659
2021-03-17,609
2021-03-24,630
2021-03-31,732
2021-04-07,843
2021-04-14,979
2021-04-21,1230
2021-04-28,1328
2021-05-05,1549
2021-05-12,1807
2021-05-19,1821
2021-05-26,1843
2021-06-02,1647
2021-06-09,1362
2021-06-16,1131
2021-06-23,942
2021-06-30,859
2021-07-07,858
2021-07-14,881
2021-07-21,995
2021-07-28,1271
2021-08-04,1605
2021-08-11,2129
2021-08-18,2591
2021-08-25,2829
2021-09-01,3034
2021-09-08,3034
2021-09-15,2456
2021-09-22,1808
2021-09-29,1142
2021-10-06,767
2021-10-13,537
2021-10-20,296
2021-10-27,196
2021-11-03,140
2021-11-10,134
2021-11-17,96
2021-11-24,79
2021-12-01,54
2021-12-08,40
2021-12-15,35
2021-12-22,69
2021-12-29,91
2022-01-05,153
2022-01-12,410
2022-01-19,686
2022-01-26,1126
2022-02-02,1440
2022-02-09,1846
2022-02-16,2045
2022-02-23,2140
2022-03-02,2017
2022-03-09,1798
2022-03-16,1534
2022-03-23,1155
2022-03-30,886
2022-04-06,821
2022-04-13,835
2022-04-20,736
2022-04-27,631
2022-05-04,565
2022-05-11,510
2022-05-18,487
2022-05-25,481
2022-06-01,428
2022-06-08,431
2022-06-15,302
2022-06-22,282
2022-06-29,341
2022-07-06,451
2022-07-13,747
2022-07-20,1031
2022-07-27,1352
2022-08-03,1719
2022-08-10,1916
2022-08-17,1936
2022-08-24,1772
2022-08-31,1577
2022-09-07,1366
2022-09-14,1109
2022-09-21,918
2022-09-28,700
2022-10-05,586
2022-10-12,522
2022-10-19,478
2022-10-26,527
2022-11-02,600
2022-11-09,674
2022-11-16,844
2022-11-23,893
2022-11-30,1043
2022-12-07,1195
2022-12-14,1348
2022-12-21,1493
2022-12-28,1615
2023-01-04,1690
2023-01-11,1798
2023-01-18,1709
2023-01-25,1439
2023-02-01,1128
2023-02-15,677
2023-02-22,502
2023-03-01,388
2023-03-08,330
2023-03-15,259
2023-03-22,223
2023-03-29,184
2023-04-05,170
