dates,covid19mobilitytrend_grocerystoreandpharmacy
2020-02-15,-4
2020-02-16,-4
2020-02-17,-10
2020-02-18,-7
2020-02-19,-11
2020-02-20,-15
2020-02-21,-12
2020-02-22,-7
2020-02-23,-9
2020-02-24,-13
2020-02-25,-8
2020-02-26,-6
2020-02-27,-2
2020-02-28,-1
2020-02-29,9
2020-03-01,8
2020-03-02,6
2020-03-03,4
2020-03-04,4
2020-03-05,6
2020-03-06,3
2020-03-07,6
2020-03-08,4
2020-03-09,-5
2020-03-10,-1
2020-03-11,0
2020-03-12,-4
2020-03-13,-5
2020-03-14,-6
2020-03-15,-6
2020-03-16,-7
2020-03-17,-4
2020-03-18,-3
2020-03-19,0
2020-03-20,-3
2020-03-21,-6
2020-03-22,-9
2020-03-23,-6
2020-03-24,-2
2020-03-25,0
2020-03-26,2
2020-03-27,-6
2020-03-28,-1
2020-03-29,-8
2020-03-30,-3
2020-03-31,1
2020-04-01,2
2020-04-02,1
2020-04-03,-5
2020-04-04,-8
2020-04-05,-12
2020-04-06,-9
2020-04-07,-9
2020-04-08,-9
2020-04-09,-4
2020-04-10,-17
2020-04-11,-16
2020-04-12,-17
2020-04-13,-23
2020-04-14,-10
2020-04-15,-12
2020-04-16,-10
2020-04-17,-14
2020-04-18,-18
2020-04-19,-22
2020-04-20,-18
2020-04-21,-16
2020-04-22,-17
2020-04-23,-12
2020-04-24,-10
2020-04-25,-9
2020-04-26,-14
2020-04-27,-10
2020-04-28,-6
2020-04-29,-1
2020-04-30,5
2020-05-01,-10
2020-05-02,-6
2020-05-03,-13
2020-05-04,-6
2020-05-05,-5
2020-05-06,-2
2020-05-07,-1
2020-05-08,-4
2020-05-09,-3
2020-05-10,-9
2020-05-11,-5
2020-05-12,-5
2020-05-13,-5
2020-05-14,-1
2020-05-15,-4
2020-05-16,-3
2020-05-17,-10
2020-05-18,-6
2020-05-19,-8
2020-05-20,-5
2020-05-21,2
2020-05-22,5
2020-05-23,8
2020-05-24,1
2020-05-25,-4
2020-05-26,8
2020-05-27,9
2020-05-28,12
2020-05-29,9
2020-05-30,9
2020-05-31,2
2020-06-01,7
2020-06-02,5
2020-06-03,5
2020-06-04,6
2020-06-05,4
2020-06-06,4
2020-06-07,-1
2020-06-08,1
2020-06-09,0
2020-06-10,2
2020-06-11,5
2020-06-12,2
2020-06-13,3
2020-06-14,-3
2020-06-15,-1
2020-06-16,0
2020-06-17,2
2020-06-18,1
2020-06-19,-3
2020-06-20,1
2020-06-21,-3
2020-06-22,-3
2020-06-23,0
2020-06-24,3
2020-06-25,12
2020-06-26,13
2020-06-27,17
2020-06-28,10
2020-06-29,11
2020-06-30,13
2020-07-01,15
2020-07-02,18
2020-07-03,14
2020-07-04,14
2020-07-05,11
2020-07-06,3
2020-07-07,4
2020-07-08,11
2020-07-09,12
2020-07-10,8
2020-07-11,9
2020-07-12,4
2020-07-13,5
2020-07-14,7
2020-07-15,8
2020-07-16,8
2020-07-17,5
2020-07-18,5
2020-07-19,2
2020-07-20,3
2020-07-21,6
2020-07-22,12
2020-07-23,15
2020-07-24,14
2020-07-25,17
2020-07-26,11
2020-07-27,14
2020-07-28,14
2020-07-29,15
2020-07-30,17
2020-07-31,16
2020-08-01,19
2020-08-02,11
2020-08-03,4
2020-08-04,14
2020-08-05,15
2020-08-06,17
2020-08-07,12
2020-08-08,11
2020-08-09,10
2020-08-10,9
2020-08-11,9
2020-08-12,11
2020-08-13,15
2020-08-14,12
2020-08-15,11
2020-08-16,8
2020-08-17,7
2020-08-18,7
2020-08-19,7
2020-08-20,8
2020-08-21,8
2020-08-22,7
2020-08-23,6
2020-08-24,5
2020-08-25,8
2020-08-26,14
2020-08-27,20
2020-08-28,19
2020-08-29,19
2020-08-30,16
2020-08-31,15
2020-09-01,16
2020-09-02,17
2020-09-03,17
2020-09-04,17
2020-09-05,18
2020-09-06,16
2020-09-07,14
2020-09-08,14
2020-09-09,15
2020-09-10,15
2020-09-11,14
2020-09-12,15
2020-09-13,14
2020-09-14,10
2020-09-15,10
2020-09-16,14
2020-09-17,13
2020-09-18,12
2020-09-19,14
2020-09-20,16
2020-09-21,12
2020-09-22,9
2020-09-23,18
2020-09-24,18
2020-09-25,20
2020-09-26,24
2020-09-27,21
2020-09-28,17
2020-09-29,16
2020-09-30,19
2020-10-01,16
2020-10-02,14
2020-10-03,15
2020-10-04,13
2020-10-05,11
2020-10-06,9
2020-10-07,11
2020-10-08,8
2020-10-09,6
2020-10-10,7
2020-10-11,9
2020-10-12,6
2020-10-13,7
2020-10-14,12
2020-10-15,13
2020-10-16,12
2020-10-17,11
2020-10-18,9
2020-10-19,0
2020-10-20,7
2020-10-21,11
2020-10-22,19
2020-10-23,20
2020-10-24,19
2020-10-25,19
2020-10-26,18
2020-10-27,17
2020-10-28,20
2020-10-29,17
2020-10-30,17
2020-10-31,19
2020-11-01,19
2020-11-02,15
2020-11-03,11
2020-11-04,14
2020-11-05,14
2020-11-06,12
2020-11-07,12
2020-11-08,13
2020-11-09,8
2020-11-10,4
2020-11-11,10
2020-11-12,7
2020-11-13,10
2020-11-14,7
2020-11-15,7
2020-11-16,7
2020-11-17,4
2020-11-18,7
2020-11-19,4
2020-11-20,7
2020-11-21,8
2020-11-22,8
2020-11-23,4
2020-11-24,7
2020-11-25,19
2020-11-26,21
2020-11-27,29
2020-11-28,19
2020-11-29,16
2020-11-30,15
2020-12-01,12
2020-12-02,21
2020-12-03,18
2020-12-04,17
2020-12-05,14
2020-12-06,11
2020-12-07,12
2020-12-08,4
2020-12-09,16
2020-12-10,14
2020-12-11,13
2020-12-12,14
2020-12-13,10
2020-12-14,10
2020-12-15,11
2020-12-16,18
2020-12-17,16
2020-12-18,17
2020-12-19,17
2020-12-20,15
2020-12-21,14
2020-12-22,20
2020-12-23,38
2020-12-24,56
2020-12-25,7
2020-12-26,15
2020-12-27,17
2020-12-28,27
2020-12-29,22
2020-12-30,29
2020-12-31,47
2021-01-01,-2
2021-01-02,3
2021-01-03,15
2021-01-04,24
2021-01-05,17
2021-01-06,20
2021-01-07,19
2021-01-08,13
2021-01-09,11
2021-01-10,10
2021-01-11,14
2021-01-12,10
2021-01-13,5
2021-01-14,-4
2021-01-15,-9
2021-01-16,-13
2021-01-17,-15
2021-01-18,-12
2021-01-19,-12
2021-01-20,-7
2021-01-21,-4
2021-01-22,-4
2021-01-23,-5
2021-01-24,-6
2021-01-25,-1
2021-01-26,-3
2021-01-27,6
2021-01-28,4
2021-01-29,6
2021-01-30,12
2021-01-31,11
2021-02-01,14
2021-02-02,10
2021-02-03,10
2021-02-04,8
2021-02-05,6
2021-02-06,7
2021-02-07,4
2021-02-08,6
2021-02-09,6
2021-02-10,7
2021-02-11,8
2021-02-12,7
2021-02-13,10
2021-02-14,15
2021-02-15,8
2021-02-16,7
2021-02-17,11
2021-02-18,10
2021-02-19,7
2021-02-20,11
2021-02-21,7
2021-02-22,10
2021-02-23,8
2021-02-24,14
2021-02-25,19
2021-02-26,22
2021-02-27,28
2021-02-28,22
2021-03-01,23
2021-03-02,25
2021-03-03,26
2021-03-04,23
2021-03-05,22
2021-03-06,23
2021-03-07,19
2021-03-08,14
2021-03-09,17
2021-03-10,22
2021-03-11,26
2021-03-12,14
2021-03-13,15
2021-03-14,17
2021-03-15,17
2021-03-16,15
2021-03-17,19
2021-03-18,20
2021-03-19,18
2021-03-20,21
2021-03-21,21
2021-03-22,15
2021-03-23,18
2021-03-24,29
2021-03-25,31
2021-03-26,30
2021-03-27,34
2021-03-28,34
2021-03-29,28
2021-03-30,27
2021-03-31,37
2021-04-01,43
2021-04-02,32
2021-04-03,28
2021-04-04,29
2021-04-05,20
2021-04-06,30
2021-04-07,33
2021-04-08,32
2021-04-09,31
2021-04-10,31
2021-04-11,30
2021-04-12,27
2021-04-13,26
2021-04-14,31
2021-04-15,30
2021-04-16,29
2021-04-17,29
2021-04-18,30
2021-04-19,27
2021-04-20,25
2021-04-21,34
2021-04-22,33
2021-04-23,39
2021-04-24,46
2021-04-25,44
2021-04-26,43
2021-04-27,41
2021-04-28,46
2021-04-29,44
2021-04-30,45
2021-05-01,44
2021-05-02,42
2021-05-03,43
2021-05-04,42
2021-05-05,48
2021-05-06,46
2021-05-07,48
2021-05-08,48
2021-05-09,49
2021-05-10,41
2021-05-11,40
2021-05-12,49
2021-05-13,44
2021-05-14,42
2021-05-15,43
2021-05-16,46
2021-05-17,40
2021-05-18,38
2021-05-19,41
2021-05-20,42
2021-05-21,45
2021-05-22,49
2021-05-23,48
2021-05-24,49
2021-05-25,46
2021-05-26,58
2021-05-27,55
2021-05-28,56
2021-05-29,59
2021-05-30,58
2021-05-31,53
2021-06-01,56
2021-06-02,61
2021-06-03,55
2021-06-04,53
2021-06-05,51
2021-06-06,53
2021-06-07,49
2021-06-08,47
2021-06-09,50
2021-06-10,51
2021-06-11,49
2021-06-12,45
2021-06-13,46
2021-06-14,45
2021-06-15,43
2021-06-16,48
2021-06-17,47
2021-06-18,43
2021-06-19,36
2021-06-20,34
2021-06-21,35
2021-06-22,33
2021-06-23,42
2021-06-24,44
2021-06-25,51
2021-06-26,50
2021-06-27,46
2021-06-28,48
2021-06-29,45
2021-06-30,57
2021-07-01,58
2021-07-02,49
2021-07-03,53
2021-07-04,50
2021-07-05,44
2021-07-06,40
2021-07-07,23
2021-07-08,56
2021-07-09,50
2021-07-10,46
2021-07-11,42
2021-07-12,48
2021-07-13,47
2021-07-14,54
2021-07-15,50
2021-07-16,47
2021-07-17,45
2021-07-18,43
2021-07-19,46
2021-07-20,44
2021-07-21,50
2021-07-22,50
2021-07-23,51
2021-07-24,58
2021-07-25,55
2021-07-26,59
2021-07-27,58
2021-07-28,64
2021-07-29,62
2021-07-30,62
2021-07-31,63
2021-08-01,61
2021-08-02,52
2021-08-03,62
2021-08-04,67
2021-08-05,62
2021-08-06,59
2021-08-07,59
2021-08-08,54
2021-08-09,56
2021-08-10,60
2021-08-11,81
2021-08-12,1
2021-08-13,4
2021-08-14,17
2021-08-15,24
2021-08-16,38
2021-08-17,58
2021-08-18,61
