dates,count_medicalconditionincident_covid_19_patienthospitalized
2020-03-30,1328
2020-03-31,1440
2020-04-01,1631
2020-04-02,1680
2020-04-03,1655
2020-04-04,1646
2020-04-05,1616
2020-04-06,1624
2020-04-07,1622
2020-04-08,1565
2020-04-09,1534
2020-04-10,1411
2020-04-11,1372
2020-04-12,1338
2020-04-13,1338
2020-04-14,1319
2020-04-15,1277
2020-04-16,1153
2020-04-17,1087
2020-04-18,1055
2020-04-19,1049
2020-04-20,1056
2020-04-21,977
2020-04-22,895
2020-04-23,860
2020-04-24,827
2020-04-25,805
2020-04-26,801
2020-04-27,794
2020-04-28,766
2020-04-29,717
2020-04-30,666
2020-05-01,548
2020-05-02,519
2020-05-03,509
2020-05-04,519
2020-05-05,502
2020-05-06,459
2020-05-07,419
2020-05-08,378
2020-05-09,369
2020-05-10,354
2020-05-11,368
2020-05-12,354
2020-05-13,336
2020-05-14,308
2020-05-15,270
2020-05-16,248
2020-05-17,245
2020-05-18,244
2020-05-19,230
2020-05-20,208
2020-05-21,187
2020-05-22,190
2020-05-23,172
2020-05-24,172
2020-05-25,170
2020-05-26,158
2020-05-27,162
2020-05-28,142
2020-05-29,138
2020-05-30,139
2020-05-31,138
2020-06-01,123
2020-06-02,119
2020-06-03,113
2020-06-04,109
2020-06-05,111
2020-06-06,111
2020-06-07,110
2020-06-08,103
2020-06-09,92
2020-06-10,89
2020-06-11,75
2020-06-12,73
2020-06-13,74
2020-06-14,73
2020-06-15,78
2020-06-16,75
2020-06-17,77
2020-06-18,63
2020-06-19,58
2020-06-20,58
2020-06-21,58
2020-06-22,72
2020-06-23,74
2020-06-24,67
2020-06-25,63
2020-06-26,71
2020-06-27,72
2020-06-28,72
2020-06-29,84
2020-06-30,86
2020-07-01,85
2020-07-02,75
2020-07-03,77
2020-07-04,77
2020-07-05,77
2020-07-06,76
2020-07-07,73
2020-07-08,70
2020-07-09,85
2020-07-10,77
2020-07-11,76
2020-07-12,78
2020-07-13,88
2020-07-14,94
2020-07-15,107
2020-07-16,101
2020-07-17,101
2020-07-18,101
2020-07-19,102
2020-07-20,112
2020-07-21,128
2020-07-22,101
2020-07-23,102
2020-07-24,104
2020-07-25,103
2020-07-26,104
2020-07-27,108
2020-07-28,105
2020-07-29,118
2020-07-30,138
2020-07-31,146
2020-08-01,145
2020-08-02,145
2020-08-03,141
2020-08-04,145
2020-08-05,134
2020-08-06,128
2020-08-07,121
2020-08-08,112
2020-08-09,112
2020-08-10,115
2020-08-11,124
2020-08-12,131
2020-08-13,133
2020-08-14,126
2020-08-15,124
2020-08-16,123
2020-08-17,127
2020-08-18,129
2020-08-19,123
2020-08-20,104
2020-08-21,114
2020-08-22,114
2020-08-23,109
2020-08-24,105
2020-08-25,110
2020-08-26,100
2020-08-27,98
2020-08-28,103
2020-08-29,103
2020-08-30,104
2020-08-31,102
2020-09-01,108
2020-09-02,103
2020-09-03,116
2020-09-04,117
2020-09-05,116
2020-09-06,116
2020-09-07,115
2020-09-08,118
2020-09-09,118
2020-09-10,116
2020-09-11,127
2020-09-12,130
2020-09-13,130
2020-09-14,145
2020-09-15,144
2020-09-16,152
2020-09-17,155
2020-09-18,153
2020-09-19,152
2020-09-20,154
2020-09-21,165
2020-09-22,149
2020-09-23,156
2020-09-24,140
2020-09-25,143
2020-09-26,143
2020-09-27,140
2020-09-28,161
2020-09-29,167
2020-09-30,150
2020-10-01,159
2020-10-02,158
2020-10-03,156
2020-10-04,157
2020-10-05,173
2020-10-06,181
2020-10-07,183
2020-10-08,197
2020-10-09,217
2020-10-10,215
2020-10-11,221
2020-10-12,295
2020-10-13,314
2020-10-14,324
2020-10-15,372
2020-10-16,398
2020-10-17,405
2020-10-18,436
2020-10-19,552
2020-10-20,644
2020-10-21,722
2020-10-22,826
2020-10-23,883
2020-10-24,932
2020-10-25,1031
2020-10-26,1290
2020-10-27,1559
2020-10-28,1945
2020-10-29,2038
2020-10-30,2255
2020-10-31,2377
2020-11-01,2568
2020-11-02,2996
2020-11-03,3135
2020-11-04,3214
2020-11-05,3317
2020-11-06,3337
2020-11-07,3392
2020-11-08,3683
2020-11-09,3640
2020-11-10,3709
2020-11-11,3670
2020-11-12,3654
2020-11-13,3628
2020-11-14,3612
2020-11-15,3716
2020-11-16,3712
2020-11-17,3641
2020-11-18,3549
2020-11-19,3411
2020-11-20,3306
2020-11-21,3329
2020-11-22,3387
2020-11-23,3430
2020-11-24,3273
2020-11-25,3169
2020-11-26,3089
2020-11-27,2992
2020-11-28,2973
2020-11-29,2984
2020-11-30,3013
2020-12-01,2916
2020-12-02,2815
2020-12-03,2795
2020-12-04,2749
2020-12-05,2776
2020-12-06,2862
2020-12-07,2865
2020-12-08,2884
2020-12-09,2831
2020-12-10,2769
2020-12-11,2748
