dates,covid19mobilitytrend_park
2020-02-15,31
2020-02-16,30
2020-02-17,-3
2020-02-18,34
2020-02-19,-11
2020-02-20,46
2020-02-21,26
2020-02-22,57
2020-02-23,27
2020-02-24,74
2020-02-25,17
2020-02-26,-20
2020-02-27,-22
2020-02-28,16
2020-02-29,-14
2020-03-01,29
2020-03-02,-24
2020-03-03,7
2020-03-04,8
2020-03-05,-36
2020-03-06,-12
2020-03-07,-3
2020-03-08,47
2020-03-09,-17
2020-03-10,-26
2020-03-11,10
2020-03-12,-1
2020-03-13,1
2020-03-14,-6
2020-03-15,66
2020-03-16,14
2020-03-17,21
2020-03-18,22
2020-03-19,19
2020-03-20,-11
2020-03-21,-29
2020-03-22,-40
2020-03-23,-19
2020-03-24,-5
2020-03-25,-20
2020-03-26,-23
2020-03-27,-3
2020-03-28,18
2020-03-29,-41
2020-03-30,-46
2020-03-31,1
2020-04-01,7
2020-04-02,8
2020-04-03,8
2020-04-04,15
2020-04-05,42
2020-04-06,21
2020-04-07,42
2020-04-08,26
2020-04-09,22
2020-04-10,75
2020-04-11,27
2020-04-12,33
2020-04-13,83
2020-04-14,11
2020-04-15,30
2020-04-16,30
2020-04-17,39
2020-04-18,33
2020-04-19,36
2020-04-20,15
2020-04-21,17
2020-04-22,46
2020-04-23,44
2020-04-24,40
2020-04-25,27
2020-04-26,19
2020-04-27,29
2020-04-28,-25
2020-04-29,-4
2020-04-30,-42
2020-05-01,-25
2020-05-02,-34
2020-05-03,41
2020-05-04,42
2020-05-05,-19
2020-05-06,19
2020-05-07,56
2020-05-08,58
2020-05-09,67
2020-05-10,43
2020-05-11,-29
2020-05-12,3
2020-05-13,-31
2020-05-14,-15
2020-05-15,-11
2020-05-16,27
2020-05-17,100
2020-05-18,56
2020-05-19,69
2020-05-20,13
2020-05-21,145
2020-05-22,54
2020-05-23,-39
2020-05-24,32
2020-05-25,-3
2020-05-26,10
2020-05-27,9
2020-05-28,-5
2020-05-29,8
2020-05-30,21
2020-05-31,82
2020-06-01,145
2020-06-02,18
2020-06-03,-12
2020-06-04,-51
2020-06-05,-25
2020-06-06,-21
2020-06-07,-41
2020-06-08,-12
2020-06-09,-15
2020-06-10,-23
2020-06-11,24
2020-06-12,71
2020-06-13,14
2020-06-14,-12
2020-06-15,9
2020-06-16,29
2020-06-17,-18
2020-06-18,12
2020-06-19,14
2020-06-20,49
2020-06-21,79
2020-06-22,52
2020-06-23,95
2020-06-24,78
2020-06-25,67
2020-06-26,50
2020-06-27,63
2020-06-28,41
2020-06-29,30
2020-06-30,112
2020-07-01,55
2020-07-02,30
2020-07-03,45
2020-07-04,96
2020-07-05,124
2020-07-06,69
2020-07-07,128
2020-07-08,112
2020-07-09,107
2020-07-10,74
2020-07-11,52
2020-07-12,132
2020-07-13,123
2020-07-14,146
2020-07-15,44
2020-07-16,48
2020-07-17,72
2020-07-18,117
2020-07-19,148
2020-07-20,168
2020-07-21,135
2020-07-22,97
2020-07-23,126
2020-07-24,67
2020-07-25,125
2020-07-26,107
2020-07-27,182
2020-07-28,151
2020-07-29,142
2020-07-30,151
2020-07-31,163
2020-08-01,138
2020-08-02,37
2020-08-03,28
2020-08-04,85
2020-08-05,150
2020-08-06,157
2020-08-07,167
2020-08-08,146
2020-08-09,142
2020-08-10,122
2020-08-11,162
2020-08-12,121
2020-08-13,74
2020-08-14,84
2020-08-15,145
2020-08-16,115
2020-08-17,60
2020-08-18,94
2020-08-19,102
2020-08-20,121
2020-08-21,148
2020-08-22,61
2020-08-23,93
2020-08-24,86
2020-08-25,114
2020-08-26,95
2020-08-27,92
2020-08-28,21
2020-08-29,-7
2020-08-30,-30
2020-08-31,41
2020-09-01,68
