dates,incrementalcount_vaccine_covid_19_administered
2020-12-22,2
2020-12-23,427
2020-12-24,265
2020-12-25,1
2020-12-26,436
2020-12-29,1696
2020-12-30,1674
2020-12-31,253
2021-01-01,11
2021-01-02,4
2021-01-03,5
2021-01-04,3681
2021-01-05,7141
2021-01-06,5848
2021-01-07,7216
2021-01-08,8054
2021-01-09,2149
2021-01-10,34
2021-01-11,7347
2021-01-12,10394
2021-01-13,11079
2021-01-14,10581
2021-01-15,10766
2021-01-16,4367
2021-01-17,665
2021-01-18,12226
2021-01-19,17288
2021-01-20,20441
2021-01-21,23163
2021-01-22,19813
2021-01-23,5814
2021-01-24,1182
2021-01-25,17294
2021-01-26,24972
2021-01-27,24366
2021-01-28,26735
2021-01-29,23943
2021-01-30,6319
2021-01-31,1491
2021-02-01,16288
2021-02-02,19538
2021-02-03,19283
2021-02-04,20633
2021-02-05,19529
2021-02-06,3354
2021-02-07,1195
2021-02-08,18481
2021-02-09,25413
2021-02-10,26736
2021-02-11,27453
2021-02-12,26378
2021-02-13,6945
2021-02-14,1347
2021-02-15,18933
2021-02-16,25001
2021-02-17,24179
2021-02-18,28582
2021-02-19,24450
2021-02-20,7260
2021-02-21,1655
2021-02-22,19976
2021-02-23,26594
2021-02-24,28296
2021-02-25,29549
2021-02-26,24769
2021-02-27,6533
2021-02-28,1996
2021-03-01,22312
2021-03-02,25822
2021-03-03,31822
2021-03-04,33580
2021-03-05,29144
2021-03-06,6287
2021-03-07,1961
2021-03-08,23400
2021-03-09,30471
2021-03-10,30227
2021-03-11,32217
2021-03-12,27580
2021-03-13,6014
2021-03-14,1427
2021-03-15,21117
2021-03-16,28768
2021-03-17,31489
2021-03-18,33301
2021-03-19,27860
2021-03-20,6204
2021-03-21,1341
2021-03-22,24895
2021-03-23,32451
2021-03-24,35169
2021-03-25,39162
2021-03-26,36210
2021-03-27,10067
2021-03-28,3588
2021-03-29,33193
2021-03-30,41522
2021-03-31,38797
2021-04-01,41635
2021-04-02,10449
2021-04-03,6433
2021-04-04,1742
2021-04-05,5902
2021-04-06,38329
2021-04-07,46549
2021-04-08,52119
2021-04-09,47813
2021-04-10,14620
2021-04-11,4118
2021-04-12,44395
2021-04-13,54258
2021-04-14,56842
2021-04-15,58287
2021-04-16,54590
2021-04-17,17997
2021-04-18,6382
2021-04-19,51686
2021-04-20,64069
2021-04-21,67592
2021-04-22,74701
2021-04-23,66408
2021-04-24,27341
2021-04-25,12055
2021-04-26,56958
2021-04-27,74425
2021-04-28,73626
2021-04-29,73012
2021-04-30,64521
2021-05-01,30122
2021-05-02,12651
2021-05-03,60689
2021-05-04,76218
2021-05-05,79023
2021-05-06,90882
2021-05-07,86171
2021-05-08,40616
2021-05-09,16107
2021-05-10,81196
2021-05-11,96354
2021-05-12,98205
2021-05-13,46029
2021-05-14,81951
2021-05-15,44152
2021-05-16,19013
2021-05-17,84847
2021-05-18,101041
2021-05-19,102943
2021-05-20,110262
2021-05-21,102375
2021-05-22,47719
2021-05-23,18746
2021-05-24,50626
2021-05-25,102082
2021-05-26,107642
2021-05-27,108677
2021-05-28,105880
2021-05-29,54625
2021-05-30,24676
2021-05-31,93848
2021-06-01,109087
2021-06-02,113110
2021-06-03,103952
2021-06-04,111713
2021-06-05,73765
2021-06-06,27740
2021-06-07,102338
2021-06-08,112736
2021-06-09,113605
2021-06-10,106265
2021-06-11,108989
2021-06-12,71335
2021-06-13,26820
2021-06-14,98396
2021-06-15,104901
2021-06-16,103879
2021-06-17,106943
2021-06-18,103036
2021-06-19,63322
2021-06-20,20856
2021-06-21,88368
2021-06-22,92638
2021-06-23,90333
2021-06-24,88844
2021-06-25,88199
2021-06-26,51318
2021-06-27,18547
2021-06-28,74981
2021-06-29,79682
2021-06-30,83278
2021-07-01,73028
2021-07-02,74404
2021-07-03,47527
2021-07-04,14950
2021-07-05,71774
2021-07-06,73500
2021-07-07,70687
2021-07-08,71767
2021-07-09,70857
2021-07-10,42204
2021-07-11,12905
2021-07-12,70509
2021-07-13,70067
2021-07-14,62823
2021-07-15,62079
2021-07-16,61338
2021-07-17,33248
2021-07-18,7879
2021-07-19,64207
2021-07-20,55867
2021-07-21,49840
2021-07-22,45234
2021-07-23,48905
2021-07-24,25658
2021-07-25,4907
2021-07-26,43133
2021-07-27,35973
2021-07-28,32093
2021-07-29,31164
2021-07-30,32298
2021-07-31,11439
2021-08-01,1475
2021-08-02,21995
2021-08-03,26929
2021-08-04,24231
2021-08-05,25472
2021-08-06,28257
2021-08-07,9270
2021-08-08,827
2021-08-09,22694
2021-08-10,23430
2021-08-11,24834
2021-08-12,26622
2021-08-13,28362
2021-08-14,10489
2021-08-15,584
2021-08-16,22724
2021-08-17,23675
2021-08-18,26841
2021-08-19,26069
2021-08-20,32224
2021-08-21,12050
2021-08-22,887
2021-08-23,22600
2021-08-24,24726
2021-08-25,29004
2021-08-26,29412
2021-08-27,34776
2021-08-28,17380
2021-08-29,1927
2021-08-30,22974
2021-08-31,24399
2021-09-01,28290
2021-09-02,28283
2021-09-03,32898
2021-09-04,16555
2021-09-05,2657
2021-09-06,23502
2021-09-07,25779
2021-09-08,33331
2021-09-09,34412
2021-09-10,43869
2021-09-11,27076
2021-09-12,4377
2021-09-13,32565
2021-09-14,35657
2021-09-15,41895
2021-09-16,38577
2021-09-17,44485
2021-09-18,23587
2021-09-19,3524
2021-09-20,28475
2021-09-21,32368
2021-09-22,34740
2021-09-23,34906
2021-09-24,37785
2021-09-25,22940
2021-09-26,3231
2021-09-27,26641
2021-09-28,25908
2021-09-29,30746
2021-09-30,28031
2021-10-01,32873
2021-10-02,17680
2021-10-03,3411
2021-10-04,25095
2021-10-05,24668
2021-10-06,29770
2021-10-07,27335
2021-10-08,34076
2021-10-09,20472
2021-10-10,3274
2021-10-11,25518
